image_index,label_index,label_name,original_split,split
81466,0,adipose,train,evaluation
48299,5,smooth muscle,train,evaluation
33085,0,adipose,train,evaluation
91127,7,cancer-associated stroma,val,evaluation
37185,4,mucus,train,evaluation
87790,4,mucus,train,evaluation
23918,8,colorectal adenocarcinoma epithelium,train,evaluation
63388,0,adipose,train,evaluation
62818,8,colorectal adenocarcinoma epithelium,train,evaluation
39469,2,debris,train,evaluation
100604,0,adipose,test,evaluation
71200,4,mucus,train,evaluation
94118,3,lymphocytes,val,evaluation
51844,3,lymphocytes,train,evaluation
3305,1,background,train,evaluation
20684,8,colorectal adenocarcinoma epithelium,train,evaluation
72412,0,adipose,train,evaluation
27225,3,lymphocytes,train,evaluation
51015,1,background,train,evaluation
58240,8,colorectal adenocarcinoma epithelium,train,evaluation
73189,5,smooth muscle,train,evaluation
104904,8,colorectal adenocarcinoma epithelium,test,evaluation
77578,3,lymphocytes,train,evaluation
43826,0,adipose,train,evaluation
49942,6,normal colon mucosa,train,evaluation
15921,1,background,train,evaluation
44174,7,cancer-associated stroma,train,evaluation
58734,3,lymphocytes,train,evaluation
23876,3,lymphocytes,train,evaluation
68089,2,debris,train,evaluation
68031,0,adipose,train,evaluation
82657,5,smooth muscle,train,evaluation
81905,7,cancer-associated stroma,train,evaluation
22116,2,debris,train,evaluation
66756,1,background,train,evaluation
69992,8,colorectal adenocarcinoma epithelium,train,evaluation
1467,8,colorectal adenocarcinoma epithelium,train,evaluation
13872,4,mucus,train,evaluation
87711,1,background,train,evaluation
25561,3,lymphocytes,train,evaluation
8254,0,adipose,train,evaluation
62330,5,smooth muscle,train,evaluation
75702,1,background,train,evaluation
49280,7,cancer-associated stroma,train,evaluation
16700,0,adipose,train,evaluation
60037,6,normal colon mucosa,train,evaluation
37955,5,smooth muscle,train,evaluation
91719,4,mucus,val,evaluation
96637,0,adipose,val,evaluation
102879,7,cancer-associated stroma,test,evaluation
77394,6,normal colon mucosa,train,evaluation
94395,7,cancer-associated stroma,val,evaluation
15558,8,colorectal adenocarcinoma epithelium,train,evaluation
23073,2,debris,train,evaluation
39380,5,smooth muscle,train,evaluation
19251,6,normal colon mucosa,train,evaluation
10217,0,adipose,train,evaluation
73907,3,lymphocytes,train,evaluation
36982,4,mucus,train,evaluation
51181,2,debris,train,evaluation
40288,1,background,train,evaluation
63436,5,smooth muscle,train,evaluation
94276,5,smooth muscle,val,evaluation
7263,0,adipose,train,evaluation
20907,0,adipose,train,evaluation
32173,2,debris,train,evaluation
105662,4,mucus,test,evaluation
90260,7,cancer-associated stroma,val,evaluation
64460,6,normal colon mucosa,train,evaluation
91222,4,mucus,val,evaluation
73521,5,smooth muscle,train,evaluation
53957,6,normal colon mucosa,train,evaluation
63774,0,adipose,train,evaluation
32025,8,colorectal adenocarcinoma epithelium,train,evaluation
82675,8,colorectal adenocarcinoma epithelium,train,evaluation
46430,5,smooth muscle,train,evaluation
64037,8,colorectal adenocarcinoma epithelium,train,evaluation
33202,8,colorectal adenocarcinoma epithelium,train,evaluation
2361,8,colorectal adenocarcinoma epithelium,train,evaluation
21302,5,smooth muscle,train,evaluation
76469,7,cancer-associated stroma,train,evaluation
49060,3,lymphocytes,train,evaluation
36895,4,mucus,train,evaluation
47188,6,normal colon mucosa,train,evaluation
19331,7,cancer-associated stroma,train,evaluation
88443,5,smooth muscle,train,evaluation
82732,0,adipose,train,evaluation
30438,3,lymphocytes,train,evaluation
50376,1,background,train,evaluation
75261,5,smooth muscle,train,evaluation
44213,7,cancer-associated stroma,train,evaluation
89020,2,debris,train,evaluation
57167,6,normal colon mucosa,train,evaluation
88830,2,debris,train,evaluation
37920,3,lymphocytes,train,evaluation
92296,7,cancer-associated stroma,val,evaluation
24007,8,colorectal adenocarcinoma epithelium,train,evaluation
42419,7,cancer-associated stroma,train,evaluation
82945,0,adipose,train,evaluation
30520,1,background,train,evaluation
45250,1,background,train,evaluation
20733,1,background,train,evaluation
47403,0,adipose,train,evaluation
62491,1,background,train,evaluation
84120,3,lymphocytes,train,evaluation
16875,4,mucus,train,evaluation
24819,3,lymphocytes,train,evaluation
31253,3,lymphocytes,train,evaluation
226,3,lymphocytes,train,evaluation
59348,2,debris,train,evaluation
50059,8,colorectal adenocarcinoma epithelium,train,evaluation
100902,6,normal colon mucosa,test,evaluation
8080,2,debris,train,evaluation
58462,3,lymphocytes,train,evaluation
27668,5,smooth muscle,train,evaluation
98607,5,smooth muscle,val,evaluation
60690,0,adipose,train,evaluation
55862,1,background,train,evaluation
26834,2,debris,train,evaluation
41120,1,background,train,evaluation
85739,3,lymphocytes,train,evaluation
39622,0,adipose,train,evaluation
37070,7,cancer-associated stroma,train,evaluation
101896,8,colorectal adenocarcinoma epithelium,test,evaluation
33155,3,lymphocytes,train,evaluation
52805,3,lymphocytes,train,evaluation
77630,6,normal colon mucosa,train,evaluation
91131,7,cancer-associated stroma,val,evaluation
63013,6,normal colon mucosa,train,evaluation
1175,7,cancer-associated stroma,train,evaluation
103019,0,adipose,test,evaluation
51782,5,smooth muscle,train,evaluation
64556,5,smooth muscle,train,evaluation
54281,2,debris,train,evaluation
76771,3,lymphocytes,train,evaluation
77008,5,smooth muscle,train,evaluation
59179,6,normal colon mucosa,train,evaluation
62613,8,colorectal adenocarcinoma epithelium,train,evaluation
106728,8,colorectal adenocarcinoma epithelium,test,evaluation
102128,0,adipose,test,evaluation
20060,1,background,train,evaluation
46226,0,adipose,train,evaluation
101822,1,background,test,evaluation
104553,0,adipose,test,evaluation
1356,5,smooth muscle,train,evaluation
77627,6,normal colon mucosa,train,evaluation
14283,2,debris,train,evaluation
76977,4,mucus,train,evaluation
33515,8,colorectal adenocarcinoma epithelium,train,evaluation
33344,8,colorectal adenocarcinoma epithelium,train,evaluation
50328,6,normal colon mucosa,train,evaluation
15960,4,mucus,train,evaluation
42692,1,background,train,evaluation
42198,3,lymphocytes,train,evaluation
89382,1,background,train,evaluation
97266,5,smooth muscle,val,evaluation
71810,4,mucus,train,evaluation
56783,6,normal colon mucosa,train,evaluation
66527,3,lymphocytes,train,evaluation
78795,7,cancer-associated stroma,train,evaluation
47359,6,normal colon mucosa,train,evaluation
88075,8,colorectal adenocarcinoma epithelium,train,evaluation
35077,4,mucus,train,evaluation
103196,8,colorectal adenocarcinoma epithelium,test,evaluation
95658,0,adipose,val,evaluation
96659,3,lymphocytes,val,evaluation
19681,4,mucus,train,evaluation
17237,0,adipose,train,evaluation
92115,3,lymphocytes,val,evaluation
93761,6,normal colon mucosa,val,evaluation
56664,2,debris,train,evaluation
53446,0,adipose,train,evaluation
88929,8,colorectal adenocarcinoma epithelium,train,evaluation
59900,8,colorectal adenocarcinoma epithelium,train,evaluation
35971,5,smooth muscle,train,evaluation
93697,7,cancer-associated stroma,val,evaluation
55439,5,smooth muscle,train,evaluation
96965,3,lymphocytes,val,evaluation
7728,8,colorectal adenocarcinoma epithelium,train,evaluation
79160,5,smooth muscle,train,evaluation
41070,0,adipose,train,evaluation
19783,4,mucus,train,evaluation
89522,3,lymphocytes,train,evaluation
103064,8,colorectal adenocarcinoma epithelium,test,evaluation
1095,2,debris,train,evaluation
13820,8,colorectal adenocarcinoma epithelium,train,evaluation
61409,8,colorectal adenocarcinoma epithelium,train,evaluation
62313,3,lymphocytes,train,evaluation
58008,8,colorectal adenocarcinoma epithelium,train,evaluation
83646,1,background,train,evaluation
35540,7,cancer-associated stroma,train,evaluation
88619,7,cancer-associated stroma,train,evaluation
32289,2,debris,train,evaluation
59325,3,lymphocytes,train,evaluation
87913,0,adipose,train,evaluation
20550,6,normal colon mucosa,train,evaluation
106633,6,normal colon mucosa,test,evaluation
86825,8,colorectal adenocarcinoma epithelium,train,evaluation
18409,7,cancer-associated stroma,train,evaluation
40037,2,debris,train,evaluation
95774,8,colorectal adenocarcinoma epithelium,val,evaluation
49833,5,smooth muscle,train,evaluation
73184,3,lymphocytes,train,evaluation
104967,4,mucus,test,evaluation
58234,6,normal colon mucosa,train,evaluation
73188,3,lymphocytes,train,evaluation
72003,6,normal colon mucosa,train,evaluation
16461,3,lymphocytes,train,evaluation
27981,2,debris,train,evaluation
51754,8,colorectal adenocarcinoma epithelium,train,evaluation
37414,7,cancer-associated stroma,train,evaluation
23082,5,smooth muscle,train,evaluation
16558,0,adipose,train,evaluation
46532,8,colorectal adenocarcinoma epithelium,train,evaluation
68374,5,smooth muscle,train,evaluation
65947,0,adipose,train,evaluation
29153,8,colorectal adenocarcinoma epithelium,train,evaluation
466,7,cancer-associated stroma,train,evaluation
75325,0,adipose,train,evaluation
71061,1,background,train,evaluation
23851,5,smooth muscle,train,evaluation
61566,3,lymphocytes,train,evaluation
23591,5,smooth muscle,train,evaluation
87477,7,cancer-associated stroma,train,evaluation
54313,3,lymphocytes,train,evaluation
72027,2,debris,train,evaluation
66265,5,smooth muscle,train,evaluation
87778,4,mucus,train,evaluation
54006,6,normal colon mucosa,train,evaluation
22563,7,cancer-associated stroma,train,evaluation
70952,2,debris,train,evaluation
65828,2,debris,train,evaluation
88652,3,lymphocytes,train,evaluation
22498,2,debris,train,evaluation
81657,6,normal colon mucosa,train,evaluation
82604,2,debris,train,evaluation
62053,8,colorectal adenocarcinoma epithelium,train,evaluation
5251,5,smooth muscle,train,evaluation
12964,0,adipose,train,evaluation
69414,2,debris,train,evaluation
91674,2,debris,val,evaluation
43438,2,debris,train,evaluation
51297,4,mucus,train,evaluation
38872,6,normal colon mucosa,train,evaluation
69321,3,lymphocytes,train,evaluation
55901,7,cancer-associated stroma,train,evaluation
34399,6,normal colon mucosa,train,evaluation
60671,0,adipose,train,evaluation
95475,0,adipose,val,evaluation
50287,0,adipose,train,evaluation
21957,0,adipose,train,evaluation
33782,1,background,train,evaluation
82929,2,debris,train,evaluation
105136,2,debris,test,evaluation
42615,5,smooth muscle,train,evaluation
104603,3,lymphocytes,test,evaluation
79664,7,cancer-associated stroma,train,evaluation
17654,5,smooth muscle,train,evaluation
41200,8,colorectal adenocarcinoma epithelium,train,evaluation
90793,5,smooth muscle,val,evaluation
76972,3,lymphocytes,train,evaluation
68433,1,background,train,evaluation
63772,7,cancer-associated stroma,train,evaluation
36379,0,adipose,train,evaluation
100971,3,lymphocytes,test,evaluation
28943,2,debris,train,evaluation
52278,1,background,train,evaluation
87997,8,colorectal adenocarcinoma epithelium,train,evaluation
42699,1,background,train,evaluation
54126,3,lymphocytes,train,evaluation
98982,7,cancer-associated stroma,val,evaluation
59655,1,background,train,evaluation
94018,8,colorectal adenocarcinoma epithelium,val,evaluation
73635,3,lymphocytes,train,evaluation
79692,1,background,train,evaluation
18572,0,adipose,train,evaluation
40764,4,mucus,train,evaluation
24175,0,adipose,train,evaluation
2961,2,debris,train,evaluation
11294,2,debris,train,evaluation
99694,5,smooth muscle,val,evaluation
30160,8,colorectal adenocarcinoma epithelium,train,evaluation
43343,2,debris,train,evaluation
79503,2,debris,train,evaluation
92708,0,adipose,val,evaluation
91634,4,mucus,val,evaluation
79409,8,colorectal adenocarcinoma epithelium,train,evaluation
31242,6,normal colon mucosa,train,evaluation
91846,5,smooth muscle,val,evaluation
33469,5,smooth muscle,train,evaluation
98681,4,mucus,val,evaluation
75561,8,colorectal adenocarcinoma epithelium,train,evaluation
75667,3,lymphocytes,train,evaluation
95735,8,colorectal adenocarcinoma epithelium,val,evaluation
97071,3,lymphocytes,val,evaluation
27893,2,debris,train,evaluation
30680,3,lymphocytes,train,evaluation
90015,8,colorectal adenocarcinoma epithelium,val,evaluation
25114,2,debris,train,evaluation
100911,0,adipose,test,evaluation
71484,8,colorectal adenocarcinoma epithelium,train,evaluation
44728,2,debris,train,evaluation
57,5,smooth muscle,train,evaluation
106588,8,colorectal adenocarcinoma epithelium,test,evaluation
47057,4,mucus,train,evaluation
11704,5,smooth muscle,train,evaluation
2287,3,lymphocytes,train,evaluation
99972,1,background,val,evaluation
14432,5,smooth muscle,train,evaluation
52717,1,background,train,evaluation
50179,8,colorectal adenocarcinoma epithelium,train,evaluation
28473,5,smooth muscle,train,evaluation
2642,8,colorectal adenocarcinoma epithelium,train,evaluation
104652,4,mucus,test,evaluation
12689,2,debris,train,evaluation
42872,8,colorectal adenocarcinoma epithelium,train,evaluation
76114,1,background,train,evaluation
91340,6,normal colon mucosa,val,evaluation
46900,5,smooth muscle,train,evaluation
13392,5,smooth muscle,train,evaluation
23921,7,cancer-associated stroma,train,evaluation
23389,5,smooth muscle,train,evaluation
40793,5,smooth muscle,train,evaluation
104049,6,normal colon mucosa,test,evaluation
17978,2,debris,train,evaluation
62205,8,colorectal adenocarcinoma epithelium,train,evaluation
51884,6,normal colon mucosa,train,evaluation
76888,6,normal colon mucosa,train,evaluation
29090,5,smooth muscle,train,evaluation
23794,8,colorectal adenocarcinoma epithelium,train,evaluation
32914,0,adipose,train,evaluation
58011,8,colorectal adenocarcinoma epithelium,train,evaluation
22883,0,adipose,train,evaluation
67847,8,colorectal adenocarcinoma epithelium,train,evaluation
88489,2,debris,train,evaluation
83451,2,debris,train,evaluation
15516,7,cancer-associated stroma,train,evaluation
28217,4,mucus,train,evaluation
55915,8,colorectal adenocarcinoma epithelium,train,evaluation
73705,2,debris,train,evaluation
99027,0,adipose,val,evaluation
65294,0,adipose,train,evaluation
14465,7,cancer-associated stroma,train,evaluation
40562,1,background,train,evaluation
33742,6,normal colon mucosa,train,evaluation
77390,3,lymphocytes,train,evaluation
23252,8,colorectal adenocarcinoma epithelium,train,evaluation
94370,0,adipose,val,evaluation
62720,0,adipose,train,evaluation
61598,6,normal colon mucosa,train,evaluation
27228,1,background,train,evaluation
61905,5,smooth muscle,train,evaluation
36462,0,adipose,train,evaluation
31936,1,background,train,evaluation
85931,7,cancer-associated stroma,train,evaluation
3069,4,mucus,train,evaluation
82161,0,adipose,train,evaluation
36802,2,debris,train,evaluation
107060,8,colorectal adenocarcinoma epithelium,test,evaluation
53916,1,background,train,evaluation
47893,2,debris,train,evaluation
95819,0,adipose,val,evaluation
5687,2,debris,train,evaluation
41426,3,lymphocytes,train,evaluation
94988,8,colorectal adenocarcinoma epithelium,val,evaluation
20334,8,colorectal adenocarcinoma epithelium,train,evaluation
31311,1,background,train,evaluation
81070,5,smooth muscle,train,evaluation
85561,3,lymphocytes,train,evaluation
80876,3,lymphocytes,train,evaluation
37608,3,lymphocytes,train,evaluation
32206,2,debris,train,evaluation
57818,3,lymphocytes,train,evaluation
66534,8,colorectal adenocarcinoma epithelium,train,evaluation
2753,5,smooth muscle,train,evaluation
70796,3,lymphocytes,train,evaluation
18820,4,mucus,train,evaluation
104402,1,background,test,evaluation
58123,5,smooth muscle,train,evaluation
85423,7,cancer-associated stroma,train,evaluation
41487,6,normal colon mucosa,train,evaluation
11336,7,cancer-associated stroma,train,evaluation
57523,0,adipose,train,evaluation
63093,0,adipose,train,evaluation
7768,7,cancer-associated stroma,train,evaluation
77852,5,smooth muscle,train,evaluation
97247,1,background,val,evaluation
80789,1,background,train,evaluation
95976,4,mucus,val,evaluation
84272,4,mucus,train,evaluation
25188,2,debris,train,evaluation
83374,5,smooth muscle,train,evaluation
9059,5,smooth muscle,train,evaluation
104867,1,background,test,evaluation
86851,4,mucus,train,evaluation
82923,1,background,train,evaluation
79910,3,lymphocytes,train,evaluation
52305,2,debris,train,evaluation
79398,8,colorectal adenocarcinoma epithelium,train,evaluation
26728,8,colorectal adenocarcinoma epithelium,train,evaluation
38213,0,adipose,train,evaluation
92900,6,normal colon mucosa,val,evaluation
102637,3,lymphocytes,test,evaluation
74978,8,colorectal adenocarcinoma epithelium,train,evaluation
89559,8,colorectal adenocarcinoma epithelium,train,evaluation
66077,2,debris,train,evaluation
41263,0,adipose,train,evaluation
69517,2,debris,train,evaluation
81954,2,debris,train,evaluation
82387,8,colorectal adenocarcinoma epithelium,train,evaluation
39618,6,normal colon mucosa,train,evaluation
94778,8,colorectal adenocarcinoma epithelium,val,evaluation
82233,3,lymphocytes,train,evaluation
51314,6,normal colon mucosa,train,evaluation
23344,6,normal colon mucosa,train,evaluation
85019,6,normal colon mucosa,train,evaluation
44876,1,background,train,evaluation
58318,0,adipose,train,evaluation
71826,7,cancer-associated stroma,train,evaluation
48190,8,colorectal adenocarcinoma epithelium,train,evaluation
6643,8,colorectal adenocarcinoma epithelium,train,evaluation
67761,2,debris,train,evaluation
56385,0,adipose,train,evaluation
96093,8,colorectal adenocarcinoma epithelium,val,evaluation
9777,8,colorectal adenocarcinoma epithelium,train,evaluation
101753,3,lymphocytes,test,evaluation
35760,5,smooth muscle,train,evaluation
83637,2,debris,train,evaluation
25429,4,mucus,train,evaluation
1126,0,adipose,train,evaluation
67745,7,cancer-associated stroma,train,evaluation
65827,8,colorectal adenocarcinoma epithelium,train,evaluation
87140,2,debris,train,evaluation
17023,5,smooth muscle,train,evaluation
3903,2,debris,train,evaluation
26804,2,debris,train,evaluation
12908,7,cancer-associated stroma,train,evaluation
37670,4,mucus,train,evaluation
91315,1,background,val,evaluation
67543,5,smooth muscle,train,evaluation
70676,2,debris,train,evaluation
7269,1,background,train,evaluation
103503,4,mucus,test,evaluation
40816,6,normal colon mucosa,train,evaluation
6368,1,background,train,evaluation
106504,3,lymphocytes,test,evaluation
73124,6,normal colon mucosa,train,evaluation
3413,1,background,train,evaluation
9530,5,smooth muscle,train,evaluation
357,0,adipose,train,evaluation
66115,3,lymphocytes,train,evaluation
56153,8,colorectal adenocarcinoma epithelium,train,evaluation
61633,3,lymphocytes,train,evaluation
41761,7,cancer-associated stroma,train,evaluation
46348,5,smooth muscle,train,evaluation
83126,5,smooth muscle,train,evaluation
80694,6,normal colon mucosa,train,evaluation
41137,8,colorectal adenocarcinoma epithelium,train,evaluation
15278,3,lymphocytes,train,evaluation
32846,1,background,train,evaluation
84869,4,mucus,train,evaluation
10786,3,lymphocytes,train,evaluation
75519,2,debris,train,evaluation
66264,0,adipose,train,evaluation
23393,4,mucus,train,evaluation
28798,5,smooth muscle,train,evaluation
384,1,background,train,evaluation
9860,8,colorectal adenocarcinoma epithelium,train,evaluation
65079,0,adipose,train,evaluation
11222,8,colorectal adenocarcinoma epithelium,train,evaluation
99348,1,background,val,evaluation
61213,3,lymphocytes,train,evaluation
54052,6,normal colon mucosa,train,evaluation
47855,2,debris,train,evaluation
30244,5,smooth muscle,train,evaluation
77209,8,colorectal adenocarcinoma epithelium,train,evaluation
54533,7,cancer-associated stroma,train,evaluation
15858,2,debris,train,evaluation
46967,5,smooth muscle,train,evaluation
36547,5,smooth muscle,train,evaluation
62938,5,smooth muscle,train,evaluation
77285,2,debris,train,evaluation
35289,8,colorectal adenocarcinoma epithelium,train,evaluation
56625,4,mucus,train,evaluation
82250,0,adipose,train,evaluation
42073,4,mucus,train,evaluation
6644,4,mucus,train,evaluation
32457,8,colorectal adenocarcinoma epithelium,train,evaluation
40602,8,colorectal adenocarcinoma epithelium,train,evaluation
62092,2,debris,train,evaluation
76858,1,background,train,evaluation
96936,8,colorectal adenocarcinoma epithelium,val,evaluation
19409,1,background,train,evaluation
37214,6,normal colon mucosa,train,evaluation
42421,3,lymphocytes,train,evaluation
72768,5,smooth muscle,train,evaluation
69556,8,colorectal adenocarcinoma epithelium,train,evaluation
87073,3,lymphocytes,train,evaluation
8231,5,smooth muscle,train,evaluation
91544,6,normal colon mucosa,val,evaluation
87698,4,mucus,train,evaluation
92045,7,cancer-associated stroma,val,evaluation
50729,5,smooth muscle,train,evaluation
53168,2,debris,train,evaluation
10609,6,normal colon mucosa,train,evaluation
26890,3,lymphocytes,train,evaluation
60767,3,lymphocytes,train,evaluation
13658,0,adipose,train,evaluation
68070,6,normal colon mucosa,train,evaluation
44785,5,smooth muscle,train,evaluation
96956,8,colorectal adenocarcinoma epithelium,val,evaluation
46197,7,cancer-associated stroma,train,evaluation
68252,8,colorectal adenocarcinoma epithelium,train,evaluation
16352,3,lymphocytes,train,evaluation
7278,6,normal colon mucosa,train,evaluation
75162,8,colorectal adenocarcinoma epithelium,train,evaluation
65825,2,debris,train,evaluation
94735,2,debris,val,evaluation
86918,1,background,train,evaluation
64951,3,lymphocytes,train,evaluation
30001,8,colorectal adenocarcinoma epithelium,train,evaluation
40214,7,cancer-associated stroma,train,evaluation
98965,4,mucus,val,evaluation
71715,7,cancer-associated stroma,train,evaluation
404,2,debris,train,evaluation
60380,0,adipose,train,evaluation
317,1,background,train,evaluation
26878,8,colorectal adenocarcinoma epithelium,train,evaluation
39772,5,smooth muscle,train,evaluation
74708,5,smooth muscle,train,evaluation
102629,4,mucus,test,evaluation
16098,1,background,train,evaluation
97329,7,cancer-associated stroma,val,evaluation
26303,4,mucus,train,evaluation
32790,5,smooth muscle,train,evaluation
7084,3,lymphocytes,train,evaluation
39685,0,adipose,train,evaluation
45170,0,adipose,train,evaluation
13727,7,cancer-associated stroma,train,evaluation
52351,8,colorectal adenocarcinoma epithelium,train,evaluation
22675,8,colorectal adenocarcinoma epithelium,train,evaluation
13581,3,lymphocytes,train,evaluation
83114,5,smooth muscle,train,evaluation
96201,7,cancer-associated stroma,val,evaluation
8531,6,normal colon mucosa,train,evaluation
97281,5,smooth muscle,val,evaluation
86052,8,colorectal adenocarcinoma epithelium,train,evaluation
36550,1,background,train,evaluation
1250,0,adipose,train,evaluation
39294,5,smooth muscle,train,evaluation
34896,3,lymphocytes,train,evaluation
17187,7,cancer-associated stroma,train,evaluation
44127,1,background,train,evaluation
83295,4,mucus,train,evaluation
13385,6,normal colon mucosa,train,evaluation
58947,1,background,train,evaluation
66781,0,adipose,train,evaluation
68752,6,normal colon mucosa,train,evaluation
62808,8,colorectal adenocarcinoma epithelium,train,evaluation
26090,4,mucus,train,evaluation
21953,5,smooth muscle,train,evaluation
105660,7,cancer-associated stroma,test,evaluation
86286,5,smooth muscle,train,evaluation
3799,8,colorectal adenocarcinoma epithelium,train,evaluation
17437,0,adipose,train,evaluation
13916,8,colorectal adenocarcinoma epithelium,train,evaluation
70458,6,normal colon mucosa,train,evaluation
83559,4,mucus,train,evaluation
10773,0,adipose,train,evaluation
24935,1,background,train,evaluation
91942,2,debris,val,evaluation
20316,3,lymphocytes,train,evaluation
74816,4,mucus,train,evaluation
16957,1,background,train,evaluation
3922,5,smooth muscle,train,evaluation
6245,8,colorectal adenocarcinoma epithelium,train,evaluation
76988,7,cancer-associated stroma,train,evaluation
20950,2,debris,train,evaluation
53418,6,normal colon mucosa,train,evaluation
99310,3,lymphocytes,val,evaluation
90020,5,smooth muscle,val,evaluation
105382,8,colorectal adenocarcinoma epithelium,test,evaluation
2835,6,normal colon mucosa,train,evaluation
1306,3,lymphocytes,train,evaluation
6332,2,debris,train,evaluation
18423,6,normal colon mucosa,train,evaluation
50202,4,mucus,train,evaluation
93723,1,background,val,evaluation
12579,6,normal colon mucosa,train,evaluation
58301,5,smooth muscle,train,evaluation
21150,4,mucus,train,evaluation
27446,4,mucus,train,evaluation
83455,0,adipose,train,evaluation
101082,6,normal colon mucosa,test,evaluation
53786,6,normal colon mucosa,train,evaluation
6506,0,adipose,train,evaluation
107173,6,normal colon mucosa,test,evaluation
91623,5,smooth muscle,val,evaluation
14038,1,background,train,evaluation
74513,5,smooth muscle,train,evaluation
59162,1,background,train,evaluation
77069,4,mucus,train,evaluation
33003,7,cancer-associated stroma,train,evaluation
46571,8,colorectal adenocarcinoma epithelium,train,evaluation
59663,5,smooth muscle,train,evaluation
74835,1,background,train,evaluation
28618,8,colorectal adenocarcinoma epithelium,train,evaluation
16219,2,debris,train,evaluation
8722,2,debris,train,evaluation
18116,7,cancer-associated stroma,train,evaluation
20805,0,adipose,train,evaluation
81500,7,cancer-associated stroma,train,evaluation
4715,1,background,train,evaluation
31840,8,colorectal adenocarcinoma epithelium,train,evaluation
72894,8,colorectal adenocarcinoma epithelium,train,evaluation
11504,5,smooth muscle,train,evaluation
2437,2,debris,train,evaluation
106522,6,normal colon mucosa,test,evaluation
105653,5,smooth muscle,test,evaluation
22380,1,background,train,evaluation
29161,4,mucus,train,evaluation
19016,4,mucus,train,evaluation
29947,8,colorectal adenocarcinoma epithelium,train,evaluation
80688,7,cancer-associated stroma,train,evaluation
77333,8,colorectal adenocarcinoma epithelium,train,evaluation
68717,2,debris,train,evaluation
94895,1,background,val,evaluation
64128,5,smooth muscle,train,evaluation
16468,3,lymphocytes,train,evaluation
16674,6,normal colon mucosa,train,evaluation
77380,0,adipose,train,evaluation
17227,1,background,train,evaluation
64741,1,background,train,evaluation
65963,7,cancer-associated stroma,train,evaluation
71312,5,smooth muscle,train,evaluation
39992,0,adipose,train,evaluation
19704,3,lymphocytes,train,evaluation
45300,2,debris,train,evaluation
82919,5,smooth muscle,train,evaluation
69607,7,cancer-associated stroma,train,evaluation
46310,1,background,train,evaluation
2174,4,mucus,train,evaluation
106285,0,adipose,test,evaluation
66564,7,cancer-associated stroma,train,evaluation
33096,2,debris,train,evaluation
86051,5,smooth muscle,train,evaluation
80621,5,smooth muscle,train,evaluation
73764,7,cancer-associated stroma,train,evaluation
95258,6,normal colon mucosa,val,evaluation
37891,7,cancer-associated stroma,train,evaluation
100959,1,background,test,evaluation
18987,3,lymphocytes,train,evaluation
49209,2,debris,train,evaluation
4221,3,lymphocytes,train,evaluation
90357,5,smooth muscle,val,evaluation
106839,8,colorectal adenocarcinoma epithelium,test,evaluation
38373,4,mucus,train,evaluation
