image_index,label_index,label_name,split
54312,6,Proximal Tubule Segments,train
22654,4,Leukocytes,train
32773,2,Glomerular endothelial cells,train
115778,0,"Collecting Duct, Connecting Tubule",train
72915,4,Leukocytes,train
116823,0,"Collecting Duct, Connecting Tubule",train
5909,0,"Collecting Duct, Connecting Tubule",train
10572,4,Leukocytes,train
65651,5,Podocytes,train
136318,4,Leukocytes,train
126946,7,Thick Ascending Limb,train
137740,6,Proximal Tubule Segments,train
61258,0,"Collecting Duct, Connecting Tubule",train
115297,0,"Collecting Duct, Connecting Tubule",train
22366,0,"Collecting Duct, Connecting Tubule",train
45853,7,Thick Ascending Limb,train
103927,7,Thick Ascending Limb,train
5291,6,Proximal Tubule Segments,train
60457,0,"Collecting Duct, Connecting Tubule",train
9639,6,Proximal Tubule Segments,train
123925,0,"Collecting Duct, Connecting Tubule",train
124976,7,Thick Ascending Limb,train
119559,0,"Collecting Duct, Connecting Tubule",train
20931,0,"Collecting Duct, Connecting Tubule",train
4658,5,Podocytes,train
34501,3,Interstitial endothelial cells,train
128770,0,"Collecting Duct, Connecting Tubule",train
17690,1,Distal Convoluted Tubule,train
79831,7,Thick Ascending Limb,train
66518,6,Proximal Tubule Segments,train
28100,0,"Collecting Duct, Connecting Tubule",train
148494,6,Proximal Tubule Segments,train
143684,5,Podocytes,train
142787,6,Proximal Tubule Segments,train
17343,0,"Collecting Duct, Connecting Tubule",train
117557,0,"Collecting Duct, Connecting Tubule",train
153816,0,"Collecting Duct, Connecting Tubule",train
24511,2,Glomerular endothelial cells,train
19074,6,Proximal Tubule Segments,train
146347,6,Proximal Tubule Segments,train
43506,7,Thick Ascending Limb,train
108431,0,"Collecting Duct, Connecting Tubule",train
59431,6,Proximal Tubule Segments,train
44343,3,Interstitial endothelial cells,train
93592,5,Podocytes,train
4498,4,Leukocytes,train
34756,2,Glomerular endothelial cells,train
12125,0,"Collecting Duct, Connecting Tubule",train
67098,3,Interstitial endothelial cells,train
36895,0,"Collecting Duct, Connecting Tubule",train
57931,0,"Collecting Duct, Connecting Tubule",train
86597,5,Podocytes,train
23365,7,Thick Ascending Limb,train
23212,7,Thick Ascending Limb,train
499,2,Glomerular endothelial cells,train
66994,1,Distal Convoluted Tubule,train
42959,0,"Collecting Duct, Connecting Tubule",train
94191,6,Proximal Tubule Segments,train
106926,0,"Collecting Duct, Connecting Tubule",train
18769,7,Thick Ascending Limb,train
5704,0,"Collecting Duct, Connecting Tubule",train
6621,6,Proximal Tubule Segments,train
37440,6,Proximal Tubule Segments,train
62918,0,"Collecting Duct, Connecting Tubule",train
140300,4,Leukocytes,train
108061,7,Thick Ascending Limb,train
127519,3,Interstitial endothelial cells,train
114784,4,Leukocytes,train
16201,7,Thick Ascending Limb,train
117309,6,Proximal Tubule Segments,train
74476,6,Proximal Tubule Segments,train
9926,6,Proximal Tubule Segments,train
1012,0,"Collecting Duct, Connecting Tubule",train
57688,0,"Collecting Duct, Connecting Tubule",train
144217,0,"Collecting Duct, Connecting Tubule",train
22818,5,Podocytes,train
23029,5,Podocytes,train
162725,0,"Collecting Duct, Connecting Tubule",train
53067,3,Interstitial endothelial cells,train
16686,7,Thick Ascending Limb,train
67500,7,Thick Ascending Limb,train
156658,1,Distal Convoluted Tubule,train
22947,4,Leukocytes,train
2099,6,Proximal Tubule Segments,train
34194,1,Distal Convoluted Tubule,train
86465,0,"Collecting Duct, Connecting Tubule",train
69835,1,Distal Convoluted Tubule,train
116849,2,Glomerular endothelial cells,train
37844,3,Interstitial endothelial cells,train
19819,4,Leukocytes,train
18156,0,"Collecting Duct, Connecting Tubule",train
5483,3,Interstitial endothelial cells,train
42619,3,Interstitial endothelial cells,train
93637,6,Proximal Tubule Segments,train
103965,7,Thick Ascending Limb,train
87657,6,Proximal Tubule Segments,train
20908,0,"Collecting Duct, Connecting Tubule",train
22304,6,Proximal Tubule Segments,train
130804,7,Thick Ascending Limb,train
126404,6,Proximal Tubule Segments,train
89615,0,"Collecting Duct, Connecting Tubule",train
86213,0,"Collecting Duct, Connecting Tubule",train
56483,7,Thick Ascending Limb,train
43471,4,Leukocytes,train
58644,7,Thick Ascending Limb,train
7667,0,"Collecting Duct, Connecting Tubule",train
5183,0,"Collecting Duct, Connecting Tubule",train
21874,3,Interstitial endothelial cells,train
134351,6,Proximal Tubule Segments,train
43573,5,Podocytes,train
164133,6,Proximal Tubule Segments,train
114022,6,Proximal Tubule Segments,train
33012,0,"Collecting Duct, Connecting Tubule",train
154323,0,"Collecting Duct, Connecting Tubule",train
44721,1,Distal Convoluted Tubule,train
144913,0,"Collecting Duct, Connecting Tubule",train
27085,6,Proximal Tubule Segments,train
17415,7,Thick Ascending Limb,train
137855,6,Proximal Tubule Segments,train
12834,5,Podocytes,train
22936,0,"Collecting Duct, Connecting Tubule",train
2279,4,Leukocytes,train
31979,6,Proximal Tubule Segments,train
4290,0,"Collecting Duct, Connecting Tubule",train
31079,0,"Collecting Duct, Connecting Tubule",train
147602,7,Thick Ascending Limb,train
39063,3,Interstitial endothelial cells,train
114284,0,"Collecting Duct, Connecting Tubule",train
56377,0,"Collecting Duct, Connecting Tubule",train
46788,6,Proximal Tubule Segments,train
155527,1,Distal Convoluted Tubule,train
2462,6,Proximal Tubule Segments,train
120481,0,"Collecting Duct, Connecting Tubule",train
25079,5,Podocytes,train
52507,5,Podocytes,train
109860,0,"Collecting Duct, Connecting Tubule",train
97168,0,"Collecting Duct, Connecting Tubule",train
113613,6,Proximal Tubule Segments,train
130102,6,Proximal Tubule Segments,train
129712,6,Proximal Tubule Segments,train
23351,0,"Collecting Duct, Connecting Tubule",train
30634,7,Thick Ascending Limb,train
43971,4,Leukocytes,train
13586,0,"Collecting Duct, Connecting Tubule",train
23984,6,Proximal Tubule Segments,train
10611,2,Glomerular endothelial cells,train
37745,7,Thick Ascending Limb,train
36557,5,Podocytes,train
18980,0,"Collecting Duct, Connecting Tubule",train
30714,7,Thick Ascending Limb,train
16648,6,Proximal Tubule Segments,train
154506,7,Thick Ascending Limb,train
36688,2,Glomerular endothelial cells,train
19026,0,"Collecting Duct, Connecting Tubule",train
20770,7,Thick Ascending Limb,train
137775,5,Podocytes,train
63289,0,"Collecting Duct, Connecting Tubule",train
17980,6,Proximal Tubule Segments,train
31372,0,"Collecting Duct, Connecting Tubule",train
150244,3,Interstitial endothelial cells,train
139595,0,"Collecting Duct, Connecting Tubule",train
56770,6,Proximal Tubule Segments,train
13423,0,"Collecting Duct, Connecting Tubule",train
47308,2,Glomerular endothelial cells,train
12854,6,Proximal Tubule Segments,train
11656,0,"Collecting Duct, Connecting Tubule",train
16400,0,"Collecting Duct, Connecting Tubule",train
4858,6,Proximal Tubule Segments,train
115768,0,"Collecting Duct, Connecting Tubule",train
130457,4,Leukocytes,train
60411,3,Interstitial endothelial cells,train
128097,6,Proximal Tubule Segments,train
147635,0,"Collecting Duct, Connecting Tubule",train
117332,6,Proximal Tubule Segments,train
86976,0,"Collecting Duct, Connecting Tubule",train
11586,1,Distal Convoluted Tubule,train
11695,0,"Collecting Duct, Connecting Tubule",train
59003,6,Proximal Tubule Segments,train
1248,3,Interstitial endothelial cells,train
12683,0,"Collecting Duct, Connecting Tubule",train
92529,7,Thick Ascending Limb,train
156765,0,"Collecting Duct, Connecting Tubule",train
44208,6,Proximal Tubule Segments,train
62243,4,Leukocytes,train
82319,6,Proximal Tubule Segments,train
45803,4,Leukocytes,train
156985,3,Interstitial endothelial cells,train
80907,0,"Collecting Duct, Connecting Tubule",train
47230,0,"Collecting Duct, Connecting Tubule",train
28331,0,"Collecting Duct, Connecting Tubule",train
50370,2,Glomerular endothelial cells,train
10312,3,Interstitial endothelial cells,train
9395,0,"Collecting Duct, Connecting Tubule",train
151813,3,Interstitial endothelial cells,train
84324,7,Thick Ascending Limb,train
151998,0,"Collecting Duct, Connecting Tubule",train
12923,7,Thick Ascending Limb,train
14788,6,Proximal Tubule Segments,train
39835,6,Proximal Tubule Segments,train
15154,0,"Collecting Duct, Connecting Tubule",train
163,0,"Collecting Duct, Connecting Tubule",train
157358,4,Leukocytes,train
75481,2,Glomerular endothelial cells,train
7744,6,Proximal Tubule Segments,train
16273,7,Thick Ascending Limb,train
1068,6,Proximal Tubule Segments,train
129779,0,"Collecting Duct, Connecting Tubule",train
6778,6,Proximal Tubule Segments,train
30374,7,Thick Ascending Limb,train
147707,4,Leukocytes,train
8483,0,"Collecting Duct, Connecting Tubule",train
42830,5,Podocytes,train
91170,0,"Collecting Duct, Connecting Tubule",train
165310,6,Proximal Tubule Segments,train
41159,0,"Collecting Duct, Connecting Tubule",train
143670,0,"Collecting Duct, Connecting Tubule",train
98710,0,"Collecting Duct, Connecting Tubule",train
128622,0,"Collecting Duct, Connecting Tubule",train
125079,5,Podocytes,train
120174,0,"Collecting Duct, Connecting Tubule",train
31774,0,"Collecting Duct, Connecting Tubule",train
36411,7,Thick Ascending Limb,train
136789,0,"Collecting Duct, Connecting Tubule",train
145231,3,Interstitial endothelial cells,train
44482,4,Leukocytes,train
52180,3,Interstitial endothelial cells,train
157980,4,Leukocytes,train
20600,6,Proximal Tubule Segments,train
150121,0,"Collecting Duct, Connecting Tubule",train
5621,3,Interstitial endothelial cells,train
41892,6,Proximal Tubule Segments,train
137816,7,Thick Ascending Limb,train
44341,1,Distal Convoluted Tubule,train
47376,3,Interstitial endothelial cells,train
46816,0,"Collecting Duct, Connecting Tubule",train
59261,2,Glomerular endothelial cells,train
160290,6,Proximal Tubule Segments,train
80415,7,Thick Ascending Limb,train
27575,0,"Collecting Duct, Connecting Tubule",train
55486,4,Leukocytes,train
20718,0,"Collecting Duct, Connecting Tubule",train
36795,6,Proximal Tubule Segments,train
65997,0,"Collecting Duct, Connecting Tubule",train
69364,7,Thick Ascending Limb,train
106811,5,Podocytes,train
56537,6,Proximal Tubule Segments,train
146072,3,Interstitial endothelial cells,train
24212,0,"Collecting Duct, Connecting Tubule",train
15808,0,"Collecting Duct, Connecting Tubule",train
20706,1,Distal Convoluted Tubule,train
17271,0,"Collecting Duct, Connecting Tubule",train
86410,0,"Collecting Duct, Connecting Tubule",train
83716,6,Proximal Tubule Segments,train
45079,0,"Collecting Duct, Connecting Tubule",train
159301,6,Proximal Tubule Segments,train
14190,6,Proximal Tubule Segments,train
25867,0,"Collecting Duct, Connecting Tubule",train
23546,2,Glomerular endothelial cells,train
44380,7,Thick Ascending Limb,train
83006,3,Interstitial endothelial cells,train
39037,3,Interstitial endothelial cells,train
67308,0,"Collecting Duct, Connecting Tubule",train
16972,3,Interstitial endothelial cells,train
8071,0,"Collecting Duct, Connecting Tubule",train
21369,0,"Collecting Duct, Connecting Tubule",train
154719,4,Leukocytes,train
834,0,"Collecting Duct, Connecting Tubule",train
148992,0,"Collecting Duct, Connecting Tubule",train
96236,3,Interstitial endothelial cells,train
154449,4,Leukocytes,train
79565,6,Proximal Tubule Segments,train
31626,0,"Collecting Duct, Connecting Tubule",train
72847,0,"Collecting Duct, Connecting Tubule",train
21614,0,"Collecting Duct, Connecting Tubule",train
45777,7,Thick Ascending Limb,train
161622,0,"Collecting Duct, Connecting Tubule",train
26824,6,Proximal Tubule Segments,train
12518,0,"Collecting Duct, Connecting Tubule",train
53859,2,Glomerular endothelial cells,train
38271,0,"Collecting Duct, Connecting Tubule",train
80507,0,"Collecting Duct, Connecting Tubule",train
164779,7,Thick Ascending Limb,train
146811,0,"Collecting Duct, Connecting Tubule",train
57045,6,Proximal Tubule Segments,train
58416,3,Interstitial endothelial cells,train
141558,0,"Collecting Duct, Connecting Tubule",train
38476,4,Leukocytes,train
98800,5,Podocytes,train
15706,0,"Collecting Duct, Connecting Tubule",train
63040,7,Thick Ascending Limb,train
150833,6,Proximal Tubule Segments,train
69287,0,"Collecting Duct, Connecting Tubule",train
32014,6,Proximal Tubule Segments,train
39326,4,Leukocytes,train
40971,0,"Collecting Duct, Connecting Tubule",train
44,7,Thick Ascending Limb,train
18317,0,"Collecting Duct, Connecting Tubule",train
19450,3,Interstitial endothelial cells,train
34202,6,Proximal Tubule Segments,train
8524,7,Thick Ascending Limb,train
101038,6,Proximal Tubule Segments,train
71416,0,"Collecting Duct, Connecting Tubule",train
11397,0,"Collecting Duct, Connecting Tubule",train
12197,7,Thick Ascending Limb,train
15993,0,"Collecting Duct, Connecting Tubule",train
92605,6,Proximal Tubule Segments,train
18644,1,Distal Convoluted Tubule,train
45149,7,Thick Ascending Limb,train
4591,0,"Collecting Duct, Connecting Tubule",train
8017,6,Proximal Tubule Segments,train
41260,5,Podocytes,train
76473,4,Leukocytes,train
41430,7,Thick Ascending Limb,train
61515,6,Proximal Tubule Segments,train
14943,6,Proximal Tubule Segments,train
158453,6,Proximal Tubule Segments,train
35798,7,Thick Ascending Limb,train
157210,0,"Collecting Duct, Connecting Tubule",train
41173,6,Proximal Tubule Segments,train
38895,6,Proximal Tubule Segments,train
149633,0,"Collecting Duct, Connecting Tubule",train
165323,0,"Collecting Duct, Connecting Tubule",train
108031,6,Proximal Tubule Segments,train
2525,4,Leukocytes,train
77909,1,Distal Convoluted Tubule,train
135684,0,"Collecting Duct, Connecting Tubule",train
62477,2,Glomerular endothelial cells,train
75135,0,"Collecting Duct, Connecting Tubule",train
100180,6,Proximal Tubule Segments,train
118336,7,Thick Ascending Limb,train
65670,2,Glomerular endothelial cells,train
133783,6,Proximal Tubule Segments,train
17463,6,Proximal Tubule Segments,train
131013,0,"Collecting Duct, Connecting Tubule",train
69261,6,Proximal Tubule Segments,train
9933,1,Distal Convoluted Tubule,train
27817,0,"Collecting Duct, Connecting Tubule",train
101806,0,"Collecting Duct, Connecting Tubule",train
119232,6,Proximal Tubule Segments,train
85312,4,Leukocytes,train
3858,6,Proximal Tubule Segments,train
129603,6,Proximal Tubule Segments,train
152317,6,Proximal Tubule Segments,train
2491,7,Thick Ascending Limb,train
46696,6,Proximal Tubule Segments,train
37015,3,Interstitial endothelial cells,train
61298,6,Proximal Tubule Segments,train
155235,6,Proximal Tubule Segments,train
42975,6,Proximal Tubule Segments,train
6977,6,Proximal Tubule Segments,train
110461,7,Thick Ascending Limb,train
138357,4,Leukocytes,train
2091,0,"Collecting Duct, Connecting Tubule",train
32096,3,Interstitial endothelial cells,train
83395,6,Proximal Tubule Segments,train
145960,0,"Collecting Duct, Connecting Tubule",train
95007,7,Thick Ascending Limb,train
45747,6,Proximal Tubule Segments,train
2010,0,"Collecting Duct, Connecting Tubule",train
98840,0,"Collecting Duct, Connecting Tubule",train
2545,0,"Collecting Duct, Connecting Tubule",train
22045,2,Glomerular endothelial cells,train
52141,0,"Collecting Duct, Connecting Tubule",train
88394,0,"Collecting Duct, Connecting Tubule",train
5023,6,Proximal Tubule Segments,train
122950,3,Interstitial endothelial cells,train
35220,3,Interstitial endothelial cells,train
112186,0,"Collecting Duct, Connecting Tubule",train
109986,1,Distal Convoluted Tubule,train
18302,3,Interstitial endothelial cells,train
63316,0,"Collecting Duct, Connecting Tubule",train
22882,0,"Collecting Duct, Connecting Tubule",train
87752,2,Glomerular endothelial cells,train
14098,0,"Collecting Duct, Connecting Tubule",train
12451,0,"Collecting Duct, Connecting Tubule",train
28973,6,Proximal Tubule Segments,train
15308,0,"Collecting Duct, Connecting Tubule",train
91052,0,"Collecting Duct, Connecting Tubule",train
163807,0,"Collecting Duct, Connecting Tubule",train
3872,5,Podocytes,train
91755,3,Interstitial endothelial cells,train
127159,0,"Collecting Duct, Connecting Tubule",train
18076,6,Proximal Tubule Segments,train
36719,7,Thick Ascending Limb,train
66152,0,"Collecting Duct, Connecting Tubule",train
520,6,Proximal Tubule Segments,train
18437,6,Proximal Tubule Segments,train
72789,1,Distal Convoluted Tubule,train
25871,6,Proximal Tubule Segments,train
11203,7,Thick Ascending Limb,train
52036,6,Proximal Tubule Segments,train
6940,2,Glomerular endothelial cells,train
45208,0,"Collecting Duct, Connecting Tubule",train
120903,0,"Collecting Duct, Connecting Tubule",train
80244,0,"Collecting Duct, Connecting Tubule",train
39240,7,Thick Ascending Limb,train
59454,6,Proximal Tubule Segments,train
43681,7,Thick Ascending Limb,train
24127,0,"Collecting Duct, Connecting Tubule",train
102187,6,Proximal Tubule Segments,train
124438,0,"Collecting Duct, Connecting Tubule",train
52940,2,Glomerular endothelial cells,train
61497,1,Distal Convoluted Tubule,train
16409,0,"Collecting Duct, Connecting Tubule",train
133598,3,Interstitial endothelial cells,train
105919,6,Proximal Tubule Segments,train
140348,0,"Collecting Duct, Connecting Tubule",train
97359,6,Proximal Tubule Segments,train
131568,0,"Collecting Duct, Connecting Tubule",train
45242,0,"Collecting Duct, Connecting Tubule",train
85355,0,"Collecting Duct, Connecting Tubule",train
363,7,Thick Ascending Limb,train
5107,4,Leukocytes,train
8793,0,"Collecting Duct, Connecting Tubule",train
26760,0,"Collecting Duct, Connecting Tubule",train
54808,3,Interstitial endothelial cells,train
140189,0,"Collecting Duct, Connecting Tubule",train
21663,0,"Collecting Duct, Connecting Tubule",train
31880,2,Glomerular endothelial cells,train
150811,0,"Collecting Duct, Connecting Tubule",train
36868,3,Interstitial endothelial cells,train
32130,2,Glomerular endothelial cells,train
131167,7,Thick Ascending Limb,train
12312,2,Glomerular endothelial cells,train
18870,7,Thick Ascending Limb,train
70825,2,Glomerular endothelial cells,train
112095,6,Proximal Tubule Segments,train
109017,7,Thick Ascending Limb,train
42864,1,Distal Convoluted Tubule,train
26647,3,Interstitial endothelial cells,train
6769,2,Glomerular endothelial cells,train
119198,6,Proximal Tubule Segments,train
1412,3,Interstitial endothelial cells,train
103814,0,"Collecting Duct, Connecting Tubule",train
45232,5,Podocytes,train
28619,3,Interstitial endothelial cells,train
21301,7,Thick Ascending Limb,train
33915,6,Proximal Tubule Segments,train
8745,0,"Collecting Duct, Connecting Tubule",train
43751,6,Proximal Tubule Segments,train
33336,0,"Collecting Duct, Connecting Tubule",train
92969,3,Interstitial endothelial cells,train
151500,6,Proximal Tubule Segments,train
6157,2,Glomerular endothelial cells,train
155006,3,Interstitial endothelial cells,train
1704,5,Podocytes,train
36544,1,Distal Convoluted Tubule,train
39396,4,Leukocytes,train
25476,0,"Collecting Duct, Connecting Tubule",train
140797,0,"Collecting Duct, Connecting Tubule",train
43838,1,Distal Convoluted Tubule,train
8870,0,"Collecting Duct, Connecting Tubule",train
33838,6,Proximal Tubule Segments,train
74726,6,Proximal Tubule Segments,train
15717,3,Interstitial endothelial cells,train
145883,2,Glomerular endothelial cells,train
29973,2,Glomerular endothelial cells,train
88905,0,"Collecting Duct, Connecting Tubule",train
122645,7,Thick Ascending Limb,train
28080,6,Proximal Tubule Segments,train
18539,0,"Collecting Duct, Connecting Tubule",train
4863,5,Podocytes,train
89927,3,Interstitial endothelial cells,train
44008,0,"Collecting Duct, Connecting Tubule",train
148970,7,Thick Ascending Limb,train
150869,0,"Collecting Duct, Connecting Tubule",train
42748,6,Proximal Tubule Segments,train
94094,0,"Collecting Duct, Connecting Tubule",train
126602,0,"Collecting Duct, Connecting Tubule",train
138541,6,Proximal Tubule Segments,train
57106,6,Proximal Tubule Segments,train
52283,2,Glomerular endothelial cells,train
29563,3,Interstitial endothelial cells,train
87968,0,"Collecting Duct, Connecting Tubule",train
17048,4,Leukocytes,train
876,6,Proximal Tubule Segments,train
100141,6,Proximal Tubule Segments,train
60829,0,"Collecting Duct, Connecting Tubule",train
2912,6,Proximal Tubule Segments,train
51477,2,Glomerular endothelial cells,train
39347,1,Distal Convoluted Tubule,train
6737,3,Interstitial endothelial cells,train
50313,6,Proximal Tubule Segments,train
31543,7,Thick Ascending Limb,train
28603,7,Thick Ascending Limb,train
73040,0,"Collecting Duct, Connecting Tubule",train
93141,0,"Collecting Duct, Connecting Tubule",train
106514,5,Podocytes,train
83176,6,Proximal Tubule Segments,train
120900,7,Thick Ascending Limb,train
47214,7,Thick Ascending Limb,train
55521,7,Thick Ascending Limb,train
11259,0,"Collecting Duct, Connecting Tubule",train
41103,6,Proximal Tubule Segments,train
6544,6,Proximal Tubule Segments,train
64567,1,Distal Convoluted Tubule,train
126778,0,"Collecting Duct, Connecting Tubule",train
112282,6,Proximal Tubule Segments,train
85793,4,Leukocytes,train
84122,2,Glomerular endothelial cells,train
109062,4,Leukocytes,train
9673,4,Leukocytes,train
20008,2,Glomerular endothelial cells,train
9077,6,Proximal Tubule Segments,train
35883,0,"Collecting Duct, Connecting Tubule",train
114334,6,Proximal Tubule Segments,train
13129,6,Proximal Tubule Segments,train
88346,1,Distal Convoluted Tubule,train
11823,5,Podocytes,train
106671,7,Thick Ascending Limb,train
66123,6,Proximal Tubule Segments,train
80491,5,Podocytes,train
164017,6,Proximal Tubule Segments,train
11663,0,"Collecting Duct, Connecting Tubule",train
120297,6,Proximal Tubule Segments,train
65164,0,"Collecting Duct, Connecting Tubule",train
4898,0,"Collecting Duct, Connecting Tubule",train
162113,0,"Collecting Duct, Connecting Tubule",train
28482,0,"Collecting Duct, Connecting Tubule",train
89792,1,Distal Convoluted Tubule,train
8437,6,Proximal Tubule Segments,train
35939,3,Interstitial endothelial cells,train
29549,1,Distal Convoluted Tubule,train
20017,6,Proximal Tubule Segments,train
131323,6,Proximal Tubule Segments,train
30036,5,Podocytes,train
8972,0,"Collecting Duct, Connecting Tubule",train
63671,0,"Collecting Duct, Connecting Tubule",train
132237,4,Leukocytes,train
83631,3,Interstitial endothelial cells,train
66581,7,Thick Ascending Limb,train
146101,1,Distal Convoluted Tubule,train
130967,6,Proximal Tubule Segments,train
