image_index,label_index,label_name,original_split,split
29577,0,choroidal neovascularization,train,train
17457,2,drusen,train,train
2369,0,choroidal neovascularization,train,train
106271,3,normal,val,train
94056,3,normal,train,train
13650,0,choroidal neovascularization,train,train
34260,3,normal,train,train
10478,3,normal,train,train
69658,2,drusen,train,train
27743,0,choroidal neovascularization,train,train
8116,2,drusen,train,train
34595,0,choroidal neovascularization,train,train
85520,3,normal,train,train
92761,3,normal,train,train
82490,3,normal,train,train
95880,0,choroidal neovascularization,train,train
42093,3,normal,train,train
8645,0,choroidal neovascularization,train,train
23493,3,normal,train,train
75796,3,normal,train,train
30849,2,drusen,train,train
70110,3,normal,train,train
5462,3,normal,train,train
68210,0,choroidal neovascularization,train,train
53320,1,diabetic macular edema,train,train
9272,0,choroidal neovascularization,train,train
42694,1,diabetic macular edema,train,train
33140,2,drusen,train,train
54279,0,choroidal neovascularization,train,train
108377,2,drusen,test,train
15270,3,normal,train,train
5888,0,choroidal neovascularization,train,train
50981,3,normal,train,train
80067,3,normal,train,train
90027,3,normal,train,train
70477,3,normal,train,train
7260,0,choroidal neovascularization,train,train
41641,1,diabetic macular edema,train,train
18769,2,drusen,train,train
88536,0,choroidal neovascularization,train,train
39594,3,normal,train,train
11540,2,drusen,train,train
21603,3,normal,train,train
50748,0,choroidal neovascularization,train,train
8704,0,choroidal neovascularization,train,train
54728,3,normal,train,train
55695,3,normal,train,train
621,3,normal,train,train
61610,0,choroidal neovascularization,train,train
86885,3,normal,train,train
87682,3,normal,train,train
53716,3,normal,train,train
58989,3,normal,train,train
60006,0,choroidal neovascularization,train,train
55622,2,drusen,train,train
9378,0,choroidal neovascularization,train,train
60497,0,choroidal neovascularization,train,train
36534,3,normal,train,train
43973,1,diabetic macular edema,train,train
34755,3,normal,train,train
13365,3,normal,train,train
94107,2,drusen,train,train
45540,0,choroidal neovascularization,train,train
23109,0,choroidal neovascularization,train,train
11119,3,normal,train,train
78044,0,choroidal neovascularization,train,train
18209,0,choroidal neovascularization,train,train
4684,0,choroidal neovascularization,train,train
94675,3,normal,train,train
37924,3,normal,train,train
22565,0,choroidal neovascularization,train,train
99822,3,normal,val,train
68866,0,choroidal neovascularization,train,train
20981,3,normal,train,train
22561,3,normal,train,train
28851,3,normal,train,train
92345,3,normal,train,train
48280,0,choroidal neovascularization,train,train
104044,3,normal,val,train
108127,3,normal,val,train
31395,3,normal,train,train
109130,3,normal,test,train
34559,3,normal,train,train
37610,1,diabetic macular edema,train,train
88011,0,choroidal neovascularization,train,train
36887,3,normal,train,train
35202,3,normal,train,train
106754,3,normal,val,train
102387,3,normal,val,train
28778,1,diabetic macular edema,train,train
84046,0,choroidal neovascularization,train,train
104248,0,choroidal neovascularization,val,train
100967,2,drusen,val,train
61962,0,choroidal neovascularization,train,train
59382,3,normal,train,train
87594,1,diabetic macular edema,train,train
70215,3,normal,train,train
88725,3,normal,train,train
51808,0,choroidal neovascularization,train,train
91065,3,normal,train,train
101644,3,normal,val,train
19922,1,diabetic macular edema,train,train
66562,2,drusen,train,train
12438,0,choroidal neovascularization,train,train
76985,2,drusen,train,train
71402,3,normal,train,train
66802,3,normal,train,train
99588,0,choroidal neovascularization,val,train
94516,3,normal,train,train
38163,2,drusen,train,train
53494,0,choroidal neovascularization,train,train
56020,0,choroidal neovascularization,train,train
101703,0,choroidal neovascularization,val,train
77423,3,normal,train,train
37095,3,normal,train,train
75093,3,normal,train,train
61759,3,normal,train,train
92526,1,diabetic macular edema,train,train
10594,1,diabetic macular edema,train,train
67265,3,normal,train,train
74625,0,choroidal neovascularization,train,train
12171,0,choroidal neovascularization,train,train
28525,3,normal,train,train
84078,0,choroidal neovascularization,train,train
52654,3,normal,train,train
76589,3,normal,train,train
18736,3,normal,train,train
105987,0,choroidal neovascularization,val,train
88441,2,drusen,train,train
30559,3,normal,train,train
41426,3,normal,train,train
67397,3,normal,train,train
94818,0,choroidal neovascularization,train,train
77722,2,drusen,train,train
14142,0,choroidal neovascularization,train,train
39607,1,diabetic macular edema,train,train
25061,3,normal,train,train
37089,2,drusen,train,train
38849,2,drusen,train,train
32268,3,normal,train,train
15789,3,normal,train,train
55846,3,normal,train,train
98537,0,choroidal neovascularization,val,train
45204,1,diabetic macular edema,train,train
28319,1,diabetic macular edema,train,train
12311,1,diabetic macular edema,train,train
90968,3,normal,train,train
42998,0,choroidal neovascularization,train,train
12881,1,diabetic macular edema,train,train
1949,0,choroidal neovascularization,train,train
57264,3,normal,train,train
883,3,normal,train,train
62280,3,normal,train,train
25551,3,normal,train,train
51278,1,diabetic macular edema,train,train
15346,0,choroidal neovascularization,train,train
52807,0,choroidal neovascularization,train,train
96675,0,choroidal neovascularization,train,train
35398,3,normal,train,train
91257,0,choroidal neovascularization,train,train
74457,0,choroidal neovascularization,train,train
37723,3,normal,train,train
38356,0,choroidal neovascularization,train,train
87068,3,normal,train,train
31441,0,choroidal neovascularization,train,train
8223,0,choroidal neovascularization,train,train
72057,3,normal,train,train
103255,3,normal,val,train
3794,2,drusen,train,train
45708,0,choroidal neovascularization,train,train
49643,0,choroidal neovascularization,train,train
60418,2,drusen,train,train
88925,2,drusen,train,train
31410,3,normal,train,train
42559,3,normal,train,train
86050,0,choroidal neovascularization,train,train
90803,2,drusen,train,train
23647,3,normal,train,train
55705,0,choroidal neovascularization,train,train
57222,0,choroidal neovascularization,train,train
64612,0,choroidal neovascularization,train,train
27354,3,normal,train,train
33660,3,normal,train,train
2424,0,choroidal neovascularization,train,train
90640,3,normal,train,train
94352,3,normal,train,train
53046,0,choroidal neovascularization,train,train
90044,0,choroidal neovascularization,train,train
2346,3,normal,train,train
97634,3,normal,val,train
29361,3,normal,train,train
69116,3,normal,train,train
87850,2,drusen,train,train
104031,3,normal,val,train
46087,2,drusen,train,train
47142,0,choroidal neovascularization,train,train
2583,0,choroidal neovascularization,train,train
42170,1,diabetic macular edema,train,train
35557,0,choroidal neovascularization,train,train
65818,0,choroidal neovascularization,train,train
59657,3,normal,train,train
40553,0,choroidal neovascularization,train,train
45153,0,choroidal neovascularization,train,train
80068,3,normal,train,train
27370,0,choroidal neovascularization,train,train
78273,3,normal,train,train
108198,0,choroidal neovascularization,val,train
45311,0,choroidal neovascularization,train,train
27322,3,normal,train,train
28503,0,choroidal neovascularization,train,train
11401,2,drusen,train,train
102802,1,diabetic macular edema,val,train
27000,3,normal,train,train
49940,1,diabetic macular edema,train,train
7789,0,choroidal neovascularization,train,train
32656,3,normal,train,train
20840,1,diabetic macular edema,train,train
68111,0,choroidal neovascularization,train,train
81924,3,normal,train,train
86111,0,choroidal neovascularization,train,train
69463,0,choroidal neovascularization,train,train
9893,0,choroidal neovascularization,train,train
27907,3,normal,train,train
98967,0,choroidal neovascularization,val,train
17252,3,normal,train,train
52264,3,normal,train,train
4881,2,drusen,train,train
23247,3,normal,train,train
34824,0,choroidal neovascularization,train,train
13674,2,drusen,train,train
24940,3,normal,train,train
109135,2,drusen,test,train
95454,0,choroidal neovascularization,train,train
16291,3,normal,train,train
72043,3,normal,train,train
93353,3,normal,train,train
13661,1,diabetic macular edema,train,train
105065,3,normal,val,train
92404,3,normal,train,train
14030,2,drusen,train,train
42076,0,choroidal neovascularization,train,train
74858,3,normal,train,train
12497,3,normal,train,train
52720,2,drusen,train,train
45538,1,diabetic macular edema,train,train
59590,3,normal,train,train
89723,0,choroidal neovascularization,train,train
104118,3,normal,val,train
64749,3,normal,train,train
18930,3,normal,train,train
65726,3,normal,train,train
11286,1,diabetic macular edema,train,train
97669,0,choroidal neovascularization,val,train
85689,3,normal,train,train
86801,0,choroidal neovascularization,train,train
80081,0,choroidal neovascularization,train,train
51236,3,normal,train,train
43830,3,normal,train,train
98414,3,normal,val,train
37738,0,choroidal neovascularization,train,train
32521,3,normal,train,train
48915,3,normal,train,train
22363,0,choroidal neovascularization,train,train
91800,0,choroidal neovascularization,train,train
47417,3,normal,train,train
16714,3,normal,train,train
86874,3,normal,train,train
21310,0,choroidal neovascularization,train,train
84528,3,normal,train,train
78777,0,choroidal neovascularization,train,train
16499,3,normal,train,train
26513,0,choroidal neovascularization,train,train
69715,0,choroidal neovascularization,train,train
71515,3,normal,train,train
27849,3,normal,train,train
58855,1,diabetic macular edema,train,train
43433,3,normal,train,train
66159,1,diabetic macular edema,train,train
9741,3,normal,train,train
63275,3,normal,train,train
68344,3,normal,train,train
84232,2,drusen,train,train
93701,3,normal,train,train
21526,3,normal,train,train
26670,3,normal,train,train
12848,1,diabetic macular edema,train,train
96306,0,choroidal neovascularization,train,train
21424,0,choroidal neovascularization,train,train
86877,3,normal,train,train
71664,0,choroidal neovascularization,train,train
68026,1,diabetic macular edema,train,train
85100,3,normal,train,train
42178,3,normal,train,train
48720,1,diabetic macular edema,train,train
88892,3,normal,train,train
25509,3,normal,train,train
42742,3,normal,train,train
7149,3,normal,train,train
86981,1,diabetic macular edema,train,train
85311,0,choroidal neovascularization,train,train
48272,1,diabetic macular edema,train,train
20435,3,normal,train,train
54755,3,normal,train,train
35282,3,normal,train,train
102178,1,diabetic macular edema,val,train
12229,3,normal,train,train
49780,0,choroidal neovascularization,train,train
29947,3,normal,train,train
30791,0,choroidal neovascularization,train,train
35946,3,normal,train,train
60231,3,normal,train,train
93594,3,normal,train,train
2833,2,drusen,train,train
38342,3,normal,train,train
101118,3,normal,val,train
59916,1,diabetic macular edema,train,train
21168,3,normal,train,train
4138,2,drusen,train,train
89324,2,drusen,train,train
65979,0,choroidal neovascularization,train,train
77120,3,normal,train,train
25494,3,normal,train,train
29861,0,choroidal neovascularization,train,train
69519,3,normal,train,train
90159,0,choroidal neovascularization,train,train
2776,3,normal,train,train
91923,3,normal,train,train
34906,3,normal,train,train
41930,3,normal,train,train
49475,0,choroidal neovascularization,train,train
31536,3,normal,train,train
66257,0,choroidal neovascularization,train,train
26968,3,normal,train,train
50024,0,choroidal neovascularization,train,train
11432,2,drusen,train,train
91150,3,normal,train,train
4655,0,choroidal neovascularization,train,train
99391,3,normal,val,train
46750,3,normal,train,train
86044,3,normal,train,train
21776,3,normal,train,train
108611,0,choroidal neovascularization,test,train
84906,0,choroidal neovascularization,train,train
34062,3,normal,train,train
34715,3,normal,train,train
49850,3,normal,train,train
9833,0,choroidal neovascularization,train,train
91575,0,choroidal neovascularization,train,train
37773,3,normal,train,train
39041,3,normal,train,train
63045,3,normal,train,train
90332,3,normal,train,train
69331,1,diabetic macular edema,train,train
50624,3,normal,train,train
9074,0,choroidal neovascularization,train,train
39655,3,normal,train,train
35143,3,normal,train,train
37852,0,choroidal neovascularization,train,train
106903,3,normal,val,train
89129,3,normal,train,train
14085,3,normal,train,train
10171,2,drusen,train,train
51101,1,diabetic macular edema,train,train
18362,0,choroidal neovascularization,train,train
93700,0,choroidal neovascularization,train,train
83656,0,choroidal neovascularization,train,train
18637,3,normal,train,train
106119,3,normal,val,train
30165,0,choroidal neovascularization,train,train
86856,3,normal,train,train
19072,3,normal,train,train
68424,3,normal,train,train
9180,1,diabetic macular edema,train,train
34551,0,choroidal neovascularization,train,train
89434,0,choroidal neovascularization,train,train
98342,0,choroidal neovascularization,val,train
106791,2,drusen,val,train
90606,0,choroidal neovascularization,train,train
55682,3,normal,train,train
39643,1,diabetic macular edema,train,train
74136,1,diabetic macular edema,train,train
60045,3,normal,train,train
65481,3,normal,train,train
66760,3,normal,train,train
55378,3,normal,train,train
76905,0,choroidal neovascularization,train,train
27531,1,diabetic macular edema,train,train
106707,0,choroidal neovascularization,val,train
46835,2,drusen,train,train
92306,3,normal,train,train
101075,3,normal,val,train
95998,3,normal,train,train
4929,1,diabetic macular edema,train,train
12167,0,choroidal neovascularization,train,train
91918,3,normal,train,train
61280,3,normal,train,train
4695,0,choroidal neovascularization,train,train
1782,0,choroidal neovascularization,train,train
917,3,normal,train,train
97907,2,drusen,val,train
69788,0,choroidal neovascularization,train,train
106906,1,diabetic macular edema,val,train
2249,3,normal,train,train
43317,3,normal,train,train
53768,3,normal,train,train
95677,3,normal,train,train
92117,1,diabetic macular edema,train,train
47408,3,normal,train,train
70355,0,choroidal neovascularization,train,train
82155,3,normal,train,train
96085,3,normal,train,train
87122,3,normal,train,train
88785,3,normal,train,train
4111,2,drusen,train,train
16732,0,choroidal neovascularization,train,train
98885,3,normal,val,train
14860,0,choroidal neovascularization,train,train
79493,3,normal,train,train
7482,0,choroidal neovascularization,train,train
20137,3,normal,train,train
67205,3,normal,train,train
106671,0,choroidal neovascularization,val,train
97859,3,normal,val,train
36780,1,diabetic macular edema,train,train
68244,3,normal,train,train
25080,0,choroidal neovascularization,train,train
61160,3,normal,train,train
29269,3,normal,train,train
101552,0,choroidal neovascularization,val,train
54122,3,normal,train,train
8543,0,choroidal neovascularization,train,train
93718,0,choroidal neovascularization,train,train
37615,3,normal,train,train
21541,0,choroidal neovascularization,train,train
25881,2,drusen,train,train
10446,0,choroidal neovascularization,train,train
50479,0,choroidal neovascularization,train,train
41979,0,choroidal neovascularization,train,train
34050,0,choroidal neovascularization,train,train
54684,0,choroidal neovascularization,train,train
90553,2,drusen,train,train
2791,3,normal,train,train
2995,2,drusen,train,train
104450,3,normal,val,train
64606,3,normal,train,train
7188,1,diabetic macular edema,train,train
65185,3,normal,train,train
10069,3,normal,train,train
15985,0,choroidal neovascularization,train,train
43768,0,choroidal neovascularization,train,train
30238,1,diabetic macular edema,train,train
9402,3,normal,train,train
102422,2,drusen,val,train
87199,0,choroidal neovascularization,train,train
1413,3,normal,train,train
20,0,choroidal neovascularization,train,train
5269,3,normal,train,train
30509,3,normal,train,train
83053,3,normal,train,train
28513,2,drusen,train,train
69717,0,choroidal neovascularization,train,train
17410,0,choroidal neovascularization,train,train
22430,0,choroidal neovascularization,train,train
32214,0,choroidal neovascularization,train,train
17016,0,choroidal neovascularization,train,train
30853,3,normal,train,train
23521,3,normal,train,train
104301,3,normal,val,train
66739,2,drusen,train,train
80250,3,normal,train,train
4936,2,drusen,train,train
85396,2,drusen,train,train
90264,2,drusen,train,train
29872,0,choroidal neovascularization,train,train
10237,0,choroidal neovascularization,train,train
86039,0,choroidal neovascularization,train,train
32304,0,choroidal neovascularization,train,train
38136,1,diabetic macular edema,train,train
102517,0,choroidal neovascularization,val,train
55266,0,choroidal neovascularization,train,train
44678,0,choroidal neovascularization,train,train
94434,3,normal,train,train
90207,0,choroidal neovascularization,train,train
62028,0,choroidal neovascularization,train,train
50828,0,choroidal neovascularization,train,train
78837,1,diabetic macular edema,train,train
4901,3,normal,train,train
27205,1,diabetic macular edema,train,train
28484,3,normal,train,train
35971,0,choroidal neovascularization,train,train
51673,3,normal,train,train
18829,3,normal,train,train
103161,0,choroidal neovascularization,val,train
74586,3,normal,train,train
49700,3,normal,train,train
32127,1,diabetic macular edema,train,train
49498,3,normal,train,train
80975,2,drusen,train,train
97448,3,normal,train,train
89,3,normal,train,train
100446,1,diabetic macular edema,val,train
21574,2,drusen,train,train
84061,2,drusen,train,train
17390,0,choroidal neovascularization,train,train
61545,3,normal,train,train
62504,3,normal,train,train
24492,1,diabetic macular edema,train,train
8366,1,diabetic macular edema,train,train
18288,0,choroidal neovascularization,train,train
32009,0,choroidal neovascularization,train,train
80355,0,choroidal neovascularization,train,train
11771,1,diabetic macular edema,train,train
14893,0,choroidal neovascularization,train,train
9842,2,drusen,train,train
71066,3,normal,train,train
65374,1,diabetic macular edema,train,train
71351,3,normal,train,train
48312,1,diabetic macular edema,train,train
74424,3,normal,train,train
9687,0,choroidal neovascularization,train,train
34601,2,drusen,train,train
38891,0,choroidal neovascularization,train,train
93613,0,choroidal neovascularization,train,train
24753,3,normal,train,train
81550,0,choroidal neovascularization,train,train
76134,3,normal,train,train
42317,0,choroidal neovascularization,train,train
70455,3,normal,train,train
87940,0,choroidal neovascularization,train,train
73029,2,drusen,train,train
18776,0,choroidal neovascularization,train,train
75892,1,diabetic macular edema,train,train
80572,0,choroidal neovascularization,train,train
17147,1,diabetic macular edema,train,train
37159,0,choroidal neovascularization,train,train
62791,3,normal,train,train
78722,3,normal,train,train
104395,3,normal,val,train
16880,0,choroidal neovascularization,train,train
26988,0,choroidal neovascularization,train,train
55463,3,normal,train,train
17577,3,normal,train,train
80544,3,normal,train,train
76533,1,diabetic macular edema,train,train
40356,1,diabetic macular edema,train,train
9598,3,normal,train,train
59063,3,normal,train,train
94813,3,normal,train,train
59668,3,normal,train,train
13477,0,choroidal neovascularization,train,train
29901,0,choroidal neovascularization,train,train
74232,3,normal,train,train
7270,3,normal,train,train
10641,3,normal,train,train
17532,1,diabetic macular edema,train,train
10037,0,choroidal neovascularization,train,train
64718,3,normal,train,train
93892,3,normal,train,train
14593,0,choroidal neovascularization,train,train
28991,0,choroidal neovascularization,train,train
93201,3,normal,train,train
98424,3,normal,val,train
44687,0,choroidal neovascularization,train,train
27079,0,choroidal neovascularization,train,train
41151,3,normal,train,train
56265,3,normal,train,train
39283,2,drusen,train,train
66983,3,normal,train,train
21315,1,diabetic macular edema,train,train
9723,3,normal,train,train
65767,0,choroidal neovascularization,train,train
94507,3,normal,train,train
34633,0,choroidal neovascularization,train,train
97072,3,normal,train,train
26571,3,normal,train,train
101889,3,normal,val,train
66650,0,choroidal neovascularization,train,train
90314,3,normal,train,train
80798,0,choroidal neovascularization,train,train
37098,0,choroidal neovascularization,train,train
72708,3,normal,train,train
9617,3,normal,train,train
19167,3,normal,train,train
62746,3,normal,train,train
80479,0,choroidal neovascularization,train,train
29910,0,choroidal neovascularization,train,train
57966,3,normal,train,train
77784,3,normal,train,train
83977,0,choroidal neovascularization,train,train
64586,1,diabetic macular edema,train,train
56349,3,normal,train,train
88829,1,diabetic macular edema,train,train
99233,1,diabetic macular edema,val,train
97962,3,normal,val,train
101998,3,normal,val,train
60582,0,choroidal neovascularization,train,train
22582,2,drusen,train,train
46519,3,normal,train,train
16758,3,normal,train,train
51787,2,drusen,train,train
68823,3,normal,train,train
62071,3,normal,train,train
4718,3,normal,train,train
35204,0,choroidal neovascularization,train,train
61642,3,normal,train,train
93286,0,choroidal neovascularization,train,train
108313,0,choroidal neovascularization,test,train
81234,3,normal,train,train
100614,1,diabetic macular edema,val,train
23095,0,choroidal neovascularization,train,train
101126,3,normal,val,train
3433,3,normal,train,train
108226,0,choroidal neovascularization,val,train
109276,1,diabetic macular edema,test,train
101848,2,drusen,val,train
34615,3,normal,train,train
69451,0,choroidal neovascularization,train,train
98925,0,choroidal neovascularization,val,train
55919,3,normal,train,train
42113,0,choroidal neovascularization,train,train
25975,0,choroidal neovascularization,train,train
50468,2,drusen,train,train
71491,0,choroidal neovascularization,train,train
85818,2,drusen,train,train
62213,3,normal,train,train
23443,3,normal,train,train
38631,3,normal,train,train
48645,3,normal,train,train
16474,0,choroidal neovascularization,train,train
3027,1,diabetic macular edema,train,train
51041,0,choroidal neovascularization,train,train
74006,3,normal,train,train
64316,3,normal,train,train
29613,1,diabetic macular edema,train,train
106731,3,normal,val,train
109019,3,normal,test,train
60923,0,choroidal neovascularization,train,train
53981,3,normal,train,train
27508,0,choroidal neovascularization,train,train
49209,3,normal,train,train
27149,3,normal,train,train
12496,3,normal,train,train
97079,0,choroidal neovascularization,train,train
1205,3,normal,train,train
45986,3,normal,train,train
101966,3,normal,val,train
77425,3,normal,train,train
55773,0,choroidal neovascularization,train,train
107776,3,normal,val,train
45690,3,normal,train,train
101491,0,choroidal neovascularization,val,train
6373,3,normal,train,train
103616,3,normal,val,train
26841,3,normal,train,train
35385,0,choroidal neovascularization,train,train
82171,0,choroidal neovascularization,train,train
45519,3,normal,train,train
33827,0,choroidal neovascularization,train,train
81066,3,normal,train,train
108541,1,diabetic macular edema,test,train
49524,2,drusen,train,train
67980,3,normal,train,train
8419,3,normal,train,train
105166,3,normal,val,train
101846,3,normal,val,train
30306,0,choroidal neovascularization,train,train
62822,0,choroidal neovascularization,train,train
68171,0,choroidal neovascularization,train,train
98821,3,normal,val,train
82214,3,normal,train,train
82875,2,drusen,train,train
88020,3,normal,train,train
71269,0,choroidal neovascularization,train,train
14290,0,choroidal neovascularization,train,train
32569,3,normal,train,train
16479,0,choroidal neovascularization,train,train
82988,0,choroidal neovascularization,train,train
63922,2,drusen,train,train
81124,1,diabetic macular edema,train,train
71075,3,normal,train,train
10480,0,choroidal neovascularization,train,train
65164,3,normal,train,train
44968,0,choroidal neovascularization,train,train
36579,3,normal,train,train
29511,0,choroidal neovascularization,train,train
8812,3,normal,train,train
28428,0,choroidal neovascularization,train,train
23752,3,normal,train,train
29681,1,diabetic macular edema,train,train
76260,0,choroidal neovascularization,train,train
7033,1,diabetic macular edema,train,train
90914,0,choroidal neovascularization,train,train
24757,3,normal,train,train
26387,3,normal,train,train
55728,0,choroidal neovascularization,train,train
11876,3,normal,train,train
63407,0,choroidal neovascularization,train,train
106510,0,choroidal neovascularization,val,train
80374,0,choroidal neovascularization,train,train
99961,2,drusen,val,train
51134,1,diabetic macular edema,train,train
88227,0,choroidal neovascularization,train,train
107310,1,diabetic macular edema,val,train
35260,3,normal,train,train
51690,3,normal,train,train
26708,3,normal,train,train
23171,2,drusen,train,train
104010,3,normal,val,train
83138,3,normal,train,train
51742,1,diabetic macular edema,train,train
36163,3,normal,train,train
26838,3,normal,train,train
108408,0,choroidal neovascularization,test,train
70944,3,normal,train,train
97887,3,normal,val,train
107700,3,normal,val,train
26561,3,normal,train,train
23601,3,normal,train,train
64424,3,normal,train,train
48567,1,diabetic macular edema,train,train
20123,2,drusen,train,train
74486,0,choroidal neovascularization,train,train
104988,3,normal,val,train
94130,0,choroidal neovascularization,train,train
49113,0,choroidal neovascularization,train,train
80722,3,normal,train,train
41207,3,normal,train,train
54156,3,normal,train,train
80676,1,diabetic macular edema,train,train
103592,0,choroidal neovascularization,val,train
4061,1,diabetic macular edema,train,train
18775,3,normal,train,train
92234,3,normal,train,train
4364,0,choroidal neovascularization,train,train
78725,3,normal,train,train
60510,1,diabetic macular edema,train,train
49571,0,choroidal neovascularization,train,train
10293,3,normal,train,train
34572,3,normal,train,train
44075,3,normal,train,train
102575,3,normal,val,train
64227,1,diabetic macular edema,train,train
48224,0,choroidal neovascularization,train,train
19518,3,normal,train,train
45044,3,normal,train,train
27497,3,normal,train,train
59588,3,normal,train,train
81995,3,normal,train,train
84374,0,choroidal neovascularization,train,train
83302,0,choroidal neovascularization,train,train
54976,2,drusen,train,train
98181,0,choroidal neovascularization,val,train
82611,3,normal,train,train
45646,3,normal,train,train
70457,1,diabetic macular edema,train,train
68315,0,choroidal neovascularization,train,train
92678,3,normal,train,train
89733,0,choroidal neovascularization,train,train
55857,0,choroidal neovascularization,train,train
70614,3,normal,train,train
35251,0,choroidal neovascularization,train,train
55815,3,normal,train,train
99932,3,normal,val,train
3138,3,normal,train,train
90325,3,normal,train,train
79121,1,diabetic macular edema,train,train
28044,0,choroidal neovascularization,train,train
78670,0,choroidal neovascularization,train,train
35588,3,normal,train,train
33977,0,choroidal neovascularization,train,train
63053,3,normal,train,train
34107,1,diabetic macular edema,train,train
50425,3,normal,train,train
66145,1,diabetic macular edema,train,train
33692,1,diabetic macular edema,train,train
82645,0,choroidal neovascularization,train,train
97963,0,choroidal neovascularization,val,train
98905,3,normal,val,train
40259,2,drusen,train,train
14456,3,normal,train,train
102183,3,normal,val,train
1833,3,normal,train,train
71730,3,normal,train,train
91143,3,normal,train,train
10573,0,choroidal neovascularization,train,train
60743,0,choroidal neovascularization,train,train
44485,3,normal,train,train
63301,3,normal,train,train
47726,0,choroidal neovascularization,train,train
69176,3,normal,train,train
91834,0,choroidal neovascularization,train,train
96217,0,choroidal neovascularization,train,train
7114,0,choroidal neovascularization,train,train
74050,0,choroidal neovascularization,train,train
98610,0,choroidal neovascularization,val,train
31749,3,normal,train,train
2471,3,normal,train,train
85984,0,choroidal neovascularization,train,train
89605,1,diabetic macular edema,train,train
12872,3,normal,train,train
