image_index,label_index,label_name,split
45772,1,background,train
13835,7,cancer-associated stroma,train
240,1,background,train
3505,8,colorectal adenocarcinoma epithelium,train
21731,2,debris,train
4922,0,adipose,train
76709,1,background,train
89119,8,colorectal adenocarcinoma epithelium,train
26472,8,colorectal adenocarcinoma epithelium,train
4544,0,adipose,train
70075,2,debris,train
47417,8,colorectal adenocarcinoma epithelium,train
44291,3,lymphocytes,train
14287,7,cancer-associated stroma,train
78094,2,debris,train
69410,3,lymphocytes,train
38181,1,background,train
35950,2,debris,train
71583,0,adipose,train
44215,7,cancer-associated stroma,train
54507,4,mucus,train
80987,7,cancer-associated stroma,train
71751,8,colorectal adenocarcinoma epithelium,train
44729,4,mucus,train
40508,5,smooth muscle,train
12968,2,debris,train
1327,2,debris,train
66531,8,colorectal adenocarcinoma epithelium,train
52429,5,smooth muscle,train
31728,5,smooth muscle,train
64497,7,cancer-associated stroma,train
1852,8,colorectal adenocarcinoma epithelium,train
75824,3,lymphocytes,train
11474,7,cancer-associated stroma,train
88045,7,cancer-associated stroma,train
11546,2,debris,train
83720,0,adipose,train
9791,4,mucus,train
11645,4,mucus,train
6166,2,debris,train
50749,1,background,train
4655,4,mucus,train
21695,5,smooth muscle,train
14625,0,adipose,train
3972,0,adipose,train
85401,4,mucus,train
84821,2,debris,train
46555,0,adipose,train
39499,3,lymphocytes,train
69203,6,normal colon mucosa,train
8734,2,debris,train
36042,7,cancer-associated stroma,train
83281,1,background,train
38600,8,colorectal adenocarcinoma epithelium,train
5549,1,background,train
39260,5,smooth muscle,train
46301,8,colorectal adenocarcinoma epithelium,train
35282,3,lymphocytes,train
377,8,colorectal adenocarcinoma epithelium,train
72284,3,lymphocytes,train
61205,5,smooth muscle,train
5369,2,debris,train
56674,8,colorectal adenocarcinoma epithelium,train
445,6,normal colon mucosa,train
65950,8,colorectal adenocarcinoma epithelium,train
46564,2,debris,train
25510,0,adipose,train
86362,4,mucus,train
67631,1,background,train
71105,2,debris,train
82476,6,normal colon mucosa,train
24080,6,normal colon mucosa,train
62678,7,cancer-associated stroma,train
36630,3,lymphocytes,train
9600,4,mucus,train
21301,0,adipose,train
26106,0,adipose,train
19644,8,colorectal adenocarcinoma epithelium,train
73936,8,colorectal adenocarcinoma epithelium,train
3845,2,debris,train
37416,6,normal colon mucosa,train
6670,0,adipose,train
30948,2,debris,train
41035,8,colorectal adenocarcinoma epithelium,train
5539,8,colorectal adenocarcinoma epithelium,train
56446,3,lymphocytes,train
7594,4,mucus,train
70609,1,background,train
76688,4,mucus,train
31354,4,mucus,train
68757,0,adipose,train
80684,8,colorectal adenocarcinoma epithelium,train
77046,6,normal colon mucosa,train
25905,6,normal colon mucosa,train
11413,2,debris,train
60452,2,debris,train
73886,3,lymphocytes,train
52239,0,adipose,train
66900,3,lymphocytes,train
4861,3,lymphocytes,train
15295,2,debris,train
20691,7,cancer-associated stroma,train
20298,2,debris,train
67297,6,normal colon mucosa,train
5849,5,smooth muscle,train
78293,6,normal colon mucosa,train
56066,4,mucus,train
36626,2,debris,train
55327,2,debris,train
46736,8,colorectal adenocarcinoma epithelium,train
68482,8,colorectal adenocarcinoma epithelium,train
77087,3,lymphocytes,train
54909,1,background,train
50861,2,debris,train
63402,1,background,train
3025,6,normal colon mucosa,train
5423,2,debris,train
3686,2,debris,train
5409,8,colorectal adenocarcinoma epithelium,train
35170,1,background,train
38666,2,debris,train
11662,3,lymphocytes,train
25855,5,smooth muscle,train
89757,7,cancer-associated stroma,train
10873,2,debris,train
7006,8,colorectal adenocarcinoma epithelium,train
88530,7,cancer-associated stroma,train
31830,8,colorectal adenocarcinoma epithelium,train
70094,5,smooth muscle,train
80161,1,background,train
86414,5,smooth muscle,train
70704,7,cancer-associated stroma,train
60005,0,adipose,train
42761,7,cancer-associated stroma,train
69382,4,mucus,train
33606,7,cancer-associated stroma,train
71687,5,smooth muscle,train
84491,5,smooth muscle,train
59046,5,smooth muscle,train
82862,3,lymphocytes,train
78264,8,colorectal adenocarcinoma epithelium,train
78908,2,debris,train
6321,1,background,train
40707,8,colorectal adenocarcinoma epithelium,train
86659,8,colorectal adenocarcinoma epithelium,train
84391,0,adipose,train
74172,5,smooth muscle,train
34151,5,smooth muscle,train
57534,4,mucus,train
57739,2,debris,train
62787,0,adipose,train
81611,8,colorectal adenocarcinoma epithelium,train
51199,0,adipose,train
27219,5,smooth muscle,train
2274,8,colorectal adenocarcinoma epithelium,train
26791,3,lymphocytes,train
32668,7,cancer-associated stroma,train
5097,2,debris,train
39567,8,colorectal adenocarcinoma epithelium,train
33628,0,adipose,train
3959,1,background,train
16542,4,mucus,train
9263,7,cancer-associated stroma,train
52256,2,debris,train
3960,4,mucus,train
20053,6,normal colon mucosa,train
58167,0,adipose,train
15616,5,smooth muscle,train
993,7,cancer-associated stroma,train
50634,5,smooth muscle,train
5842,8,colorectal adenocarcinoma epithelium,train
76393,8,colorectal adenocarcinoma epithelium,train
42805,2,debris,train
32624,5,smooth muscle,train
26435,1,background,train
11791,5,smooth muscle,train
58511,8,colorectal adenocarcinoma epithelium,train
32266,6,normal colon mucosa,train
43684,7,cancer-associated stroma,train
58790,4,mucus,train
9268,6,normal colon mucosa,train
3144,0,adipose,train
43732,1,background,train
32910,4,mucus,train
80858,4,mucus,train
76365,1,background,train
76807,7,cancer-associated stroma,train
32504,8,colorectal adenocarcinoma epithelium,train
58322,1,background,train
15595,7,cancer-associated stroma,train
21399,4,mucus,train
74285,5,smooth muscle,train
29455,2,debris,train
16517,7,cancer-associated stroma,train
52479,3,lymphocytes,train
60027,4,mucus,train
68523,7,cancer-associated stroma,train
32860,7,cancer-associated stroma,train
36155,6,normal colon mucosa,train
19083,2,debris,train
52507,0,adipose,train
7051,3,lymphocytes,train
84524,3,lymphocytes,train
1353,7,cancer-associated stroma,train
19002,2,debris,train
77175,6,normal colon mucosa,train
44939,7,cancer-associated stroma,train
8039,1,background,train
2586,4,mucus,train
86270,5,smooth muscle,train
60516,1,background,train
48520,3,lymphocytes,train
76857,0,adipose,train
6839,6,normal colon mucosa,train
337,7,cancer-associated stroma,train
80004,5,smooth muscle,train
70628,3,lymphocytes,train
49751,8,colorectal adenocarcinoma epithelium,train
81518,6,normal colon mucosa,train
89404,4,mucus,train
34186,0,adipose,train
2338,8,colorectal adenocarcinoma epithelium,train
1820,6,normal colon mucosa,train
34980,8,colorectal adenocarcinoma epithelium,train
50565,1,background,train
40610,8,colorectal adenocarcinoma epithelium,train
68540,0,adipose,train
28067,3,lymphocytes,train
84196,5,smooth muscle,train
57931,6,normal colon mucosa,train
79901,5,smooth muscle,train
80286,3,lymphocytes,train
54807,6,normal colon mucosa,train
1685,1,background,train
39788,1,background,train
43664,7,cancer-associated stroma,train
44768,3,lymphocytes,train
55937,7,cancer-associated stroma,train
31017,4,mucus,train
44816,1,background,train
45309,1,background,train
67104,6,normal colon mucosa,train
89482,1,background,train
79417,8,colorectal adenocarcinoma epithelium,train
50139,5,smooth muscle,train
40704,5,smooth muscle,train
57438,3,lymphocytes,train
78532,6,normal colon mucosa,train
23430,5,smooth muscle,train
21009,7,cancer-associated stroma,train
2492,0,adipose,train
20582,6,normal colon mucosa,train
89331,4,mucus,train
1960,4,mucus,train
42147,0,adipose,train
3671,4,mucus,train
51089,7,cancer-associated stroma,train
25674,2,debris,train
84241,7,cancer-associated stroma,train
75259,0,adipose,train
2712,0,adipose,train
8131,5,smooth muscle,train
4199,3,lymphocytes,train
9012,7,cancer-associated stroma,train
66991,3,lymphocytes,train
77628,6,normal colon mucosa,train
51146,1,background,train
7166,6,normal colon mucosa,train
70844,3,lymphocytes,train
48416,8,colorectal adenocarcinoma epithelium,train
9916,4,mucus,train
56256,6,normal colon mucosa,train
4358,1,background,train
15018,4,mucus,train
40248,2,debris,train
44019,4,mucus,train
40422,3,lymphocytes,train
54929,1,background,train
18248,5,smooth muscle,train
13439,1,background,train
83521,0,adipose,train
87437,8,colorectal adenocarcinoma epithelium,train
52819,5,smooth muscle,train
88504,0,adipose,train
76824,5,smooth muscle,train
80226,7,cancer-associated stroma,train
71515,6,normal colon mucosa,train
28964,2,debris,train
47999,8,colorectal adenocarcinoma epithelium,train
61644,8,colorectal adenocarcinoma epithelium,train
43656,2,debris,train
40652,4,mucus,train
65062,7,cancer-associated stroma,train
44059,3,lymphocytes,train
50281,1,background,train
46523,3,lymphocytes,train
4714,1,background,train
5542,0,adipose,train
74932,7,cancer-associated stroma,train
44946,5,smooth muscle,train
38657,4,mucus,train
40901,8,colorectal adenocarcinoma epithelium,train
109,1,background,train
439,1,background,train
20121,0,adipose,train
51195,5,smooth muscle,train
62590,2,debris,train
34726,1,background,train
6421,5,smooth muscle,train
33733,7,cancer-associated stroma,train
2763,7,cancer-associated stroma,train
31718,2,debris,train
39097,8,colorectal adenocarcinoma epithelium,train
89879,3,lymphocytes,train
36888,2,debris,train
22109,4,mucus,train
7844,5,smooth muscle,train
30090,5,smooth muscle,train
9355,3,lymphocytes,train
82943,1,background,train
15310,4,mucus,train
14707,8,colorectal adenocarcinoma epithelium,train
42097,0,adipose,train
54237,6,normal colon mucosa,train
64681,5,smooth muscle,train
35242,6,normal colon mucosa,train
72180,0,adipose,train
85737,1,background,train
41732,3,lymphocytes,train
69303,1,background,train
3214,5,smooth muscle,train
74230,2,debris,train
3103,0,adipose,train
83477,0,adipose,train
48510,7,cancer-associated stroma,train
51145,8,colorectal adenocarcinoma epithelium,train
85377,1,background,train
54582,4,mucus,train
21226,0,adipose,train
57218,6,normal colon mucosa,train
3868,0,adipose,train
72727,2,debris,train
23339,5,smooth muscle,train
27589,5,smooth muscle,train
3649,2,debris,train
6532,5,smooth muscle,train
65700,0,adipose,train
56645,1,background,train
44095,1,background,train
76655,6,normal colon mucosa,train
55314,3,lymphocytes,train
73345,5,smooth muscle,train
47020,0,adipose,train
69947,1,background,train
73252,0,adipose,train
11138,5,smooth muscle,train
57443,0,adipose,train
21674,4,mucus,train
15422,2,debris,train
44770,3,lymphocytes,train
10524,2,debris,train
38259,8,colorectal adenocarcinoma epithelium,train
4208,7,cancer-associated stroma,train
58826,2,debris,train
44779,4,mucus,train
16429,7,cancer-associated stroma,train
14513,6,normal colon mucosa,train
77406,0,adipose,train
9729,2,debris,train
40212,7,cancer-associated stroma,train
18676,7,cancer-associated stroma,train
72860,3,lymphocytes,train
74522,5,smooth muscle,train
74507,5,smooth muscle,train
40694,2,debris,train
71723,7,cancer-associated stroma,train
55799,3,lymphocytes,train
27109,0,adipose,train
35391,8,colorectal adenocarcinoma epithelium,train
53574,2,debris,train
2502,0,adipose,train
6449,6,normal colon mucosa,train
60710,1,background,train
24881,8,colorectal adenocarcinoma epithelium,train
10948,3,lymphocytes,train
12747,4,mucus,train
4701,2,debris,train
56286,6,normal colon mucosa,train
8445,6,normal colon mucosa,train
5724,6,normal colon mucosa,train
71549,8,colorectal adenocarcinoma epithelium,train
16394,8,colorectal adenocarcinoma epithelium,train
2749,8,colorectal adenocarcinoma epithelium,train
25433,6,normal colon mucosa,train
88856,2,debris,train
52588,7,cancer-associated stroma,train
80680,5,smooth muscle,train
87458,1,background,train
1368,8,colorectal adenocarcinoma epithelium,train
40622,6,normal colon mucosa,train
28575,7,cancer-associated stroma,train
43618,6,normal colon mucosa,train
7702,3,lymphocytes,train
20653,1,background,train
40664,3,lymphocytes,train
53649,5,smooth muscle,train
85262,0,adipose,train
35377,2,debris,train
25180,5,smooth muscle,train
21576,1,background,train
9797,3,lymphocytes,train
29114,3,lymphocytes,train
8058,6,normal colon mucosa,train
20845,2,debris,train
86805,8,colorectal adenocarcinoma epithelium,train
58715,8,colorectal adenocarcinoma epithelium,train
84846,5,smooth muscle,train
62469,2,debris,train
75704,5,smooth muscle,train
4981,0,adipose,train
2668,3,lymphocytes,train
6443,7,cancer-associated stroma,train
33237,2,debris,train
83484,4,mucus,train
71555,1,background,train
2701,4,mucus,train
84175,7,cancer-associated stroma,train
49574,8,colorectal adenocarcinoma epithelium,train
43259,6,normal colon mucosa,train
3307,2,debris,train
52068,5,smooth muscle,train
59037,0,adipose,train
13488,8,colorectal adenocarcinoma epithelium,train
1998,5,smooth muscle,train
51204,2,debris,train
26703,2,debris,train
17781,1,background,train
2355,7,cancer-associated stroma,train
5219,6,normal colon mucosa,train
18066,5,smooth muscle,train
89376,7,cancer-associated stroma,train
22483,3,lymphocytes,train
78766,4,mucus,train
56950,4,mucus,train
48762,5,smooth muscle,train
6890,3,lymphocytes,train
27868,0,adipose,train
48038,1,background,train
44735,1,background,train
1168,8,colorectal adenocarcinoma epithelium,train
75623,6,normal colon mucosa,train
48189,2,debris,train
4643,3,lymphocytes,train
32378,5,smooth muscle,train
29294,2,debris,train
57847,2,debris,train
4943,4,mucus,train
9182,4,mucus,train
2815,3,lymphocytes,train
74320,3,lymphocytes,train
87583,0,adipose,train
1379,5,smooth muscle,train
24359,2,debris,train
80302,2,debris,train
57786,5,smooth muscle,train
21352,7,cancer-associated stroma,train
72848,2,debris,train
7809,8,colorectal adenocarcinoma epithelium,train
37374,1,background,train
55387,8,colorectal adenocarcinoma epithelium,train
40518,0,adipose,train
3346,4,mucus,train
46126,3,lymphocytes,train
58855,0,adipose,train
43233,3,lymphocytes,train
41202,1,background,train
74807,6,normal colon mucosa,train
53100,1,background,train
49037,0,adipose,train
28415,8,colorectal adenocarcinoma epithelium,train
56951,0,adipose,train
7603,4,mucus,train
7180,5,smooth muscle,train
50764,8,colorectal adenocarcinoma epithelium,train
16310,8,colorectal adenocarcinoma epithelium,train
15137,5,smooth muscle,train
20807,1,background,train
2131,5,smooth muscle,train
83850,6,normal colon mucosa,train
42964,5,smooth muscle,train
83041,6,normal colon mucosa,train
77327,7,cancer-associated stroma,train
28808,0,adipose,train
54485,8,colorectal adenocarcinoma epithelium,train
71403,2,debris,train
36057,7,cancer-associated stroma,train
34405,4,mucus,train
57929,2,debris,train
27533,2,debris,train
51470,3,lymphocytes,train
24252,4,mucus,train
16980,1,background,train
51163,6,normal colon mucosa,train
51692,1,background,train
7065,8,colorectal adenocarcinoma epithelium,train
45915,1,background,train
77475,5,smooth muscle,train
23852,8,colorectal adenocarcinoma epithelium,train
57382,0,adipose,train
6326,4,mucus,train
29586,8,colorectal adenocarcinoma epithelium,train
33199,0,adipose,train
39163,0,adipose,train
2146,2,debris,train
6240,3,lymphocytes,train
82937,7,cancer-associated stroma,train
11240,1,background,train
664,2,debris,train
381,7,cancer-associated stroma,train
8381,8,colorectal adenocarcinoma epithelium,train
89374,4,mucus,train
62575,7,cancer-associated stroma,train
11291,1,background,train
59893,5,smooth muscle,train
5558,8,colorectal adenocarcinoma epithelium,train
29494,7,cancer-associated stroma,train
1899,8,colorectal adenocarcinoma epithelium,train
9702,0,adipose,train
44327,5,smooth muscle,train
78756,0,adipose,train
83903,7,cancer-associated stroma,train
57454,5,smooth muscle,train
6653,5,smooth muscle,train
48399,6,normal colon mucosa,train
36767,6,normal colon mucosa,train
68803,8,colorectal adenocarcinoma epithelium,train
17502,7,cancer-associated stroma,train
29626,7,cancer-associated stroma,train
40371,1,background,train
17557,8,colorectal adenocarcinoma epithelium,train
42270,2,debris,train
61071,4,mucus,train
4084,1,background,train
5959,8,colorectal adenocarcinoma epithelium,train
68862,3,lymphocytes,train
5133,6,normal colon mucosa,train
64156,1,background,train
37460,3,lymphocytes,train
18163,3,lymphocytes,train
44160,4,mucus,train
59971,1,background,train
23566,3,lymphocytes,train
58459,6,normal colon mucosa,train
48664,8,colorectal adenocarcinoma epithelium,train
50973,5,smooth muscle,train
54665,8,colorectal adenocarcinoma epithelium,train
33616,5,smooth muscle,train
31847,7,cancer-associated stroma,train
2159,8,colorectal adenocarcinoma epithelium,train
78984,8,colorectal adenocarcinoma epithelium,train
58608,7,cancer-associated stroma,train
34535,2,debris,train
67684,3,lymphocytes,train
32192,2,debris,train
83976,2,debris,train
43544,7,cancer-associated stroma,train
3436,4,mucus,train
71844,0,adipose,train
12436,7,cancer-associated stroma,train
89690,0,adipose,train
22605,0,adipose,train
5388,8,colorectal adenocarcinoma epithelium,train
71477,4,mucus,train
858,8,colorectal adenocarcinoma epithelium,train
1451,8,colorectal adenocarcinoma epithelium,train
26174,6,normal colon mucosa,train
82525,3,lymphocytes,train
61681,1,background,train
32365,5,smooth muscle,train
6798,3,lymphocytes,train
78393,7,cancer-associated stroma,train
46372,7,cancer-associated stroma,train
39847,5,smooth muscle,train
34933,1,background,train
58946,2,debris,train
85398,5,smooth muscle,train
78794,8,colorectal adenocarcinoma epithelium,train
41056,0,adipose,train
1473,5,smooth muscle,train
19450,1,background,train
59938,0,adipose,train
79256,1,background,train
49426,1,background,train
6775,4,mucus,train
74359,1,background,train
1712,0,adipose,train
35800,0,adipose,train
79119,5,smooth muscle,train
56985,8,colorectal adenocarcinoma epithelium,train
28352,5,smooth muscle,train
88839,8,colorectal adenocarcinoma epithelium,train
32104,6,normal colon mucosa,train
14450,2,debris,train
8314,6,normal colon mucosa,train
60981,0,adipose,train
77126,6,normal colon mucosa,train
1066,3,lymphocytes,train
9639,3,lymphocytes,train
53641,8,colorectal adenocarcinoma epithelium,train
142,1,background,train
5383,1,background,train
59995,0,adipose,train
534,4,mucus,train
17362,1,background,train
1359,8,colorectal adenocarcinoma epithelium,train
65962,1,background,train
70592,4,mucus,train
5701,5,smooth muscle,train
16515,3,lymphocytes,train
13623,3,lymphocytes,train
63550,4,mucus,train
36325,5,smooth muscle,train
43973,3,lymphocytes,train
61883,1,background,train
31238,1,background,train
31213,4,mucus,train
64888,3,lymphocytes,train
81120,3,lymphocytes,train
47688,5,smooth muscle,train
34172,1,background,train
59236,8,colorectal adenocarcinoma epithelium,train
3136,8,colorectal adenocarcinoma epithelium,train
29793,2,debris,train
16115,3,lymphocytes,train
5161,1,background,train
41211,1,background,train
4704,3,lymphocytes,train
12997,5,smooth muscle,train
17098,7,cancer-associated stroma,train
21799,0,adipose,train
16820,0,adipose,train
47522,6,normal colon mucosa,train
18673,5,smooth muscle,train
54205,5,smooth muscle,train
11994,2,debris,train
47069,1,background,train
59311,6,normal colon mucosa,train
31520,5,smooth muscle,train
39745,7,cancer-associated stroma,train
56000,4,mucus,train
18796,5,smooth muscle,train
31095,8,colorectal adenocarcinoma epithelium,train
254,3,lymphocytes,train
41163,5,smooth muscle,train
84526,8,colorectal adenocarcinoma epithelium,train
80804,7,cancer-associated stroma,train
78304,1,background,train
14929,2,debris,train
34812,4,mucus,train
81426,0,adipose,train
8093,8,colorectal adenocarcinoma epithelium,train
36999,3,lymphocytes,train
18205,3,lymphocytes,train
44453,4,mucus,train
89790,5,smooth muscle,train
80522,6,normal colon mucosa,train
45284,8,colorectal adenocarcinoma epithelium,train
55331,2,debris,train
60709,2,debris,train
8708,3,lymphocytes,train
71616,8,colorectal adenocarcinoma epithelium,train
6875,1,background,train
20917,0,adipose,train
1593,4,mucus,train
60149,4,mucus,train
77956,8,colorectal adenocarcinoma epithelium,train
11117,5,smooth muscle,train
4701,3,lymphocytes,train
37435,6,normal colon mucosa,train
60475,6,normal colon mucosa,train
14721,4,mucus,train
80911,5,smooth muscle,train
3739,0,adipose,train
19785,2,debris,train
2215,2,debris,train
6998,4,mucus,train
8823,6,normal colon mucosa,train
27829,5,smooth muscle,train
66220,4,mucus,train
42613,8,colorectal adenocarcinoma epithelium,train
19032,0,adipose,train
59805,4,mucus,train
274,8,colorectal adenocarcinoma epithelium,train
9393,5,smooth muscle,train
49556,5,smooth muscle,train
1855,2,debris,train
6158,5,smooth muscle,train
40546,5,smooth muscle,train
63481,5,smooth muscle,train
58087,8,colorectal adenocarcinoma epithelium,train
34237,5,smooth muscle,train
59300,1,background,train
4643,2,debris,train
88114,0,adipose,train
71223,6,normal colon mucosa,train
19302,2,debris,train
61429,8,colorectal adenocarcinoma epithelium,train
11388,5,smooth muscle,train
4580,0,adipose,train
3156,2,debris,train
34680,5,smooth muscle,train
37595,1,background,train
19031,7,cancer-associated stroma,train
35121,5,smooth muscle,train
57123,8,colorectal adenocarcinoma epithelium,train
863,0,adipose,train
5278,6,normal colon mucosa,train
30856,3,lymphocytes,train
81169,1,background,train
63613,1,background,train
33068,7,cancer-associated stroma,train
27171,4,mucus,train
54018,2,debris,train
87424,3,lymphocytes,train
2098,0,adipose,train
89072,5,smooth muscle,train
54264,2,debris,train
71774,0,adipose,train
43339,3,lymphocytes,train
9357,4,mucus,train
31167,5,smooth muscle,train
11102,1,background,train
4517,8,colorectal adenocarcinoma epithelium,train
26436,3,lymphocytes,train
32258,5,smooth muscle,train
74389,2,debris,train
4065,8,colorectal adenocarcinoma epithelium,train
28527,0,adipose,train
12173,3,lymphocytes,train
20984,5,smooth muscle,train
16418,0,adipose,train
79295,3,lymphocytes,train
8268,4,mucus,train
69308,3,lymphocytes,train
57977,5,smooth muscle,train
67792,8,colorectal adenocarcinoma epithelium,train
32932,6,normal colon mucosa,train
15726,5,smooth muscle,train
47276,1,background,train
40441,2,debris,train
44296,4,mucus,train
24479,0,adipose,train
19530,4,mucus,train
21038,8,colorectal adenocarcinoma epithelium,train
4318,4,mucus,train
82051,4,mucus,train
9739,3,lymphocytes,train
83955,8,colorectal adenocarcinoma epithelium,train
14890,3,lymphocytes,train
37611,3,lymphocytes,train
38730,8,colorectal adenocarcinoma epithelium,train
24641,2,debris,train
7668,3,lymphocytes,train
63342,6,normal colon mucosa,train
33233,0,adipose,train
45716,5,smooth muscle,train
50286,3,lymphocytes,train
35264,5,smooth muscle,train
2095,6,normal colon mucosa,train
53474,1,background,train
35113,7,cancer-associated stroma,train
3271,6,normal colon mucosa,train
39991,1,background,train
55573,4,mucus,train
72540,2,debris,train
18245,6,normal colon mucosa,train
84406,1,background,train
12408,6,normal colon mucosa,train
76611,8,colorectal adenocarcinoma epithelium,train
38913,4,mucus,train
41051,6,normal colon mucosa,train
89485,2,debris,train
3967,2,debris,train
32936,2,debris,train
65044,2,debris,train
2899,7,cancer-associated stroma,train
77420,3,lymphocytes,train
6051,2,debris,train
76622,6,normal colon mucosa,train
8792,4,mucus,train
58028,5,smooth muscle,train
38922,5,smooth muscle,train
3429,1,background,train
53051,4,mucus,train
4635,4,mucus,train
65945,0,adipose,train
6588,3,lymphocytes,train
7813,3,lymphocytes,train
1306,7,cancer-associated stroma,train
6503,8,colorectal adenocarcinoma epithelium,train
62554,8,colorectal adenocarcinoma epithelium,train
83654,8,colorectal adenocarcinoma epithelium,train
1830,4,mucus,train
2903,8,colorectal adenocarcinoma epithelium,train
41571,3,lymphocytes,train
74948,0,adipose,train
35109,8,colorectal adenocarcinoma epithelium,train
3646,6,normal colon mucosa,train
27373,0,adipose,train
10813,7,cancer-associated stroma,train
47520,2,debris,train
20323,6,normal colon mucosa,train
45538,2,debris,train
56779,3,lymphocytes,train
5461,5,smooth muscle,train
75668,6,normal colon mucosa,train
25523,3,lymphocytes,train
64792,3,lymphocytes,train
6973,8,colorectal adenocarcinoma epithelium,train
3230,8,colorectal adenocarcinoma epithelium,train
2231,1,background,train
6873,0,adipose,train
48169,4,mucus,train
2040,4,mucus,train
3167,3,lymphocytes,train
4717,6,normal colon mucosa,train
57369,2,debris,train
53761,6,normal colon mucosa,train
7773,8,colorectal adenocarcinoma epithelium,train
24877,1,background,train
24095,6,normal colon mucosa,train
10406,5,smooth muscle,train
1433,3,lymphocytes,train
66397,7,cancer-associated stroma,train
29740,6,normal colon mucosa,train
43880,5,smooth muscle,train
7072,0,adipose,train
13016,1,background,train
55682,0,adipose,train
19451,1,background,train
58729,5,smooth muscle,train
6573,3,lymphocytes,train
64433,5,smooth muscle,train
76452,5,smooth muscle,train
58637,8,colorectal adenocarcinoma epithelium,train
