image_index,label_index,label_name,original_split,split
107851,2,drusen,val,calibration
765,0,choroidal neovascularization,train,calibration
17402,3,normal,train,calibration
95609,1,diabetic macular edema,train,calibration
103042,0,choroidal neovascularization,val,calibration
2681,3,normal,train,calibration
76492,0,choroidal neovascularization,train,calibration
43394,3,normal,train,calibration
102993,0,choroidal neovascularization,val,calibration
81544,0,choroidal neovascularization,train,calibration
14594,0,choroidal neovascularization,train,calibration
12058,3,normal,train,calibration
104816,3,normal,val,calibration
22285,3,normal,train,calibration
31263,0,choroidal neovascularization,train,calibration
31681,2,drusen,train,calibration
103991,3,normal,val,calibration
52431,3,normal,train,calibration
81894,1,diabetic macular edema,train,calibration
69627,0,choroidal neovascularization,train,calibration
99933,3,normal,val,calibration
37216,0,choroidal neovascularization,train,calibration
3531,3,normal,train,calibration
92791,3,normal,train,calibration
97104,3,normal,train,calibration
47486,0,choroidal neovascularization,train,calibration
42613,3,normal,train,calibration
14014,3,normal,train,calibration
89943,3,normal,train,calibration
12940,3,normal,train,calibration
48682,3,normal,train,calibration
66451,3,normal,train,calibration
78298,0,choroidal neovascularization,train,calibration
75316,0,choroidal neovascularization,train,calibration
68170,3,normal,train,calibration
66409,0,choroidal neovascularization,train,calibration
61890,0,choroidal neovascularization,train,calibration
14569,0,choroidal neovascularization,train,calibration
20584,3,normal,train,calibration
42356,3,normal,train,calibration
72082,3,normal,train,calibration
38244,3,normal,train,calibration
94770,3,normal,train,calibration
60635,3,normal,train,calibration
24688,0,choroidal neovascularization,train,calibration
72540,3,normal,train,calibration
3485,1,diabetic macular edema,train,calibration
74827,3,normal,train,calibration
96544,3,normal,train,calibration
23619,1,diabetic macular edema,train,calibration
46855,0,choroidal neovascularization,train,calibration
18149,0,choroidal neovascularization,train,calibration
100490,3,normal,val,calibration
39001,3,normal,train,calibration
12140,0,choroidal neovascularization,train,calibration
69319,0,choroidal neovascularization,train,calibration
63771,0,choroidal neovascularization,train,calibration
7864,3,normal,train,calibration
29360,3,normal,train,calibration
13338,0,choroidal neovascularization,train,calibration
54924,0,choroidal neovascularization,train,calibration
82328,0,choroidal neovascularization,train,calibration
23830,3,normal,train,calibration
83487,0,choroidal neovascularization,train,calibration
94967,0,choroidal neovascularization,train,calibration
101237,0,choroidal neovascularization,val,calibration
98331,0,choroidal neovascularization,val,calibration
14577,3,normal,train,calibration
80614,3,normal,train,calibration
69284,3,normal,train,calibration
56202,3,normal,train,calibration
94517,0,choroidal neovascularization,train,calibration
107930,1,diabetic macular edema,val,calibration
79985,1,diabetic macular edema,train,calibration
5286,3,normal,train,calibration
13082,3,normal,train,calibration
37883,3,normal,train,calibration
4553,0,choroidal neovascularization,train,calibration
87016,0,choroidal neovascularization,train,calibration
79747,1,diabetic macular edema,train,calibration
77997,3,normal,train,calibration
43849,3,normal,train,calibration
42171,2,drusen,train,calibration
70125,0,choroidal neovascularization,train,calibration
41871,2,drusen,train,calibration
21323,1,diabetic macular edema,train,calibration
26441,2,drusen,train,calibration
100212,0,choroidal neovascularization,val,calibration
82163,0,choroidal neovascularization,train,calibration
70937,0,choroidal neovascularization,train,calibration
24706,3,normal,train,calibration
99603,3,normal,val,calibration
37608,3,normal,train,calibration
14039,0,choroidal neovascularization,train,calibration
18202,0,choroidal neovascularization,train,calibration
91939,3,normal,train,calibration
11017,0,choroidal neovascularization,train,calibration
28468,1,diabetic macular edema,train,calibration
69998,3,normal,train,calibration
38519,0,choroidal neovascularization,train,calibration
21335,3,normal,train,calibration
44391,3,normal,train,calibration
8960,2,drusen,train,calibration
26273,3,normal,train,calibration
8547,2,drusen,train,calibration
22758,1,diabetic macular edema,train,calibration
87368,0,choroidal neovascularization,train,calibration
44037,3,normal,train,calibration
27492,0,choroidal neovascularization,train,calibration
24134,3,normal,train,calibration
92866,3,normal,train,calibration
57320,1,diabetic macular edema,train,calibration
39899,3,normal,train,calibration
23231,3,normal,train,calibration
38109,0,choroidal neovascularization,train,calibration
49046,3,normal,train,calibration
52137,3,normal,train,calibration
41488,3,normal,train,calibration
86611,2,drusen,train,calibration
11739,0,choroidal neovascularization,train,calibration
11173,1,diabetic macular edema,train,calibration
56159,3,normal,train,calibration
39420,2,drusen,train,calibration
99300,3,normal,val,calibration
78773,3,normal,train,calibration
29487,3,normal,train,calibration
58500,0,choroidal neovascularization,train,calibration
85156,0,choroidal neovascularization,train,calibration
97479,3,normal,val,calibration
70752,3,normal,train,calibration
107113,0,choroidal neovascularization,val,calibration
90801,0,choroidal neovascularization,train,calibration
75958,3,normal,train,calibration
101023,1,diabetic macular edema,val,calibration
70866,3,normal,train,calibration
8584,3,normal,train,calibration
71453,3,normal,train,calibration
95987,3,normal,train,calibration
56439,0,choroidal neovascularization,train,calibration
77300,0,choroidal neovascularization,train,calibration
28097,0,choroidal neovascularization,train,calibration
4233,0,choroidal neovascularization,train,calibration
84946,3,normal,train,calibration
65583,2,drusen,train,calibration
75983,1,diabetic macular edema,train,calibration
84487,3,normal,train,calibration
24155,3,normal,train,calibration
65038,3,normal,train,calibration
93211,0,choroidal neovascularization,train,calibration
1680,0,choroidal neovascularization,train,calibration
3061,0,choroidal neovascularization,train,calibration
33842,0,choroidal neovascularization,train,calibration
45063,0,choroidal neovascularization,train,calibration
87259,3,normal,train,calibration
39267,3,normal,train,calibration
106037,0,choroidal neovascularization,val,calibration
96830,3,normal,train,calibration
78491,0,choroidal neovascularization,train,calibration
33286,3,normal,train,calibration
88205,0,choroidal neovascularization,train,calibration
75973,3,normal,train,calibration
39767,3,normal,train,calibration
5146,1,diabetic macular edema,train,calibration
3761,3,normal,train,calibration
20170,0,choroidal neovascularization,train,calibration
66239,2,drusen,train,calibration
2577,0,choroidal neovascularization,train,calibration
108144,1,diabetic macular edema,val,calibration
35164,0,choroidal neovascularization,train,calibration
12238,3,normal,train,calibration
74021,3,normal,train,calibration
86967,1,diabetic macular edema,train,calibration
85259,3,normal,train,calibration
63765,0,choroidal neovascularization,train,calibration
1225,0,choroidal neovascularization,train,calibration
14261,3,normal,train,calibration
78395,0,choroidal neovascularization,train,calibration
63826,1,diabetic macular edema,train,calibration
85988,3,normal,train,calibration
76160,0,choroidal neovascularization,train,calibration
3869,3,normal,train,calibration
70494,0,choroidal neovascularization,train,calibration
72688,2,drusen,train,calibration
11160,0,choroidal neovascularization,train,calibration
14528,0,choroidal neovascularization,train,calibration
91583,0,choroidal neovascularization,train,calibration
61493,1,diabetic macular edema,train,calibration
106611,3,normal,val,calibration
80912,1,diabetic macular edema,train,calibration
57345,3,normal,train,calibration
25617,3,normal,train,calibration
109042,1,diabetic macular edema,test,calibration
24982,1,diabetic macular edema,train,calibration
47300,3,normal,train,calibration
25954,0,choroidal neovascularization,train,calibration
71883,0,choroidal neovascularization,train,calibration
98569,3,normal,val,calibration
42762,3,normal,train,calibration
63720,3,normal,train,calibration
62651,3,normal,train,calibration
37132,3,normal,train,calibration
90454,0,choroidal neovascularization,train,calibration
33061,2,drusen,train,calibration
106139,3,normal,val,calibration
7664,0,choroidal neovascularization,train,calibration
19999,0,choroidal neovascularization,train,calibration
27946,3,normal,train,calibration
86666,3,normal,train,calibration
60847,0,choroidal neovascularization,train,calibration
15413,1,diabetic macular edema,train,calibration
61501,3,normal,train,calibration
61460,3,normal,train,calibration
71015,1,diabetic macular edema,train,calibration
33873,0,choroidal neovascularization,train,calibration
55775,0,choroidal neovascularization,train,calibration
85280,0,choroidal neovascularization,train,calibration
42543,3,normal,train,calibration
14599,1,diabetic macular edema,train,calibration
93058,3,normal,train,calibration
78153,0,choroidal neovascularization,train,calibration
108812,2,drusen,test,calibration
30519,1,diabetic macular edema,train,calibration
4659,0,choroidal neovascularization,train,calibration
68347,3,normal,train,calibration
66240,3,normal,train,calibration
14581,3,normal,train,calibration
20407,3,normal,train,calibration
23298,3,normal,train,calibration
16642,3,normal,train,calibration
36065,1,diabetic macular edema,train,calibration
66626,0,choroidal neovascularization,train,calibration
4066,0,choroidal neovascularization,train,calibration
10627,3,normal,train,calibration
37108,3,normal,train,calibration
41575,3,normal,train,calibration
94736,0,choroidal neovascularization,train,calibration
69826,0,choroidal neovascularization,train,calibration
70397,3,normal,train,calibration
93005,3,normal,train,calibration
72745,0,choroidal neovascularization,train,calibration
58080,1,diabetic macular edema,train,calibration
104074,0,choroidal neovascularization,val,calibration
98244,0,choroidal neovascularization,val,calibration
12649,3,normal,train,calibration
91222,0,choroidal neovascularization,train,calibration
30703,0,choroidal neovascularization,train,calibration
37056,3,normal,train,calibration
47665,3,normal,train,calibration
86980,1,diabetic macular edema,train,calibration
41559,3,normal,train,calibration
7817,3,normal,train,calibration
107421,3,normal,val,calibration
3459,3,normal,train,calibration
103699,0,choroidal neovascularization,val,calibration
38521,3,normal,train,calibration
71463,3,normal,train,calibration
14120,0,choroidal neovascularization,train,calibration
17468,0,choroidal neovascularization,train,calibration
46786,3,normal,train,calibration
42510,3,normal,train,calibration
79766,3,normal,train,calibration
7649,3,normal,train,calibration
35509,0,choroidal neovascularization,train,calibration
91935,1,diabetic macular edema,train,calibration
8011,0,choroidal neovascularization,train,calibration
27002,3,normal,train,calibration
68149,3,normal,train,calibration
103109,0,choroidal neovascularization,val,calibration
10288,3,normal,train,calibration
74764,3,normal,train,calibration
73690,1,diabetic macular edema,train,calibration
72840,3,normal,train,calibration
81990,0,choroidal neovascularization,train,calibration
95379,3,normal,train,calibration
108572,1,diabetic macular edema,test,calibration
97182,0,choroidal neovascularization,train,calibration
50207,3,normal,train,calibration
5909,3,normal,train,calibration
105105,3,normal,val,calibration
92600,0,choroidal neovascularization,train,calibration
10997,0,choroidal neovascularization,train,calibration
14602,2,drusen,train,calibration
39042,2,drusen,train,calibration
77489,1,diabetic macular edema,train,calibration
101314,3,normal,val,calibration
9783,0,choroidal neovascularization,train,calibration
57122,0,choroidal neovascularization,train,calibration
50706,3,normal,train,calibration
105954,3,normal,val,calibration
82236,0,choroidal neovascularization,train,calibration
21313,3,normal,train,calibration
2183,3,normal,train,calibration
81149,3,normal,train,calibration
16469,0,choroidal neovascularization,train,calibration
52787,3,normal,train,calibration
46813,2,drusen,train,calibration
3092,3,normal,train,calibration
22872,3,normal,train,calibration
42074,0,choroidal neovascularization,train,calibration
82798,0,choroidal neovascularization,train,calibration
102529,3,normal,val,calibration
46170,3,normal,train,calibration
109034,0,choroidal neovascularization,test,calibration
61983,2,drusen,train,calibration
44106,3,normal,train,calibration
35046,3,normal,train,calibration
94513,0,choroidal neovascularization,train,calibration
70859,3,normal,train,calibration
64284,2,drusen,train,calibration
88503,2,drusen,train,calibration
45327,0,choroidal neovascularization,train,calibration
33979,3,normal,train,calibration
73510,0,choroidal neovascularization,train,calibration
45386,1,diabetic macular edema,train,calibration
74862,3,normal,train,calibration
49924,3,normal,train,calibration
1452,2,drusen,train,calibration
46806,3,normal,train,calibration
55561,3,normal,train,calibration
27959,3,normal,train,calibration
81321,3,normal,train,calibration
75320,1,diabetic macular edema,train,calibration
12350,3,normal,train,calibration
47872,3,normal,train,calibration
108149,3,normal,val,calibration
24034,1,diabetic macular edema,train,calibration
11770,3,normal,train,calibration
41201,0,choroidal neovascularization,train,calibration
14686,3,normal,train,calibration
22393,0,choroidal neovascularization,train,calibration
23973,0,choroidal neovascularization,train,calibration
84058,0,choroidal neovascularization,train,calibration
24370,1,diabetic macular edema,train,calibration
77399,3,normal,train,calibration
82326,3,normal,train,calibration
3224,3,normal,train,calibration
46151,1,diabetic macular edema,train,calibration
92390,3,normal,train,calibration
56770,3,normal,train,calibration
37403,2,drusen,train,calibration
91274,0,choroidal neovascularization,train,calibration
95938,3,normal,train,calibration
20656,1,diabetic macular edema,train,calibration
105738,3,normal,val,calibration
85231,3,normal,train,calibration
47912,1,diabetic macular edema,train,calibration
100474,3,normal,val,calibration
62212,3,normal,train,calibration
42014,3,normal,train,calibration
19610,3,normal,train,calibration
29556,3,normal,train,calibration
87071,1,diabetic macular edema,train,calibration
92875,3,normal,train,calibration
20058,2,drusen,train,calibration
44110,3,normal,train,calibration
22099,0,choroidal neovascularization,train,calibration
21599,2,drusen,train,calibration
80848,0,choroidal neovascularization,train,calibration
38404,3,normal,train,calibration
43345,0,choroidal neovascularization,train,calibration
86261,3,normal,train,calibration
53326,0,choroidal neovascularization,train,calibration
36030,0,choroidal neovascularization,train,calibration
40726,3,normal,train,calibration
97454,0,choroidal neovascularization,train,calibration
13376,0,choroidal neovascularization,train,calibration
43141,2,drusen,train,calibration
37733,0,choroidal neovascularization,train,calibration
8769,0,choroidal neovascularization,train,calibration
10343,3,normal,train,calibration
11453,0,choroidal neovascularization,train,calibration
69438,0,choroidal neovascularization,train,calibration
8351,1,diabetic macular edema,train,calibration
16369,2,drusen,train,calibration
55262,3,normal,train,calibration
101062,3,normal,val,calibration
60513,3,normal,train,calibration
9293,3,normal,train,calibration
80285,1,diabetic macular edema,train,calibration
12614,2,drusen,train,calibration
64435,1,diabetic macular edema,train,calibration
78858,0,choroidal neovascularization,train,calibration
69929,0,choroidal neovascularization,train,calibration
8542,3,normal,train,calibration
83988,2,drusen,train,calibration
74867,3,normal,train,calibration
30382,0,choroidal neovascularization,train,calibration
88018,0,choroidal neovascularization,train,calibration
46185,3,normal,train,calibration
96731,0,choroidal neovascularization,train,calibration
20813,1,diabetic macular edema,train,calibration
107589,1,diabetic macular edema,val,calibration
71928,0,choroidal neovascularization,train,calibration
63880,0,choroidal neovascularization,train,calibration
95078,3,normal,train,calibration
23131,3,normal,train,calibration
7412,0,choroidal neovascularization,train,calibration
100727,1,diabetic macular edema,val,calibration
63386,3,normal,train,calibration
36643,3,normal,train,calibration
1785,0,choroidal neovascularization,train,calibration
12666,3,normal,train,calibration
54231,3,normal,train,calibration
100904,1,diabetic macular edema,val,calibration
22357,3,normal,train,calibration
58030,2,drusen,train,calibration
11388,3,normal,train,calibration
43202,0,choroidal neovascularization,train,calibration
107460,0,choroidal neovascularization,val,calibration
102138,0,choroidal neovascularization,val,calibration
21060,2,drusen,train,calibration
93931,0,choroidal neovascularization,train,calibration
51495,0,choroidal neovascularization,train,calibration
60251,0,choroidal neovascularization,train,calibration
47703,3,normal,train,calibration
98017,3,normal,val,calibration
81275,3,normal,train,calibration
76465,3,normal,train,calibration
28760,3,normal,train,calibration
55323,3,normal,train,calibration
94860,0,choroidal neovascularization,train,calibration
82012,0,choroidal neovascularization,train,calibration
54760,3,normal,train,calibration
44281,0,choroidal neovascularization,train,calibration
31230,0,choroidal neovascularization,train,calibration
100160,3,normal,val,calibration
96559,3,normal,train,calibration
67991,0,choroidal neovascularization,train,calibration
93827,3,normal,train,calibration
85754,3,normal,train,calibration
104883,3,normal,val,calibration
75754,3,normal,train,calibration
87549,1,diabetic macular edema,train,calibration
35400,3,normal,train,calibration
2691,0,choroidal neovascularization,train,calibration
3304,3,normal,train,calibration
96436,3,normal,train,calibration
68939,3,normal,train,calibration
34524,0,choroidal neovascularization,train,calibration
49107,3,normal,train,calibration
11396,3,normal,train,calibration
81060,0,choroidal neovascularization,train,calibration
16026,3,normal,train,calibration
102067,0,choroidal neovascularization,val,calibration
60327,3,normal,train,calibration
940,0,choroidal neovascularization,train,calibration
60849,0,choroidal neovascularization,train,calibration
11737,3,normal,train,calibration
66048,2,drusen,train,calibration
35819,1,diabetic macular edema,train,calibration
20610,3,normal,train,calibration
47326,0,choroidal neovascularization,train,calibration
46459,3,normal,train,calibration
55237,3,normal,train,calibration
38400,0,choroidal neovascularization,train,calibration
80327,3,normal,train,calibration
17249,0,choroidal neovascularization,train,calibration
51484,0,choroidal neovascularization,train,calibration
99781,0,choroidal neovascularization,val,calibration
4906,3,normal,train,calibration
74617,1,diabetic macular edema,train,calibration
49109,0,choroidal neovascularization,train,calibration
91381,0,choroidal neovascularization,train,calibration
6789,3,normal,train,calibration
93562,1,diabetic macular edema,train,calibration
8056,2,drusen,train,calibration
101642,1,diabetic macular edema,val,calibration
80020,2,drusen,train,calibration
8998,3,normal,train,calibration
95333,3,normal,train,calibration
95032,3,normal,train,calibration
48346,0,choroidal neovascularization,train,calibration
99264,3,normal,val,calibration
71647,3,normal,train,calibration
97049,3,normal,train,calibration
36274,3,normal,train,calibration
4354,3,normal,train,calibration
13751,1,diabetic macular edema,train,calibration
80650,0,choroidal neovascularization,train,calibration
72874,0,choroidal neovascularization,train,calibration
13491,3,normal,train,calibration
108468,1,diabetic macular edema,test,calibration
11389,3,normal,train,calibration
10311,3,normal,train,calibration
57356,3,normal,train,calibration
51965,3,normal,train,calibration
22562,3,normal,train,calibration
73409,0,choroidal neovascularization,train,calibration
93175,3,normal,train,calibration
78347,3,normal,train,calibration
74331,3,normal,train,calibration
26712,3,normal,train,calibration
79454,3,normal,train,calibration
10424,3,normal,train,calibration
75911,0,choroidal neovascularization,train,calibration
40854,0,choroidal neovascularization,train,calibration
56012,3,normal,train,calibration
80751,0,choroidal neovascularization,train,calibration
93323,1,diabetic macular edema,train,calibration
83166,1,diabetic macular edema,train,calibration
109035,3,normal,test,calibration
20536,0,choroidal neovascularization,train,calibration
53870,0,choroidal neovascularization,train,calibration
102781,0,choroidal neovascularization,val,calibration
32849,3,normal,train,calibration
57412,1,diabetic macular edema,train,calibration
48556,0,choroidal neovascularization,train,calibration
58753,3,normal,train,calibration
89776,3,normal,train,calibration
53979,2,drusen,train,calibration
9624,2,drusen,train,calibration
63013,0,choroidal neovascularization,train,calibration
40723,3,normal,train,calibration
75202,2,drusen,train,calibration
17972,3,normal,train,calibration
62367,1,diabetic macular edema,train,calibration
68433,0,choroidal neovascularization,train,calibration
92857,1,diabetic macular edema,train,calibration
108920,1,diabetic macular edema,test,calibration
105402,3,normal,val,calibration
15691,3,normal,train,calibration
70771,2,drusen,train,calibration
91931,1,diabetic macular edema,train,calibration
82807,3,normal,train,calibration
90406,0,choroidal neovascularization,train,calibration
9066,3,normal,train,calibration
81939,0,choroidal neovascularization,train,calibration
90667,0,choroidal neovascularization,train,calibration
43699,0,choroidal neovascularization,train,calibration
58348,0,choroidal neovascularization,train,calibration
19014,0,choroidal neovascularization,train,calibration
51888,3,normal,train,calibration
71424,1,diabetic macular edema,train,calibration
64040,3,normal,train,calibration
63940,3,normal,train,calibration
41343,3,normal,train,calibration
12131,1,diabetic macular edema,train,calibration
97722,3,normal,val,calibration
25724,3,normal,train,calibration
17033,2,drusen,train,calibration
106751,3,normal,val,calibration
62704,3,normal,train,calibration
3421,0,choroidal neovascularization,train,calibration
93909,1,diabetic macular edema,train,calibration
100293,3,normal,val,calibration
22802,0,choroidal neovascularization,train,calibration
43614,3,normal,train,calibration
80047,3,normal,train,calibration
61492,3,normal,train,calibration
17268,3,normal,train,calibration
81108,0,choroidal neovascularization,train,calibration
58842,3,normal,train,calibration
78442,3,normal,train,calibration
34656,3,normal,train,calibration
58105,3,normal,train,calibration
66596,0,choroidal neovascularization,train,calibration
68203,3,normal,train,calibration
58182,3,normal,train,calibration
72734,3,normal,train,calibration
12415,2,drusen,train,calibration
92631,3,normal,train,calibration
1603,0,choroidal neovascularization,train,calibration
39514,0,choroidal neovascularization,train,calibration
78995,3,normal,train,calibration
78095,2,drusen,train,calibration
89905,3,normal,train,calibration
43816,0,choroidal neovascularization,train,calibration
5533,0,choroidal neovascularization,train,calibration
39927,3,normal,train,calibration
50149,3,normal,train,calibration
31623,0,choroidal neovascularization,train,calibration
6311,1,diabetic macular edema,train,calibration
69792,2,drusen,train,calibration
20072,3,normal,train,calibration
35743,0,choroidal neovascularization,train,calibration
18525,3,normal,train,calibration
6710,1,diabetic macular edema,train,calibration
58462,0,choroidal neovascularization,train,calibration
44260,3,normal,train,calibration
22257,3,normal,train,calibration
9382,3,normal,train,calibration
57291,3,normal,train,calibration
101789,3,normal,val,calibration
103051,0,choroidal neovascularization,val,calibration
40835,3,normal,train,calibration
35521,0,choroidal neovascularization,train,calibration
3340,2,drusen,train,calibration
13521,3,normal,train,calibration
15178,3,normal,train,calibration
109256,2,drusen,test,calibration
97500,1,diabetic macular edema,val,calibration
8721,3,normal,train,calibration
91183,3,normal,train,calibration
14572,3,normal,train,calibration
41317,0,choroidal neovascularization,train,calibration
59553,3,normal,train,calibration
78379,0,choroidal neovascularization,train,calibration
24145,0,choroidal neovascularization,train,calibration
104202,0,choroidal neovascularization,val,calibration
61921,3,normal,train,calibration
85334,3,normal,train,calibration
5331,3,normal,train,calibration
93467,2,drusen,train,calibration
39973,1,diabetic macular edema,train,calibration
85013,3,normal,train,calibration
97693,3,normal,val,calibration
45471,3,normal,train,calibration
83581,3,normal,train,calibration
97395,0,choroidal neovascularization,train,calibration
98260,3,normal,val,calibration
4444,2,drusen,train,calibration
96120,0,choroidal neovascularization,train,calibration
211,0,choroidal neovascularization,train,calibration
62001,3,normal,train,calibration
250,0,choroidal neovascularization,train,calibration
96623,0,choroidal neovascularization,train,calibration
59414,3,normal,train,calibration
30404,0,choroidal neovascularization,train,calibration
64131,0,choroidal neovascularization,train,calibration
2007,0,choroidal neovascularization,train,calibration
42988,3,normal,train,calibration
76004,3,normal,train,calibration
56004,0,choroidal neovascularization,train,calibration
9317,0,choroidal neovascularization,train,calibration
34052,1,diabetic macular edema,train,calibration
81821,0,choroidal neovascularization,train,calibration
92648,0,choroidal neovascularization,train,calibration
57136,3,normal,train,calibration
66103,3,normal,train,calibration
33784,0,choroidal neovascularization,train,calibration
16859,3,normal,train,calibration
54012,3,normal,train,calibration
104692,3,normal,val,calibration
92881,1,diabetic macular edema,train,calibration
71541,3,normal,train,calibration
88860,0,choroidal neovascularization,train,calibration
52776,3,normal,train,calibration
74639,3,normal,train,calibration
11424,0,choroidal neovascularization,train,calibration
61131,3,normal,train,calibration
30498,0,choroidal neovascularization,train,calibration
39737,0,choroidal neovascularization,train,calibration
45218,0,choroidal neovascularization,train,calibration
53174,3,normal,train,calibration
32119,3,normal,train,calibration
19098,3,normal,train,calibration
81809,3,normal,train,calibration
13478,1,diabetic macular edema,train,calibration
22474,0,choroidal neovascularization,train,calibration
98232,3,normal,val,calibration
66759,0,choroidal neovascularization,train,calibration
85226,0,choroidal neovascularization,train,calibration
24499,3,normal,train,calibration
96040,3,normal,train,calibration
2355,0,choroidal neovascularization,train,calibration
54644,1,diabetic macular edema,train,calibration
43168,3,normal,train,calibration
8695,3,normal,train,calibration
11956,3,normal,train,calibration
3936,3,normal,train,calibration
39882,3,normal,train,calibration
102684,0,choroidal neovascularization,val,calibration
59297,1,diabetic macular edema,train,calibration
92598,0,choroidal neovascularization,train,calibration
64659,2,drusen,train,calibration
96014,3,normal,train,calibration
103432,3,normal,val,calibration
51000,0,choroidal neovascularization,train,calibration
69600,0,choroidal neovascularization,train,calibration
74297,3,normal,train,calibration
94406,0,choroidal neovascularization,train,calibration
2246,2,drusen,train,calibration
25481,1,diabetic macular edema,train,calibration
1014,3,normal,train,calibration
40826,0,choroidal neovascularization,train,calibration
