image_index,label_index,label_name,split
45277,8,colorectal adenocarcinoma epithelium,train
13344,4,mucus,train
8670,1,background,train
3040,6,normal colon mucosa,train
6888,8,colorectal adenocarcinoma epithelium,train
25162,2,debris,train
4319,5,smooth muscle,train
58809,1,background,train
3022,7,cancer-associated stroma,train
10155,7,cancer-associated stroma,train
89325,5,smooth muscle,train
88818,8,colorectal adenocarcinoma epithelium,train
27164,0,adipose,train
4620,8,colorectal adenocarcinoma epithelium,train
69119,0,adipose,train
2708,2,debris,train
9907,5,smooth muscle,train
22625,2,debris,train
5099,4,mucus,train
45555,8,colorectal adenocarcinoma epithelium,train
57869,4,mucus,train
72925,4,mucus,train
4612,4,mucus,train
73964,6,normal colon mucosa,train
41525,7,cancer-associated stroma,train
635,2,debris,train
9046,2,debris,train
3928,0,adipose,train
21520,0,adipose,train
56705,3,lymphocytes,train
24201,1,background,train
6211,5,smooth muscle,train
37889,1,background,train
63609,5,smooth muscle,train
26624,5,smooth muscle,train
50337,8,colorectal adenocarcinoma epithelium,train
1159,3,lymphocytes,train
76405,3,lymphocytes,train
55977,0,adipose,train
46299,4,mucus,train
43966,6,normal colon mucosa,train
3654,8,colorectal adenocarcinoma epithelium,train
53027,8,colorectal adenocarcinoma epithelium,train
61566,3,lymphocytes,train
28174,1,background,train
4186,0,adipose,train
4269,5,smooth muscle,train
71589,5,smooth muscle,train
73450,8,colorectal adenocarcinoma epithelium,train
32761,8,colorectal adenocarcinoma epithelium,train
50381,1,background,train
67,8,colorectal adenocarcinoma epithelium,train
1824,8,colorectal adenocarcinoma epithelium,train
66995,8,colorectal adenocarcinoma epithelium,train
54911,5,smooth muscle,train
54035,8,colorectal adenocarcinoma epithelium,train
55455,5,smooth muscle,train
81701,1,background,train
11091,4,mucus,train
13789,5,smooth muscle,train
45183,0,adipose,train
15339,8,colorectal adenocarcinoma epithelium,train
43298,2,debris,train
81576,7,cancer-associated stroma,train
932,8,colorectal adenocarcinoma epithelium,train
80123,1,background,train
16260,1,background,train
8768,2,debris,train
45300,2,debris,train
27320,5,smooth muscle,train
71876,4,mucus,train
51590,1,background,train
52782,0,adipose,train
88460,8,colorectal adenocarcinoma epithelium,train
4149,6,normal colon mucosa,train
89030,2,debris,train
45800,6,normal colon mucosa,train
8148,5,smooth muscle,train
2475,8,colorectal adenocarcinoma epithelium,train
68487,1,background,train
5851,0,adipose,train
16799,0,adipose,train
8628,0,adipose,train
53003,2,debris,train
41556,4,mucus,train
71859,6,normal colon mucosa,train
85252,7,cancer-associated stroma,train
18283,5,smooth muscle,train
67435,6,normal colon mucosa,train
30921,3,lymphocytes,train
83127,3,lymphocytes,train
84963,8,colorectal adenocarcinoma epithelium,train
28151,7,cancer-associated stroma,train
869,0,adipose,train
75947,5,smooth muscle,train
82014,5,smooth muscle,train
716,6,normal colon mucosa,train
3761,5,smooth muscle,train
40938,1,background,train
168,2,debris,train
4247,2,debris,train
9215,5,smooth muscle,train
3307,8,colorectal adenocarcinoma epithelium,train
43604,7,cancer-associated stroma,train
18293,7,cancer-associated stroma,train
61013,0,adipose,train
48059,5,smooth muscle,train
73409,5,smooth muscle,train
60148,4,mucus,train
35430,2,debris,train
29134,1,background,train
40931,6,normal colon mucosa,train
59467,2,debris,train
1054,5,smooth muscle,train
5093,0,adipose,train
82399,2,debris,train
76123,5,smooth muscle,train
63802,2,debris,train
34447,8,colorectal adenocarcinoma epithelium,train
53173,5,smooth muscle,train
16268,8,colorectal adenocarcinoma epithelium,train
52194,8,colorectal adenocarcinoma epithelium,train
41742,7,cancer-associated stroma,train
75325,0,adipose,train
8943,5,smooth muscle,train
60995,6,normal colon mucosa,train
62890,3,lymphocytes,train
665,0,adipose,train
20170,1,background,train
71430,2,debris,train
88067,8,colorectal adenocarcinoma epithelium,train
4272,4,mucus,train
24306,4,mucus,train
86651,3,lymphocytes,train
71585,2,debris,train
14990,6,normal colon mucosa,train
28320,5,smooth muscle,train
71891,2,debris,train
31480,7,cancer-associated stroma,train
30960,6,normal colon mucosa,train
49991,6,normal colon mucosa,train
89133,7,cancer-associated stroma,train
53655,3,lymphocytes,train
29961,0,adipose,train
81749,0,adipose,train
50934,0,adipose,train
65468,0,adipose,train
3553,0,adipose,train
58242,6,normal colon mucosa,train
42764,6,normal colon mucosa,train
76171,2,debris,train
5968,0,adipose,train
65942,8,colorectal adenocarcinoma epithelium,train
5007,8,colorectal adenocarcinoma epithelium,train
43275,0,adipose,train
16822,5,smooth muscle,train
16511,4,mucus,train
24445,7,cancer-associated stroma,train
5606,5,smooth muscle,train
62979,3,lymphocytes,train
86489,5,smooth muscle,train
78331,1,background,train
30098,6,normal colon mucosa,train
64006,7,cancer-associated stroma,train
3464,4,mucus,train
14976,1,background,train
41782,0,adipose,train
69528,0,adipose,train
1139,6,normal colon mucosa,train
44598,4,mucus,train
46933,7,cancer-associated stroma,train
28774,5,smooth muscle,train
1842,4,mucus,train
46645,7,cancer-associated stroma,train
7304,2,debris,train
7469,2,debris,train
4089,1,background,train
23378,7,cancer-associated stroma,train
45610,8,colorectal adenocarcinoma epithelium,train
12922,8,colorectal adenocarcinoma epithelium,train
74927,5,smooth muscle,train
601,7,cancer-associated stroma,train
71875,7,cancer-associated stroma,train
43899,8,colorectal adenocarcinoma epithelium,train
1089,2,debris,train
41175,8,colorectal adenocarcinoma epithelium,train
26524,7,cancer-associated stroma,train
3234,4,mucus,train
41881,8,colorectal adenocarcinoma epithelium,train
29846,1,background,train
30177,7,cancer-associated stroma,train
16040,2,debris,train
83670,8,colorectal adenocarcinoma epithelium,train
59624,3,lymphocytes,train
79286,2,debris,train
2889,5,smooth muscle,train
17566,0,adipose,train
45387,5,smooth muscle,train
64125,0,adipose,train
36439,1,background,train
82028,2,debris,train
1122,8,colorectal adenocarcinoma epithelium,train
54054,7,cancer-associated stroma,train
17029,8,colorectal adenocarcinoma epithelium,train
3438,8,colorectal adenocarcinoma epithelium,train
4154,5,smooth muscle,train
81421,0,adipose,train
8075,8,colorectal adenocarcinoma epithelium,train
74431,5,smooth muscle,train
28057,0,adipose,train
38582,3,lymphocytes,train
1718,7,cancer-associated stroma,train
13191,1,background,train
17345,2,debris,train
1285,1,background,train
63236,5,smooth muscle,train
5133,1,background,train
49084,8,colorectal adenocarcinoma epithelium,train
60781,4,mucus,train
26049,4,mucus,train
81293,7,cancer-associated stroma,train
14564,6,normal colon mucosa,train
71660,2,debris,train
8220,0,adipose,train
37928,8,colorectal adenocarcinoma epithelium,train
59227,7,cancer-associated stroma,train
58542,7,cancer-associated stroma,train
9461,8,colorectal adenocarcinoma epithelium,train
33186,0,adipose,train
56697,3,lymphocytes,train
54406,5,smooth muscle,train
60128,0,adipose,train
28427,6,normal colon mucosa,train
67561,8,colorectal adenocarcinoma epithelium,train
85895,6,normal colon mucosa,train
54833,7,cancer-associated stroma,train
4557,3,lymphocytes,train
63294,5,smooth muscle,train
79028,7,cancer-associated stroma,train
49884,3,lymphocytes,train
4036,1,background,train
86436,3,lymphocytes,train
44137,1,background,train
5713,3,lymphocytes,train
60101,8,colorectal adenocarcinoma epithelium,train
38550,8,colorectal adenocarcinoma epithelium,train
60568,2,debris,train
21587,6,normal colon mucosa,train
8824,1,background,train
6754,4,mucus,train
32951,5,smooth muscle,train
87941,2,debris,train
76203,5,smooth muscle,train
48323,0,adipose,train
28297,7,cancer-associated stroma,train
34041,8,colorectal adenocarcinoma epithelium,train
49275,1,background,train
71566,2,debris,train
5876,2,debris,train
2855,5,smooth muscle,train
78397,5,smooth muscle,train
2618,2,debris,train
10501,5,smooth muscle,train
39380,5,smooth muscle,train
4844,0,adipose,train
68080,5,smooth muscle,train
45845,3,lymphocytes,train
26315,2,debris,train
6392,0,adipose,train
82429,1,background,train
1089,8,colorectal adenocarcinoma epithelium,train
9107,6,normal colon mucosa,train
57358,7,cancer-associated stroma,train
49616,7,cancer-associated stroma,train
7669,2,debris,train
46124,8,colorectal adenocarcinoma epithelium,train
47309,8,colorectal adenocarcinoma epithelium,train
75765,8,colorectal adenocarcinoma epithelium,train
18641,1,background,train
62980,0,adipose,train
30614,8,colorectal adenocarcinoma epithelium,train
72391,0,adipose,train
19074,8,colorectal adenocarcinoma epithelium,train
20431,0,adipose,train
8997,6,normal colon mucosa,train
42588,8,colorectal adenocarcinoma epithelium,train
80348,8,colorectal adenocarcinoma epithelium,train
32280,8,colorectal adenocarcinoma epithelium,train
78683,3,lymphocytes,train
7506,7,cancer-associated stroma,train
24288,0,adipose,train
85121,5,smooth muscle,train
1992,4,mucus,train
44970,4,mucus,train
64279,8,colorectal adenocarcinoma epithelium,train
2998,6,normal colon mucosa,train
87232,5,smooth muscle,train
73976,8,colorectal adenocarcinoma epithelium,train
17642,8,colorectal adenocarcinoma epithelium,train
27537,7,cancer-associated stroma,train
20343,8,colorectal adenocarcinoma epithelium,train
64200,3,lymphocytes,train
59984,2,debris,train
446,2,debris,train
16813,6,normal colon mucosa,train
76871,8,colorectal adenocarcinoma epithelium,train
17637,1,background,train
68999,2,debris,train
70421,0,adipose,train
89803,2,debris,train
67376,8,colorectal adenocarcinoma epithelium,train
13582,2,debris,train
73343,0,adipose,train
873,1,background,train
385,0,adipose,train
62335,0,adipose,train
67706,1,background,train
28420,4,mucus,train
45890,8,colorectal adenocarcinoma epithelium,train
73647,3,lymphocytes,train
49277,2,debris,train
195,0,adipose,train
75822,2,debris,train
69896,4,mucus,train
65165,4,mucus,train
49287,8,colorectal adenocarcinoma epithelium,train
34655,8,colorectal adenocarcinoma epithelium,train
43023,2,debris,train
68808,0,adipose,train
66072,2,debris,train
66660,5,smooth muscle,train
86369,8,colorectal adenocarcinoma epithelium,train
84531,3,lymphocytes,train
50778,3,lymphocytes,train
82430,0,adipose,train
70021,5,smooth muscle,train
18778,0,adipose,train
62394,8,colorectal adenocarcinoma epithelium,train
45657,3,lymphocytes,train
5936,5,smooth muscle,train
39202,4,mucus,train
56176,1,background,train
32653,2,debris,train
22888,6,normal colon mucosa,train
3224,4,mucus,train
1062,3,lymphocytes,train
40771,6,normal colon mucosa,train
35724,3,lymphocytes,train
58377,8,colorectal adenocarcinoma epithelium,train
78248,8,colorectal adenocarcinoma epithelium,train
14935,3,lymphocytes,train
29395,0,adipose,train
5133,2,debris,train
6858,5,smooth muscle,train
76959,6,normal colon mucosa,train
3355,0,adipose,train
1378,3,lymphocytes,train
89281,0,adipose,train
6354,7,cancer-associated stroma,train
1238,2,debris,train
78272,5,smooth muscle,train
46978,8,colorectal adenocarcinoma epithelium,train
51581,1,background,train
6016,5,smooth muscle,train
35955,0,adipose,train
41207,0,adipose,train
27785,0,adipose,train
45637,5,smooth muscle,train
50722,8,colorectal adenocarcinoma epithelium,train
42784,4,mucus,train
7387,2,debris,train
31844,5,smooth muscle,train
32317,2,debris,train
33662,5,smooth muscle,train
4317,5,smooth muscle,train
25851,7,cancer-associated stroma,train
2540,8,colorectal adenocarcinoma epithelium,train
64434,2,debris,train
25144,8,colorectal adenocarcinoma epithelium,train
23263,0,adipose,train
89625,3,lymphocytes,train
55211,6,normal colon mucosa,train
12067,8,colorectal adenocarcinoma epithelium,train
9120,4,mucus,train
68359,1,background,train
65612,3,lymphocytes,train
59270,7,cancer-associated stroma,train
82609,4,mucus,train
36772,5,smooth muscle,train
6425,4,mucus,train
9156,2,debris,train
6297,2,debris,train
4941,2,debris,train
56672,2,debris,train
9189,6,normal colon mucosa,train
69157,6,normal colon mucosa,train
1309,5,smooth muscle,train
11684,3,lymphocytes,train
61172,7,cancer-associated stroma,train
55940,6,normal colon mucosa,train
4531,3,lymphocytes,train
33748,8,colorectal adenocarcinoma epithelium,train
74209,2,debris,train
80813,6,normal colon mucosa,train
66703,5,smooth muscle,train
86447,1,background,train
6435,5,smooth muscle,train
23624,0,adipose,train
37176,8,colorectal adenocarcinoma epithelium,train
74308,1,background,train
62383,3,lymphocytes,train
6842,1,background,train
29900,2,debris,train
23389,5,smooth muscle,train
1871,5,smooth muscle,train
57165,4,mucus,train
82791,1,background,train
77430,0,adipose,train
67938,7,cancer-associated stroma,train
37285,8,colorectal adenocarcinoma epithelium,train
87344,3,lymphocytes,train
7418,5,smooth muscle,train
51737,6,normal colon mucosa,train
88768,6,normal colon mucosa,train
71853,2,debris,train
84372,3,lymphocytes,train
8118,5,smooth muscle,train
71456,3,lymphocytes,train
2668,1,background,train
41479,6,normal colon mucosa,train
11294,2,debris,train
645,0,adipose,train
17032,5,smooth muscle,train
21179,5,smooth muscle,train
72980,5,smooth muscle,train
817,0,adipose,train
84033,8,colorectal adenocarcinoma epithelium,train
5655,8,colorectal adenocarcinoma epithelium,train
37777,8,colorectal adenocarcinoma epithelium,train
32261,2,debris,train
17340,4,mucus,train
37936,0,adipose,train
32164,3,lymphocytes,train
58108,7,cancer-associated stroma,train
9938,7,cancer-associated stroma,train
52461,8,colorectal adenocarcinoma epithelium,train
13498,5,smooth muscle,train
23343,7,cancer-associated stroma,train
6955,7,cancer-associated stroma,train
19429,3,lymphocytes,train
80767,5,smooth muscle,train
2084,8,colorectal adenocarcinoma epithelium,train
36487,8,colorectal adenocarcinoma epithelium,train
21821,8,colorectal adenocarcinoma epithelium,train
63496,6,normal colon mucosa,train
39875,8,colorectal adenocarcinoma epithelium,train
9863,0,adipose,train
5815,0,adipose,train
56088,0,adipose,train
26611,4,mucus,train
4965,8,colorectal adenocarcinoma epithelium,train
86757,1,background,train
22628,2,debris,train
46631,6,normal colon mucosa,train
37753,0,adipose,train
763,2,debris,train
11725,5,smooth muscle,train
24584,5,smooth muscle,train
4863,1,background,train
4904,8,colorectal adenocarcinoma epithelium,train
52858,2,debris,train
53905,4,mucus,train
24372,6,normal colon mucosa,train
4727,1,background,train
67293,1,background,train
30452,3,lymphocytes,train
6274,6,normal colon mucosa,train
20583,2,debris,train
34280,2,debris,train
40207,5,smooth muscle,train
4405,5,smooth muscle,train
77192,8,colorectal adenocarcinoma epithelium,train
35226,5,smooth muscle,train
80775,5,smooth muscle,train
32718,0,adipose,train
75848,2,debris,train
32311,8,colorectal adenocarcinoma epithelium,train
79535,3,lymphocytes,train
60984,0,adipose,train
22713,4,mucus,train
6266,4,mucus,train
86602,8,colorectal adenocarcinoma epithelium,train
78767,1,background,train
10513,1,background,train
66932,3,lymphocytes,train
10260,3,lymphocytes,train
5168,0,adipose,train
85150,1,background,train
68306,6,normal colon mucosa,train
9272,7,cancer-associated stroma,train
27666,6,normal colon mucosa,train
25417,0,adipose,train
4663,3,lymphocytes,train
6368,4,mucus,train
43409,6,normal colon mucosa,train
65618,1,background,train
88312,0,adipose,train
2191,8,colorectal adenocarcinoma epithelium,train
59295,3,lymphocytes,train
87415,7,cancer-associated stroma,train
86778,5,smooth muscle,train
36400,5,smooth muscle,train
7401,5,smooth muscle,train
58993,4,mucus,train
77687,8,colorectal adenocarcinoma epithelium,train
43831,1,background,train
3538,6,normal colon mucosa,train
16092,8,colorectal adenocarcinoma epithelium,train
72843,1,background,train
7363,1,background,train
37649,4,mucus,train
24361,0,adipose,train
23356,2,debris,train
85899,2,debris,train
2979,6,normal colon mucosa,train
45693,6,normal colon mucosa,train
80673,8,colorectal adenocarcinoma epithelium,train
46137,6,normal colon mucosa,train
51987,1,background,train
29946,5,smooth muscle,train
70081,0,adipose,train
3508,4,mucus,train
36965,0,adipose,train
48478,3,lymphocytes,train
2601,8,colorectal adenocarcinoma epithelium,train
37286,8,colorectal adenocarcinoma epithelium,train
1408,7,cancer-associated stroma,train
55103,8,colorectal adenocarcinoma epithelium,train
51725,5,smooth muscle,train
58390,7,cancer-associated stroma,train
59268,1,background,train
9057,3,lymphocytes,train
7239,5,smooth muscle,train
24624,8,colorectal adenocarcinoma epithelium,train
81573,1,background,train
45119,2,debris,train
78482,3,lymphocytes,train
9855,6,normal colon mucosa,train
8116,5,smooth muscle,train
71111,2,debris,train
68702,0,adipose,train
8728,6,normal colon mucosa,train
12239,7,cancer-associated stroma,train
39839,3,lymphocytes,train
48791,6,normal colon mucosa,train
35979,5,smooth muscle,train
32792,2,debris,train
45401,6,normal colon mucosa,train
2447,4,mucus,train
177,5,smooth muscle,train
6873,1,background,train
33362,0,adipose,train
30557,4,mucus,train
69427,7,cancer-associated stroma,train
55591,1,background,train
40776,7,cancer-associated stroma,train
24032,7,cancer-associated stroma,train
74540,5,smooth muscle,train
5766,8,colorectal adenocarcinoma epithelium,train
7170,5,smooth muscle,train
63717,1,background,train
40504,8,colorectal adenocarcinoma epithelium,train
73163,3,lymphocytes,train
29633,2,debris,train
2576,0,adipose,train
83115,5,smooth muscle,train
63888,8,colorectal adenocarcinoma epithelium,train
13715,1,background,train
47721,3,lymphocytes,train
64488,1,background,train
2630,5,smooth muscle,train
24549,5,smooth muscle,train
54202,6,normal colon mucosa,train
56695,8,colorectal adenocarcinoma epithelium,train
15761,8,colorectal adenocarcinoma epithelium,train
34104,0,adipose,train
73697,2,debris,train
64591,4,mucus,train
16790,3,lymphocytes,train
74583,5,smooth muscle,train
28315,5,smooth muscle,train
5021,5,smooth muscle,train
17778,2,debris,train
44960,0,adipose,train
68546,0,adipose,train
69496,4,mucus,train
45986,5,smooth muscle,train
9482,8,colorectal adenocarcinoma epithelium,train
19377,8,colorectal adenocarcinoma epithelium,train
21206,8,colorectal adenocarcinoma epithelium,train
27550,0,adipose,train
35918,8,colorectal adenocarcinoma epithelium,train
61915,5,smooth muscle,train
39537,5,smooth muscle,train
16610,3,lymphocytes,train
27368,4,mucus,train
989,8,colorectal adenocarcinoma epithelium,train
52356,6,normal colon mucosa,train
87707,6,normal colon mucosa,train
45619,7,cancer-associated stroma,train
88116,0,adipose,train
47918,0,adipose,train
3330,2,debris,train
8141,1,background,train
25892,1,background,train
44009,2,debris,train
32660,4,mucus,train
49938,8,colorectal adenocarcinoma epithelium,train
60532,8,colorectal adenocarcinoma epithelium,train
6311,5,smooth muscle,train
78638,6,normal colon mucosa,train
1359,3,lymphocytes,train
75045,8,colorectal adenocarcinoma epithelium,train
17190,2,debris,train
84868,2,debris,train
73208,4,mucus,train
29282,2,debris,train
28845,3,lymphocytes,train
4460,3,lymphocytes,train
9612,7,cancer-associated stroma,train
69346,3,lymphocytes,train
50842,8,colorectal adenocarcinoma epithelium,train
31776,8,colorectal adenocarcinoma epithelium,train
10842,2,debris,train
64150,4,mucus,train
80681,7,cancer-associated stroma,train
6249,3,lymphocytes,train
13074,1,background,train
778,0,adipose,train
8403,7,cancer-associated stroma,train
45884,4,mucus,train
38116,4,mucus,train
84480,3,lymphocytes,train
88645,2,debris,train
1811,5,smooth muscle,train
49232,8,colorectal adenocarcinoma epithelium,train
2444,7,cancer-associated stroma,train
76987,6,normal colon mucosa,train
54850,0,adipose,train
2766,7,cancer-associated stroma,train
4353,0,adipose,train
80246,1,background,train
77655,4,mucus,train
38023,1,background,train
6065,1,background,train
49197,8,colorectal adenocarcinoma epithelium,train
50401,6,normal colon mucosa,train
945,1,background,train
46752,7,cancer-associated stroma,train
29050,1,background,train
55922,4,mucus,train
35965,8,colorectal adenocarcinoma epithelium,train
2687,5,smooth muscle,train
35829,2,debris,train
83302,2,debris,train
79807,7,cancer-associated stroma,train
48153,0,adipose,train
81504,3,lymphocytes,train
31392,2,debris,train
65455,8,colorectal adenocarcinoma epithelium,train
77217,5,smooth muscle,train
48651,5,smooth muscle,train
47607,1,background,train
77367,6,normal colon mucosa,train
34942,3,lymphocytes,train
55954,6,normal colon mucosa,train
22740,2,debris,train
79113,4,mucus,train
49468,3,lymphocytes,train
13149,8,colorectal adenocarcinoma epithelium,train
14353,3,lymphocytes,train
53497,8,colorectal adenocarcinoma epithelium,train
80898,0,adipose,train
1576,8,colorectal adenocarcinoma epithelium,train
55600,1,background,train
36294,4,mucus,train
25239,8,colorectal adenocarcinoma epithelium,train
10395,3,lymphocytes,train
53164,2,debris,train
33055,8,colorectal adenocarcinoma epithelium,train
54814,5,smooth muscle,train
5547,7,cancer-associated stroma,train
12886,0,adipose,train
10782,5,smooth muscle,train
31281,7,cancer-associated stroma,train
85513,3,lymphocytes,train
20158,0,adipose,train
5212,7,cancer-associated stroma,train
73940,7,cancer-associated stroma,train
3065,7,cancer-associated stroma,train
42036,0,adipose,train
17192,1,background,train
26187,8,colorectal adenocarcinoma epithelium,train
30755,8,colorectal adenocarcinoma epithelium,train
68643,1,background,train
52155,0,adipose,train
22476,4,mucus,train
45324,6,normal colon mucosa,train
27254,4,mucus,train
73479,4,mucus,train
7977,1,background,train
42155,1,background,train
88190,3,lymphocytes,train
1499,5,smooth muscle,train
61487,8,colorectal adenocarcinoma epithelium,train
4944,0,adipose,train
41422,8,colorectal adenocarcinoma epithelium,train
75323,1,background,train
29136,6,normal colon mucosa,train
75080,1,background,train
8176,8,colorectal adenocarcinoma epithelium,train
80438,1,background,train
2908,2,debris,train
30916,6,normal colon mucosa,train
59966,6,normal colon mucosa,train
29530,4,mucus,train
36692,4,mucus,train
30477,8,colorectal adenocarcinoma epithelium,train
6825,8,colorectal adenocarcinoma epithelium,train
70684,0,adipose,train
5720,3,lymphocytes,train
62845,0,adipose,train
3951,8,colorectal adenocarcinoma epithelium,train
13175,2,debris,train
71027,3,lymphocytes,train
78916,7,cancer-associated stroma,train
16538,7,cancer-associated stroma,train
38146,1,background,train
3748,7,cancer-associated stroma,train
2082,6,normal colon mucosa,train
8183,7,cancer-associated stroma,train
5751,0,adipose,train
30980,3,lymphocytes,train
66537,0,adipose,train
11593,3,lymphocytes,train
18413,6,normal colon mucosa,train
4581,2,debris,train
73835,5,smooth muscle,train
74623,3,lymphocytes,train
58976,3,lymphocytes,train
23641,4,mucus,train
4985,6,normal colon mucosa,train
7475,3,lymphocytes,train
81978,0,adipose,train
6183,3,lymphocytes,train
764,7,cancer-associated stroma,train
28831,4,mucus,train
89471,7,cancer-associated stroma,train
5328,1,background,train
27100,1,background,train
64022,4,mucus,train
