image_index,label_index,label_name
196,7,cancer-associated stroma
197,3,lymphocytes
198,3,lymphocytes
199,1,background
200,1,background
201,3,lymphocytes
202,1,background
203,4,mucus
204,1,background
205,7,cancer-associated stroma
206,1,background
207,4,mucus
208,2,debris
209,6,normal colon mucosa
210,2,debris
211,6,normal colon mucosa
212,3,lymphocytes
213,4,mucus
214,1,background
215,3,lymphocytes
216,8,colorectal adenocarcinoma epithelium
217,6,normal colon mucosa
218,0,adipose
219,6,normal colon mucosa
220,0,adipose
221,2,debris
222,7,cancer-associated stroma
223,7,cancer-associated stroma
224,2,debris
225,7,cancer-associated stroma
226,3,lymphocytes
227,5,smooth muscle
228,1,background
229,6,normal colon mucosa
230,0,adipose
231,0,adipose
232,7,cancer-associated stroma
233,3,lymphocytes
234,5,smooth muscle
235,4,mucus
236,1,background
237,8,colorectal adenocarcinoma epithelium
238,4,mucus
239,1,background
240,1,background
241,5,smooth muscle
242,0,adipose
243,8,colorectal adenocarcinoma epithelium
244,0,adipose
245,3,lymphocytes
246,0,adipose
247,3,lymphocytes
248,4,mucus
249,4,mucus
250,4,mucus
251,3,lymphocytes
252,3,lymphocytes
253,3,lymphocytes
254,8,colorectal adenocarcinoma epithelium
255,4,mucus
256,1,background
257,7,cancer-associated stroma
258,0,adipose
259,1,background
260,5,smooth muscle
261,5,smooth muscle
262,2,debris
263,5,smooth muscle
264,6,normal colon mucosa
265,3,lymphocytes
266,6,normal colon mucosa
267,8,colorectal adenocarcinoma epithelium
268,5,smooth muscle
269,3,lymphocytes
270,8,colorectal adenocarcinoma epithelium
271,4,mucus
272,7,cancer-associated stroma
273,1,background
274,8,colorectal adenocarcinoma epithelium
275,8,colorectal adenocarcinoma epithelium
276,7,cancer-associated stroma
277,4,mucus
278,7,cancer-associated stroma
279,0,adipose
280,5,smooth muscle
281,3,lymphocytes
282,7,cancer-associated stroma
283,6,normal colon mucosa
284,3,lymphocytes
285,5,smooth muscle
286,8,colorectal adenocarcinoma epithelium
287,3,lymphocytes
288,3,lymphocytes
289,0,adipose
290,2,debris
291,0,adipose
292,8,colorectal adenocarcinoma epithelium
293,8,colorectal adenocarcinoma epithelium
294,2,debris
295,5,smooth muscle
296,0,adipose
297,1,background
298,1,background
299,5,smooth muscle
300,5,smooth muscle
301,0,adipose
302,2,debris
303,5,smooth muscle
304,4,mucus
305,3,lymphocytes
306,6,normal colon mucosa
307,7,cancer-associated stroma
308,6,normal colon mucosa
309,1,background
310,8,colorectal adenocarcinoma epithelium
311,3,lymphocytes
312,7,cancer-associated stroma
313,3,lymphocytes
314,2,debris
315,3,lymphocytes
316,7,cancer-associated stroma
317,1,background
318,8,colorectal adenocarcinoma epithelium
319,3,lymphocytes
320,6,normal colon mucosa
321,5,smooth muscle
322,0,adipose
323,2,debris
324,1,background
325,7,cancer-associated stroma
326,0,adipose
327,8,colorectal adenocarcinoma epithelium
328,2,debris
329,3,lymphocytes
330,5,smooth muscle
331,2,debris
332,1,background
333,4,mucus
334,8,colorectal adenocarcinoma epithelium
335,7,cancer-associated stroma
336,6,normal colon mucosa
337,7,cancer-associated stroma
338,8,colorectal adenocarcinoma epithelium
339,6,normal colon mucosa
340,1,background
341,8,colorectal adenocarcinoma epithelium
342,7,cancer-associated stroma
343,7,cancer-associated stroma
344,5,smooth muscle
345,7,cancer-associated stroma
346,2,debris
347,0,adipose
348,6,normal colon mucosa
349,0,adipose
350,8,colorectal adenocarcinoma epithelium
351,7,cancer-associated stroma
352,8,colorectal adenocarcinoma epithelium
353,4,mucus
354,5,smooth muscle
355,3,lymphocytes
356,2,debris
357,0,adipose
358,2,debris
359,5,smooth muscle
360,2,debris
361,0,adipose
362,8,colorectal adenocarcinoma epithelium
363,4,mucus
364,4,mucus
365,6,normal colon mucosa
366,7,cancer-associated stroma
367,7,cancer-associated stroma
368,0,adipose
369,7,cancer-associated stroma
370,2,debris
371,0,adipose
372,3,lymphocytes
373,6,normal colon mucosa
374,5,smooth muscle
375,3,lymphocytes
376,8,colorectal adenocarcinoma epithelium
377,8,colorectal adenocarcinoma epithelium
378,5,smooth muscle
379,4,mucus
380,5,smooth muscle
381,7,cancer-associated stroma
382,5,smooth muscle
383,2,debris
384,1,background
385,8,colorectal adenocarcinoma epithelium
386,1,background
387,6,normal colon mucosa
388,3,lymphocytes
389,2,debris
390,2,debris
391,5,smooth muscle
392,1,background
393,8,colorectal adenocarcinoma epithelium
394,7,cancer-associated stroma
395,0,adipose
396,0,adipose
397,5,smooth muscle
398,5,smooth muscle
399,4,mucus
400,1,background
401,0,adipose
402,3,lymphocytes
403,8,colorectal adenocarcinoma epithelium
404,2,debris
405,8,colorectal adenocarcinoma epithelium
406,7,cancer-associated stroma
407,2,debris
408,8,colorectal adenocarcinoma epithelium
409,0,adipose
410,5,smooth muscle
411,1,background
412,1,background
413,8,colorectal adenocarcinoma epithelium
414,0,adipose
415,6,normal colon mucosa
416,2,debris
417,0,adipose
418,8,colorectal adenocarcinoma epithelium
419,7,cancer-associated stroma
420,5,smooth muscle
421,8,colorectal adenocarcinoma epithelium
422,6,normal colon mucosa
423,2,debris
424,6,normal colon mucosa
425,3,lymphocytes
426,2,debris
427,1,background
428,2,debris
429,5,smooth muscle
430,8,colorectal adenocarcinoma epithelium
431,8,colorectal adenocarcinoma epithelium
432,3,lymphocytes
433,2,debris
434,2,debris
435,6,normal colon mucosa
436,0,adipose
437,5,smooth muscle
438,8,colorectal adenocarcinoma epithelium
439,4,mucus
440,7,cancer-associated stroma
441,4,mucus
442,5,smooth muscle
443,8,colorectal adenocarcinoma epithelium
444,2,debris
445,6,normal colon mucosa
446,4,mucus
447,5,smooth muscle
448,5,smooth muscle
449,6,normal colon mucosa
450,1,background
451,3,lymphocytes
452,4,mucus
453,8,colorectal adenocarcinoma epithelium
454,8,colorectal adenocarcinoma epithelium
455,3,lymphocytes
456,5,smooth muscle
457,5,smooth muscle
458,1,background
459,5,smooth muscle
460,2,debris
461,5,smooth muscle
462,7,cancer-associated stroma
463,3,lymphocytes
464,5,smooth muscle
465,2,debris
466,7,cancer-associated stroma
467,0,adipose
468,2,debris
469,7,cancer-associated stroma
470,2,debris
471,5,smooth muscle
472,2,debris
473,0,adipose
474,3,lymphocytes
475,6,normal colon mucosa
476,4,mucus
477,2,debris
478,5,smooth muscle
479,8,colorectal adenocarcinoma epithelium
480,5,smooth muscle
481,5,smooth muscle
482,2,debris
483,5,smooth muscle
484,7,cancer-associated stroma
485,0,adipose
486,0,adipose
487,3,lymphocytes
488,0,adipose
489,5,smooth muscle
490,8,colorectal adenocarcinoma epithelium
491,8,colorectal adenocarcinoma epithelium
492,5,smooth muscle
493,0,adipose
494,1,background
495,3,lymphocytes
496,4,mucus
497,0,adipose
498,8,colorectal adenocarcinoma epithelium
499,3,lymphocytes
500,0,adipose
501,0,adipose
502,0,adipose
503,4,mucus
504,2,debris
505,1,background
506,5,smooth muscle
507,1,background
508,6,normal colon mucosa
509,3,lymphocytes
510,0,adipose
511,6,normal colon mucosa
512,2,debris
513,0,adipose
514,3,lymphocytes
515,3,lymphocytes
516,5,smooth muscle
517,1,background
518,2,debris
519,0,adipose
520,3,lymphocytes
521,3,lymphocytes
522,5,smooth muscle
523,5,smooth muscle
524,8,colorectal adenocarcinoma epithelium
525,1,background
526,1,background
527,4,mucus
528,3,lymphocytes
529,1,background
530,1,background
531,0,adipose
532,1,background
533,2,debris
534,2,debris
535,5,smooth muscle
536,8,colorectal adenocarcinoma epithelium
537,7,cancer-associated stroma
538,8,colorectal adenocarcinoma epithelium
539,8,colorectal adenocarcinoma epithelium
540,3,lymphocytes
541,5,smooth muscle
542,1,background
543,3,lymphocytes
544,3,lymphocytes
545,6,normal colon mucosa
546,1,background
547,1,background
548,4,mucus
549,0,adipose
550,5,smooth muscle
551,1,background
552,3,lymphocytes
553,5,smooth muscle
554,2,debris
555,1,background
556,5,smooth muscle
557,3,lymphocytes
558,5,smooth muscle
559,4,mucus
560,2,debris
561,4,mucus
562,2,debris
563,8,colorectal adenocarcinoma epithelium
564,1,background
565,3,lymphocytes
566,6,normal colon mucosa
567,0,adipose
568,3,lymphocytes
569,8,colorectal adenocarcinoma epithelium
570,8,colorectal adenocarcinoma epithelium
571,4,mucus
572,5,smooth muscle
573,0,adipose
574,4,mucus
575,1,background
576,4,mucus
577,7,cancer-associated stroma
578,5,smooth muscle
579,7,cancer-associated stroma
580,8,colorectal adenocarcinoma epithelium
581,4,mucus
582,7,cancer-associated stroma
583,5,smooth muscle
584,0,adipose
585,2,debris
586,5,smooth muscle
587,3,lymphocytes
588,5,smooth muscle
589,7,cancer-associated stroma
590,7,cancer-associated stroma
591,2,debris
592,1,background
593,2,debris
594,8,colorectal adenocarcinoma epithelium
595,0,adipose
596,2,debris
597,1,background
598,6,normal colon mucosa
599,7,cancer-associated stroma
600,7,cancer-associated stroma
601,5,smooth muscle
602,1,background
603,5,smooth muscle
604,2,debris
605,3,lymphocytes
606,0,adipose
607,2,debris
608,3,lymphocytes
609,4,mucus
610,4,mucus
611,8,colorectal adenocarcinoma epithelium
612,8,colorectal adenocarcinoma epithelium
613,8,colorectal adenocarcinoma epithelium
614,6,normal colon mucosa
615,6,normal colon mucosa
616,8,colorectal adenocarcinoma epithelium
617,4,mucus
618,0,adipose
619,5,smooth muscle
620,8,colorectal adenocarcinoma epithelium
621,7,cancer-associated stroma
622,5,smooth muscle
623,2,debris
624,2,debris
625,6,normal colon mucosa
626,7,cancer-associated stroma
627,1,background
628,1,background
629,4,mucus
630,3,lymphocytes
631,8,colorectal adenocarcinoma epithelium
632,8,colorectal adenocarcinoma epithelium
633,5,smooth muscle
634,5,smooth muscle
635,6,normal colon mucosa
636,0,adipose
637,0,adipose
638,0,adipose
639,6,normal colon mucosa
640,8,colorectal adenocarcinoma epithelium
641,3,lymphocytes
642,4,mucus
643,2,debris
644,8,colorectal adenocarcinoma epithelium
645,3,lymphocytes
646,0,adipose
647,1,background
648,1,background
649,1,background
650,5,smooth muscle
651,5,smooth muscle
652,2,debris
653,5,smooth muscle
654,3,lymphocytes
655,5,smooth muscle
656,5,smooth muscle
657,2,debris
658,0,adipose
659,5,smooth muscle
660,4,mucus
661,4,mucus
662,2,debris
663,3,lymphocytes
664,0,adipose
665,7,cancer-associated stroma
666,7,cancer-associated stroma
667,8,colorectal adenocarcinoma epithelium
668,8,colorectal adenocarcinoma epithelium
669,8,colorectal adenocarcinoma epithelium
670,5,smooth muscle
671,2,debris
672,6,normal colon mucosa
673,3,lymphocytes
674,3,lymphocytes
675,2,debris
676,8,colorectal adenocarcinoma epithelium
677,4,mucus
678,3,lymphocytes
679,3,lymphocytes
680,0,adipose
681,1,background
682,3,lymphocytes
683,2,debris
684,2,debris
685,1,background
686,3,lymphocytes
687,4,mucus
688,6,normal colon mucosa
689,2,debris
690,2,debris
691,7,cancer-associated stroma
692,3,lymphocytes
693,6,normal colon mucosa
694,5,smooth muscle
695,1,background
696,2,debris
697,4,mucus
698,4,mucus
699,0,adipose
700,3,lymphocytes
701,3,lymphocytes
702,3,lymphocytes
703,0,adipose
704,8,colorectal adenocarcinoma epithelium
705,6,normal colon mucosa
706,4,mucus
707,7,cancer-associated stroma
708,4,mucus
709,2,debris
710,3,lymphocytes
711,6,normal colon mucosa
712,5,smooth muscle
713,8,colorectal adenocarcinoma epithelium
714,6,normal colon mucosa
715,5,smooth muscle
716,6,normal colon mucosa
717,3,lymphocytes
718,4,mucus
719,3,lymphocytes
720,7,cancer-associated stroma
721,8,colorectal adenocarcinoma epithelium
722,4,mucus
723,3,lymphocytes
724,2,debris
725,6,normal colon mucosa
726,0,adipose
727,1,background
728,5,smooth muscle
729,7,cancer-associated stroma
730,1,background
731,3,lymphocytes
732,6,normal colon mucosa
733,0,adipose
734,0,adipose
735,5,smooth muscle
736,8,colorectal adenocarcinoma epithelium
737,7,cancer-associated stroma
738,7,cancer-associated stroma
739,8,colorectal adenocarcinoma epithelium
740,4,mucus
741,2,debris
742,6,normal colon mucosa
743,6,normal colon mucosa
744,1,background
745,8,colorectal adenocarcinoma epithelium
746,3,lymphocytes
747,5,smooth muscle
748,8,colorectal adenocarcinoma epithelium
749,5,smooth muscle
750,5,smooth muscle
751,6,normal colon mucosa
752,2,debris
753,5,smooth muscle
754,8,colorectal adenocarcinoma epithelium
755,4,mucus
756,5,smooth muscle
757,5,smooth muscle
758,7,cancer-associated stroma
759,3,lymphocytes
760,1,background
761,6,normal colon mucosa
762,7,cancer-associated stroma
763,2,debris
764,7,cancer-associated stroma
765,5,smooth muscle
766,4,mucus
767,2,debris
768,1,background
769,7,cancer-associated stroma
770,5,smooth muscle
771,0,adipose
772,1,background
773,0,adipose
774,2,debris
775,1,background
776,0,adipose
777,4,mucus
778,0,adipose
779,0,adipose
780,5,smooth muscle
781,2,debris
782,1,background
783,4,mucus
784,7,cancer-associated stroma
785,3,lymphocytes
786,1,background
787,3,lymphocytes
788,4,mucus
789,7,cancer-associated stroma
790,5,smooth muscle
791,1,background
792,1,background
793,6,normal colon mucosa
794,1,background
795,0,adipose
796,1,background
797,4,mucus
798,4,mucus
799,1,background
800,3,lymphocytes
801,3,lymphocytes
802,3,lymphocytes
803,3,lymphocytes
804,3,lymphocytes
805,7,cancer-associated stroma
806,8,colorectal adenocarcinoma epithelium
807,2,debris
808,3,lymphocytes
809,2,debris
810,5,smooth muscle
811,3,lymphocytes
812,7,cancer-associated stroma
813,1,background
814,0,adipose
815,6,normal colon mucosa
816,4,mucus
817,0,adipose
818,2,debris
819,7,cancer-associated stroma
820,7,cancer-associated stroma
821,6,normal colon mucosa
822,1,background
823,5,smooth muscle
824,4,mucus
825,0,adipose
826,2,debris
827,6,normal colon mucosa
828,8,colorectal adenocarcinoma epithelium
829,5,smooth muscle
830,8,colorectal adenocarcinoma epithelium
831,1,background
832,5,smooth muscle
833,6,normal colon mucosa
834,5,smooth muscle
835,4,mucus
836,5,smooth muscle
837,0,adipose
838,4,mucus
839,7,cancer-associated stroma
840,1,background
841,8,colorectal adenocarcinoma epithelium
842,7,cancer-associated stroma
843,2,debris
844,6,normal colon mucosa
845,8,colorectal adenocarcinoma epithelium
846,8,colorectal adenocarcinoma epithelium
847,7,cancer-associated stroma
848,0,adipose
849,1,background
850,1,background
851,6,normal colon mucosa
852,8,colorectal adenocarcinoma epithelium
853,4,mucus
854,6,normal colon mucosa
855,1,background
856,6,normal colon mucosa
857,5,smooth muscle
858,2,debris
859,1,background
860,2,debris
861,2,debris
862,4,mucus
863,0,adipose
864,4,mucus
865,3,lymphocytes
866,8,colorectal adenocarcinoma epithelium
867,3,lymphocytes
868,2,debris
869,0,adipose
870,2,debris
871,3,lymphocytes
872,1,background
873,5,smooth muscle
874,0,adipose
875,7,cancer-associated stroma
876,0,adipose
877,3,lymphocytes
878,6,normal colon mucosa
879,4,mucus
880,1,background
881,3,lymphocytes
882,1,background
883,0,adipose
884,6,normal colon mucosa
885,7,cancer-associated stroma
886,3,lymphocytes
887,0,adipose
888,6,normal colon mucosa
889,0,adipose
890,6,normal colon mucosa
891,1,background
892,6,normal colon mucosa
893,4,mucus
894,1,background
895,1,background
896,1,background
897,8,colorectal adenocarcinoma epithelium
898,8,colorectal adenocarcinoma epithelium
899,7,cancer-associated stroma
900,8,colorectal adenocarcinoma epithelium
901,6,normal colon mucosa
902,5,smooth muscle
903,2,debris
904,7,cancer-associated stroma
905,3,lymphocytes
906,8,colorectal adenocarcinoma epithelium
907,7,cancer-associated stroma
908,5,smooth muscle
909,3,lymphocytes
910,8,colorectal adenocarcinoma epithelium
911,1,background
912,8,colorectal adenocarcinoma epithelium
913,0,adipose
914,0,adipose
915,1,background
916,3,lymphocytes
917,4,mucus
918,4,mucus
919,8,colorectal adenocarcinoma epithelium
920,8,colorectal adenocarcinoma epithelium
921,1,background
922,6,normal colon mucosa
923,5,smooth muscle
924,2,debris
925,6,normal colon mucosa
926,5,smooth muscle
927,5,smooth muscle
928,1,background
929,5,smooth muscle
930,3,lymphocytes
931,6,normal colon mucosa
932,8,colorectal adenocarcinoma epithelium
933,3,lymphocytes
934,4,mucus
935,4,mucus
936,0,adipose
937,1,background
938,4,mucus
939,0,adipose
940,3,lymphocytes
941,2,debris
942,4,mucus
943,7,cancer-associated stroma
944,4,mucus
945,1,background
946,5,smooth muscle
947,3,lymphocytes
948,1,background
949,6,normal colon mucosa
950,8,colorectal adenocarcinoma epithelium
951,2,debris
952,2,debris
953,3,lymphocytes
954,4,mucus
955,5,smooth muscle
956,7,cancer-associated stroma
957,3,lymphocytes
958,6,normal colon mucosa
959,5,smooth muscle
960,2,debris
961,6,normal colon mucosa
962,8,colorectal adenocarcinoma epithelium
963,3,lymphocytes
964,8,colorectal adenocarcinoma epithelium
965,7,cancer-associated stroma
966,1,background
967,5,smooth muscle
968,0,adipose
969,5,smooth muscle
970,3,lymphocytes
971,7,cancer-associated stroma
972,8,colorectal adenocarcinoma epithelium
973,8,colorectal adenocarcinoma epithelium
974,0,adipose
975,4,mucus
976,3,lymphocytes
977,6,normal colon mucosa
978,6,normal colon mucosa
979,3,lymphocytes
980,4,mucus
981,3,lymphocytes
982,0,adipose
983,2,debris
984,5,smooth muscle
985,2,debris
986,4,mucus
987,2,debris
988,5,smooth muscle
989,8,colorectal adenocarcinoma epithelium
990,8,colorectal adenocarcinoma epithelium
991,2,debris
992,5,smooth muscle
993,7,cancer-associated stroma
994,3,lymphocytes
995,3,lymphocytes
996,7,cancer-associated stroma
997,3,lymphocytes
998,4,mucus
999,7,cancer-associated stroma
1000,7,cancer-associated stroma
1001,8,colorectal adenocarcinoma epithelium
1002,7,cancer-associated stroma
1003,5,smooth muscle
1004,7,cancer-associated stroma
1005,1,background
1006,4,mucus
1007,2,debris
1008,1,background
1009,8,colorectal adenocarcinoma epithelium
1010,6,normal colon mucosa
1011,7,cancer-associated stroma
1012,2,debris
1013,0,adipose
1014,1,background
1015,8,colorectal adenocarcinoma epithelium
1016,8,colorectal adenocarcinoma epithelium
1017,8,colorectal adenocarcinoma epithelium
1018,6,normal colon mucosa
1019,5,smooth muscle
1020,8,colorectal adenocarcinoma epithelium
1021,2,debris
1022,5,smooth muscle
1023,8,colorectal adenocarcinoma epithelium
1024,4,mucus
1025,7,cancer-associated stroma
1026,7,cancer-associated stroma
1027,5,smooth muscle
1028,0,adipose
1029,8,colorectal adenocarcinoma epithelium
1030,5,smooth muscle
1031,4,mucus
1032,4,mucus
1033,4,mucus
1034,1,background
1035,7,cancer-associated stroma
1036,2,debris
1037,0,adipose
1038,5,smooth muscle
1039,6,normal colon mucosa
1040,0,adipose
1041,5,smooth muscle
1042,7,cancer-associated stroma
1043,1,background
1044,8,colorectal adenocarcinoma epithelium
1045,0,adipose
1046,3,lymphocytes
1047,8,colorectal adenocarcinoma epithelium
1048,5,smooth muscle
1049,7,cancer-associated stroma
1050,5,smooth muscle
1051,5,smooth muscle
1052,8,colorectal adenocarcinoma epithelium
1053,6,normal colon mucosa
1054,2,debris
1055,5,smooth muscle
1056,0,adipose
1057,6,normal colon mucosa
1058,7,cancer-associated stroma
1059,0,adipose
1060,5,smooth muscle
1061,6,normal colon mucosa
1062,6,normal colon mucosa
1063,0,adipose
1064,8,colorectal adenocarcinoma epithelium
1065,8,colorectal adenocarcinoma epithelium
1066,8,colorectal adenocarcinoma epithelium
1067,8,colorectal adenocarcinoma epithelium
1068,3,lymphocytes
1069,3,lymphocytes
1070,7,cancer-associated stroma
1071,6,normal colon mucosa
1072,8,colorectal adenocarcinoma epithelium
1073,3,lymphocytes
1074,2,debris
1075,4,mucus
1076,2,debris
1077,1,background
1078,8,colorectal adenocarcinoma epithelium
1079,4,mucus
1080,8,colorectal adenocarcinoma epithelium
1081,5,smooth muscle
1082,4,mucus
1083,0,adipose
1084,6,normal colon mucosa
1085,6,normal colon mucosa
1086,8,colorectal adenocarcinoma epithelium
1087,2,debris
1088,1,background
1089,1,background
1090,7,cancer-associated stroma
1091,4,mucus
1092,5,smooth muscle
1093,6,normal colon mucosa
1094,4,mucus
1095,2,debris
1096,6,normal colon mucosa
1097,2,debris
1098,4,mucus
1099,4,mucus
1100,0,adipose
1101,7,cancer-associated stroma
1102,4,mucus
1103,3,lymphocytes
1104,7,cancer-associated stroma
1105,5,smooth muscle
1106,4,mucus
1107,2,debris
1108,2,debris
1109,1,background
1110,8,colorectal adenocarcinoma epithelium
1111,8,colorectal adenocarcinoma epithelium
1112,7,cancer-associated stroma
1113,6,normal colon mucosa
1114,8,colorectal adenocarcinoma epithelium
1115,2,debris
1116,2,debris
1117,3,lymphocytes
1118,5,smooth muscle
1119,2,debris
1120,4,mucus
1121,6,normal colon mucosa
1122,6,normal colon mucosa
1123,8,colorectal adenocarcinoma epithelium
1124,8,colorectal adenocarcinoma epithelium
1125,3,lymphocytes
1126,0,adipose
1127,3,lymphocytes
1128,8,colorectal adenocarcinoma epithelium
1129,6,normal colon mucosa
1130,1,background
1131,5,smooth muscle
1132,4,mucus
1133,8,colorectal adenocarcinoma epithelium
1134,3,lymphocytes
1135,5,smooth muscle
1136,8,colorectal adenocarcinoma epithelium
1137,6,normal colon mucosa
1138,1,background
1139,6,normal colon mucosa
1140,5,smooth muscle
1141,4,mucus
1142,8,colorectal adenocarcinoma epithelium
1143,8,colorectal adenocarcinoma epithelium
1144,8,colorectal adenocarcinoma epithelium
1145,7,cancer-associated stroma
1146,2,debris
1147,3,lymphocytes
1148,3,lymphocytes
1149,5,smooth muscle
1150,6,normal colon mucosa
1151,1,background
1152,4,mucus
1153,8,colorectal adenocarcinoma epithelium
1154,2,debris
1155,3,lymphocytes
1156,1,background
1157,2,debris
1158,7,cancer-associated stroma
1159,7,cancer-associated stroma
1160,2,debris
1161,2,debris
1162,6,normal colon mucosa
1163,0,adipose
1164,5,smooth muscle
1165,2,debris
1166,5,smooth muscle
1167,4,mucus
1168,8,colorectal adenocarcinoma epithelium
1169,0,adipose
1170,4,mucus
1171,2,debris
1172,0,adipose
1173,8,colorectal adenocarcinoma epithelium
1174,8,colorectal adenocarcinoma epithelium
1175,7,cancer-associated stroma
1176,8,colorectal adenocarcinoma epithelium
1177,6,normal colon mucosa
1178,5,smooth muscle
1179,2,debris
1180,5,smooth muscle
1181,8,colorectal adenocarcinoma epithelium
1182,2,debris
1183,1,background
1184,2,debris
1185,5,smooth muscle
1186,5,smooth muscle
1187,3,lymphocytes
1188,5,smooth muscle
1189,5,smooth muscle
1190,1,background
1191,0,adipose
1192,5,smooth muscle
1193,5,smooth muscle
1194,7,cancer-associated stroma
1195,5,smooth muscle
1196,6,normal colon mucosa
1197,3,lymphocytes
1198,1,background
1199,4,mucus
1200,7,cancer-associated stroma
1201,4,mucus
1202,3,lymphocytes
1203,5,smooth muscle
1204,5,smooth muscle
1205,8,colorectal adenocarcinoma epithelium
1206,1,background
1207,3,lymphocytes
1208,3,lymphocytes
1209,6,normal colon mucosa
1210,7,cancer-associated stroma
1211,5,smooth muscle
1212,2,debris
1213,1,background
1214,7,cancer-associated stroma
1215,5,smooth muscle
1216,7,cancer-associated stroma
1217,7,cancer-associated stroma
1218,8,colorectal adenocarcinoma epithelium
1219,6,normal colon mucosa
1220,5,smooth muscle
1221,8,colorectal adenocarcinoma epithelium
1222,2,debris
1223,5,smooth muscle
1224,7,cancer-associated stroma
1225,2,debris
1226,2,debris
1227,2,debris
1228,6,normal colon mucosa
1229,5,smooth muscle
