image_index,label_index,label_name
482,2,drusen
483,1,diabetic macular edema
484,0,choroidal neovascularization
485,3,normal
486,3,normal
487,0,choroidal neovascularization
488,3,normal
489,1,diabetic macular edema
490,1,diabetic macular edema
491,1,diabetic macular edema
492,3,normal
493,3,normal
494,2,drusen
495,0,choroidal neovascularization
496,0,choroidal neovascularization
497,3,normal
498,2,drusen
499,0,choroidal neovascularization
500,1,diabetic macular edema
501,3,normal
502,3,normal
503,2,drusen
504,3,normal
505,3,normal
506,1,diabetic macular edema
507,3,normal
508,0,choroidal neovascularization
509,3,normal
510,1,diabetic macular edema
511,1,diabetic macular edema
512,3,normal
513,2,drusen
514,0,choroidal neovascularization
515,0,choroidal neovascularization
516,3,normal
517,0,choroidal neovascularization
518,3,normal
519,3,normal
520,0,choroidal neovascularization
521,3,normal
522,3,normal
523,3,normal
524,1,diabetic macular edema
525,1,diabetic macular edema
526,1,diabetic macular edema
527,3,normal
528,3,normal
529,3,normal
530,1,diabetic macular edema
531,3,normal
532,3,normal
533,1,diabetic macular edema
534,1,diabetic macular edema
535,3,normal
536,3,normal
537,3,normal
538,3,normal
539,1,diabetic macular edema
540,1,diabetic macular edema
541,3,normal
542,1,diabetic macular edema
543,0,choroidal neovascularization
544,1,diabetic macular edema
545,0,choroidal neovascularization
546,0,choroidal neovascularization
547,2,drusen
548,3,normal
549,3,normal
550,0,choroidal neovascularization
551,1,diabetic macular edema
552,3,normal
553,3,normal
554,0,choroidal neovascularization
555,3,normal
556,1,diabetic macular edema
557,1,diabetic macular edema
558,3,normal
559,0,choroidal neovascularization
560,2,drusen
561,0,choroidal neovascularization
562,0,choroidal neovascularization
563,0,choroidal neovascularization
564,3,normal
565,0,choroidal neovascularization
566,0,choroidal neovascularization
567,0,choroidal neovascularization
568,0,choroidal neovascularization
569,3,normal
570,0,choroidal neovascularization
571,3,normal
572,2,drusen
573,0,choroidal neovascularization
574,0,choroidal neovascularization
575,3,normal
576,1,diabetic macular edema
577,3,normal
578,3,normal
579,0,choroidal neovascularization
580,0,choroidal neovascularization
581,3,normal
582,0,choroidal neovascularization
583,3,normal
584,3,normal
585,3,normal
586,1,diabetic macular edema
587,0,choroidal neovascularization
588,0,choroidal neovascularization
589,0,choroidal neovascularization
590,3,normal
591,3,normal
592,3,normal
593,3,normal
594,0,choroidal neovascularization
595,0,choroidal neovascularization
596,0,choroidal neovascularization
597,0,choroidal neovascularization
598,3,normal
599,3,normal
600,0,choroidal neovascularization
601,0,choroidal neovascularization
602,3,normal
603,3,normal
604,3,normal
605,0,choroidal neovascularization
606,2,drusen
607,3,normal
608,1,diabetic macular edema
609,3,normal
610,0,choroidal neovascularization
611,0,choroidal neovascularization
612,3,normal
613,3,normal
614,3,normal
615,3,normal
616,0,choroidal neovascularization
617,2,drusen
618,0,choroidal neovascularization
619,0,choroidal neovascularization
620,1,diabetic macular edema
621,3,normal
622,3,normal
623,3,normal
624,0,choroidal neovascularization
625,0,choroidal neovascularization
626,3,normal
627,0,choroidal neovascularization
628,0,choroidal neovascularization
629,2,drusen
630,0,choroidal neovascularization
631,3,normal
632,0,choroidal neovascularization
633,0,choroidal neovascularization
634,1,diabetic macular edema
635,2,drusen
636,1,diabetic macular edema
637,1,diabetic macular edema
638,3,normal
639,3,normal
640,0,choroidal neovascularization
641,0,choroidal neovascularization
642,3,normal
643,3,normal
644,3,normal
645,3,normal
646,3,normal
647,0,choroidal neovascularization
648,1,diabetic macular edema
649,0,choroidal neovascularization
650,0,choroidal neovascularization
651,3,normal
652,1,diabetic macular edema
653,0,choroidal neovascularization
654,0,choroidal neovascularization
655,0,choroidal neovascularization
656,0,choroidal neovascularization
657,3,normal
658,0,choroidal neovascularization
659,0,choroidal neovascularization
660,0,choroidal neovascularization
661,3,normal
662,0,choroidal neovascularization
663,3,normal
664,3,normal
665,3,normal
666,0,choroidal neovascularization
667,3,normal
668,3,normal
669,3,normal
670,3,normal
671,3,normal
672,0,choroidal neovascularization
673,3,normal
674,0,choroidal neovascularization
675,3,normal
676,3,normal
677,3,normal
678,3,normal
679,0,choroidal neovascularization
680,3,normal
681,0,choroidal neovascularization
682,3,normal
683,3,normal
684,3,normal
685,0,choroidal neovascularization
686,3,normal
687,1,diabetic macular edema
688,3,normal
689,1,diabetic macular edema
690,3,normal
691,3,normal
692,3,normal
693,3,normal
694,2,drusen
695,3,normal
696,3,normal
697,0,choroidal neovascularization
698,3,normal
699,0,choroidal neovascularization
700,0,choroidal neovascularization
701,3,normal
702,3,normal
703,3,normal
704,3,normal
705,0,choroidal neovascularization
706,3,normal
707,3,normal
708,3,normal
709,0,choroidal neovascularization
710,3,normal
711,2,drusen
712,0,choroidal neovascularization
713,0,choroidal neovascularization
714,1,diabetic macular edema
715,3,normal
716,0,choroidal neovascularization
717,1,diabetic macular edema
718,3,normal
719,0,choroidal neovascularization
720,3,normal
721,0,choroidal neovascularization
722,0,choroidal neovascularization
723,3,normal
724,3,normal
725,3,normal
726,3,normal
727,3,normal
728,3,normal
729,3,normal
730,0,choroidal neovascularization
731,3,normal
732,2,drusen
733,0,choroidal neovascularization
734,3,normal
735,0,choroidal neovascularization
736,3,normal
737,0,choroidal neovascularization
738,3,normal
739,3,normal
740,0,choroidal neovascularization
741,0,choroidal neovascularization
742,1,diabetic macular edema
743,2,drusen
744,3,normal
745,1,diabetic macular edema
746,3,normal
747,1,diabetic macular edema
748,3,normal
749,3,normal
750,1,diabetic macular edema
751,3,normal
752,3,normal
753,2,drusen
754,0,choroidal neovascularization
755,3,normal
756,3,normal
757,0,choroidal neovascularization
758,2,drusen
759,3,normal
760,3,normal
761,0,choroidal neovascularization
762,0,choroidal neovascularization
763,0,choroidal neovascularization
764,3,normal
765,0,choroidal neovascularization
766,3,normal
767,0,choroidal neovascularization
768,0,choroidal neovascularization
769,0,choroidal neovascularization
770,3,normal
771,0,choroidal neovascularization
772,3,normal
773,3,normal
774,0,choroidal neovascularization
775,1,diabetic macular edema
776,3,normal
777,2,drusen
778,3,normal
779,0,choroidal neovascularization
780,0,choroidal neovascularization
781,0,choroidal neovascularization
782,0,choroidal neovascularization
783,3,normal
784,3,normal
785,0,choroidal neovascularization
786,0,choroidal neovascularization
787,0,choroidal neovascularization
788,3,normal
789,0,choroidal neovascularization
790,1,diabetic macular edema
791,0,choroidal neovascularization
792,0,choroidal neovascularization
793,3,normal
794,3,normal
795,0,choroidal neovascularization
796,1,diabetic macular edema
797,0,choroidal neovascularization
798,3,normal
799,0,choroidal neovascularization
800,1,diabetic macular edema
801,0,choroidal neovascularization
802,1,diabetic macular edema
803,3,normal
804,0,choroidal neovascularization
805,0,choroidal neovascularization
806,3,normal
807,0,choroidal neovascularization
808,1,diabetic macular edema
809,2,drusen
810,0,choroidal neovascularization
811,1,diabetic macular edema
812,0,choroidal neovascularization
813,3,normal
814,3,normal
815,3,normal
816,3,normal
817,2,drusen
818,2,drusen
819,2,drusen
820,0,choroidal neovascularization
821,0,choroidal neovascularization
822,0,choroidal neovascularization
823,3,normal
824,3,normal
825,0,choroidal neovascularization
826,3,normal
827,3,normal
828,3,normal
829,0,choroidal neovascularization
830,3,normal
831,2,drusen
832,3,normal
833,1,diabetic macular edema
834,3,normal
835,3,normal
836,3,normal
837,3,normal
838,0,choroidal neovascularization
839,3,normal
840,3,normal
841,0,choroidal neovascularization
842,0,choroidal neovascularization
843,0,choroidal neovascularization
844,0,choroidal neovascularization
845,3,normal
846,0,choroidal neovascularization
847,3,normal
848,0,choroidal neovascularization
849,0,choroidal neovascularization
850,3,normal
851,0,choroidal neovascularization
852,3,normal
853,2,drusen
854,2,drusen
855,0,choroidal neovascularization
856,0,choroidal neovascularization
857,3,normal
858,0,choroidal neovascularization
859,0,choroidal neovascularization
860,2,drusen
861,0,choroidal neovascularization
862,3,normal
863,0,choroidal neovascularization
864,3,normal
865,0,choroidal neovascularization
866,3,normal
867,3,normal
868,0,choroidal neovascularization
869,2,drusen
870,0,choroidal neovascularization
871,1,diabetic macular edema
872,1,diabetic macular edema
873,0,choroidal neovascularization
874,0,choroidal neovascularization
875,3,normal
876,3,normal
877,3,normal
878,0,choroidal neovascularization
879,0,choroidal neovascularization
880,2,drusen
881,0,choroidal neovascularization
882,0,choroidal neovascularization
883,3,normal
884,1,diabetic macular edema
885,3,normal
886,3,normal
887,3,normal
888,3,normal
889,0,choroidal neovascularization
890,0,choroidal neovascularization
891,0,choroidal neovascularization
892,3,normal
893,3,normal
894,1,diabetic macular edema
895,3,normal
896,3,normal
897,0,choroidal neovascularization
898,3,normal
899,3,normal
900,3,normal
901,3,normal
902,3,normal
903,3,normal
904,3,normal
905,3,normal
906,0,choroidal neovascularization
907,0,choroidal neovascularization
908,1,diabetic macular edema
909,3,normal
910,2,drusen
911,1,diabetic macular edema
912,3,normal
913,3,normal
914,3,normal
915,2,drusen
916,0,choroidal neovascularization
917,3,normal
918,0,choroidal neovascularization
919,3,normal
920,3,normal
921,1,diabetic macular edema
922,3,normal
923,0,choroidal neovascularization
924,1,diabetic macular edema
925,0,choroidal neovascularization
926,1,diabetic macular edema
927,0,choroidal neovascularization
928,2,drusen
929,3,normal
930,3,normal
931,0,choroidal neovascularization
932,2,drusen
933,3,normal
934,2,drusen
935,3,normal
936,0,choroidal neovascularization
937,1,diabetic macular edema
938,3,normal
939,0,choroidal neovascularization
940,0,choroidal neovascularization
941,0,choroidal neovascularization
942,1,diabetic macular edema
943,3,normal
944,1,diabetic macular edema
945,3,normal
946,3,normal
947,2,drusen
948,0,choroidal neovascularization
949,3,normal
950,0,choroidal neovascularization
951,3,normal
952,0,choroidal neovascularization
953,3,normal
954,0,choroidal neovascularization
955,0,choroidal neovascularization
956,0,choroidal neovascularization
957,0,choroidal neovascularization
958,3,normal
959,3,normal
960,3,normal
961,3,normal
962,0,choroidal neovascularization
963,3,normal
964,1,diabetic macular edema
965,3,normal
966,3,normal
967,3,normal
968,3,normal
969,3,normal
970,3,normal
971,3,normal
972,0,choroidal neovascularization
973,0,choroidal neovascularization
974,0,choroidal neovascularization
975,3,normal
976,0,choroidal neovascularization
977,3,normal
978,3,normal
979,0,choroidal neovascularization
980,3,normal
981,0,choroidal neovascularization
982,0,choroidal neovascularization
983,0,choroidal neovascularization
984,3,normal
985,3,normal
986,3,normal
987,0,choroidal neovascularization
988,3,normal
989,0,choroidal neovascularization
990,0,choroidal neovascularization
991,0,choroidal neovascularization
992,0,choroidal neovascularization
993,0,choroidal neovascularization
994,0,choroidal neovascularization
995,3,normal
996,3,normal
997,0,choroidal neovascularization
998,3,normal
999,0,choroidal neovascularization
1000,0,choroidal neovascularization
1001,0,choroidal neovascularization
1002,0,choroidal neovascularization
1003,0,choroidal neovascularization
1004,0,choroidal neovascularization
1005,3,normal
1006,3,normal
1007,0,choroidal neovascularization
1008,0,choroidal neovascularization
1009,3,normal
1010,3,normal
1011,3,normal
1012,3,normal
1013,2,drusen
1014,3,normal
1015,1,diabetic macular edema
1016,0,choroidal neovascularization
1017,0,choroidal neovascularization
1018,3,normal
1019,2,drusen
1020,3,normal
1021,3,normal
1022,0,choroidal neovascularization
1023,0,choroidal neovascularization
1024,3,normal
1025,3,normal
1026,3,normal
1027,3,normal
1028,0,choroidal neovascularization
1029,0,choroidal neovascularization
1030,3,normal
1031,3,normal
1032,2,drusen
1033,3,normal
1034,3,normal
1035,0,choroidal neovascularization
1036,3,normal
1037,0,choroidal neovascularization
1038,2,drusen
1039,3,normal
1040,3,normal
1041,3,normal
1042,2,drusen
1043,3,normal
1044,0,choroidal neovascularization
1045,1,diabetic macular edema
1046,3,normal
1047,0,choroidal neovascularization
1048,3,normal
1049,0,choroidal neovascularization
1050,0,choroidal neovascularization
1051,3,normal
1052,3,normal
1053,1,diabetic macular edema
1054,2,drusen
1055,0,choroidal neovascularization
1056,0,choroidal neovascularization
1057,2,drusen
1058,3,normal
1059,3,normal
1060,3,normal
1061,2,drusen
1062,0,choroidal neovascularization
1063,0,choroidal neovascularization
1064,0,choroidal neovascularization
1065,3,normal
1066,3,normal
1067,3,normal
1068,3,normal
1069,0,choroidal neovascularization
1070,0,choroidal neovascularization
1071,3,normal
1072,0,choroidal neovascularization
1073,3,normal
1074,0,choroidal neovascularization
1075,3,normal
1076,0,choroidal neovascularization
1077,3,normal
1078,3,normal
1079,3,normal
1080,3,normal
1081,3,normal
1082,3,normal
1083,0,choroidal neovascularization
1084,0,choroidal neovascularization
1085,0,choroidal neovascularization
1086,0,choroidal neovascularization
1087,3,normal
1088,0,choroidal neovascularization
1089,3,normal
1090,0,choroidal neovascularization
1091,0,choroidal neovascularization
1092,1,diabetic macular edema
1093,0,choroidal neovascularization
1094,0,choroidal neovascularization
1095,0,choroidal neovascularization
1096,3,normal
1097,0,choroidal neovascularization
1098,0,choroidal neovascularization
1099,3,normal
1100,3,normal
1101,3,normal
1102,1,diabetic macular edema
1103,0,choroidal neovascularization
1104,0,choroidal neovascularization
1105,3,normal
1106,1,diabetic macular edema
1107,3,normal
1108,3,normal
1109,0,choroidal neovascularization
1110,3,normal
1111,0,choroidal neovascularization
1112,3,normal
1113,3,normal
1114,2,drusen
1115,0,choroidal neovascularization
1116,0,choroidal neovascularization
1117,3,normal
1118,0,choroidal neovascularization
1119,3,normal
1120,0,choroidal neovascularization
1121,0,choroidal neovascularization
1122,1,diabetic macular edema
1123,3,normal
1124,3,normal
1125,0,choroidal neovascularization
1126,2,drusen
1127,3,normal
1128,3,normal
1129,3,normal
1130,3,normal
1131,0,choroidal neovascularization
1132,0,choroidal neovascularization
1133,3,normal
1134,0,choroidal neovascularization
1135,0,choroidal neovascularization
1136,3,normal
1137,0,choroidal neovascularization
1138,3,normal
1139,3,normal
1140,0,choroidal neovascularization
1141,0,choroidal neovascularization
1142,3,normal
1143,0,choroidal neovascularization
1144,3,normal
1145,0,choroidal neovascularization
1146,0,choroidal neovascularization
1147,2,drusen
1148,3,normal
1149,2,drusen
1150,3,normal
1151,3,normal
1152,3,normal
1153,3,normal
1154,0,choroidal neovascularization
1155,3,normal
1156,3,normal
1157,3,normal
1158,1,diabetic macular edema
1159,0,choroidal neovascularization
1160,3,normal
1161,0,choroidal neovascularization
1162,0,choroidal neovascularization
1163,0,choroidal neovascularization
1164,0,choroidal neovascularization
1165,0,choroidal neovascularization
1166,0,choroidal neovascularization
1167,0,choroidal neovascularization
1168,3,normal
1169,2,drusen
1170,0,choroidal neovascularization
1171,1,diabetic macular edema
1172,0,choroidal neovascularization
1173,1,diabetic macular edema
1174,0,choroidal neovascularization
1175,3,normal
1176,3,normal
1177,3,normal
1178,0,choroidal neovascularization
1179,1,diabetic macular edema
1180,3,normal
1181,3,normal
1182,0,choroidal neovascularization
1183,0,choroidal neovascularization
1184,3,normal
1185,3,normal
1186,3,normal
1187,3,normal
1188,0,choroidal neovascularization
1189,1,diabetic macular edema
1190,3,normal
1191,0,choroidal neovascularization
1192,1,diabetic macular edema
1193,0,choroidal neovascularization
1194,0,choroidal neovascularization
1195,1,diabetic macular edema
1196,3,normal
1197,3,normal
1198,3,normal
1199,3,normal
1200,0,choroidal neovascularization
1201,3,normal
1202,0,choroidal neovascularization
1203,3,normal
1204,0,choroidal neovascularization
1205,3,normal
1206,1,diabetic macular edema
1207,3,normal
1208,0,choroidal neovascularization
1209,0,choroidal neovascularization
1210,3,normal
1211,0,choroidal neovascularization
1212,1,diabetic macular edema
1213,0,choroidal neovascularization
1214,3,normal
1215,1,diabetic macular edema
1216,3,normal
1217,0,choroidal neovascularization
1218,0,choroidal neovascularization
1219,1,diabetic macular edema
1220,1,diabetic macular edema
1221,3,normal
1222,3,normal
1223,3,normal
1224,0,choroidal neovascularization
1225,0,choroidal neovascularization
1226,0,choroidal neovascularization
1227,0,choroidal neovascularization
1228,3,normal
1229,1,diabetic macular edema
1230,3,normal
1231,3,normal
1232,3,normal
1233,3,normal
1234,3,normal
1235,2,drusen
1236,3,normal
1237,1,diabetic macular edema
1238,3,normal
1239,3,normal
1240,0,choroidal neovascularization
1241,0,choroidal neovascularization
1242,3,normal
1243,3,normal
1244,0,choroidal neovascularization
1245,3,normal
1246,0,choroidal neovascularization
1247,3,normal
1248,0,choroidal neovascularization
1249,0,choroidal neovascularization
1250,0,choroidal neovascularization
1251,3,normal
1252,2,drusen
1253,3,normal
1254,3,normal
1255,3,normal
1256,3,normal
1257,0,choroidal neovascularization
1258,3,normal
1259,0,choroidal neovascularization
1260,3,normal
1261,3,normal
1262,3,normal
1263,1,diabetic macular edema
1264,0,choroidal neovascularization
1265,3,normal
1266,0,choroidal neovascularization
1267,0,choroidal neovascularization
1268,0,choroidal neovascularization
1269,1,diabetic macular edema
1270,3,normal
1271,0,choroidal neovascularization
1272,0,choroidal neovascularization
1273,0,choroidal neovascularization
1274,3,normal
1275,3,normal
1276,3,normal
1277,0,choroidal neovascularization
1278,3,normal
1279,0,choroidal neovascularization
1280,3,normal
1281,0,choroidal neovascularization
1282,0,choroidal neovascularization
1283,3,normal
1284,3,normal
1285,2,drusen
1286,1,diabetic macular edema
1287,0,choroidal neovascularization
1288,3,normal
1289,0,choroidal neovascularization
1290,3,normal
1291,0,choroidal neovascularization
1292,3,normal
1293,3,normal
1294,0,choroidal neovascularization
1295,3,normal
1296,3,normal
1297,0,choroidal neovascularization
1298,0,choroidal neovascularization
1299,3,normal
1300,3,normal
1301,3,normal
1302,3,normal
1303,3,normal
1304,3,normal
1305,3,normal
1306,0,choroidal neovascularization
1307,3,normal
1308,3,normal
1309,0,choroidal neovascularization
1310,3,normal
1311,0,choroidal neovascularization
1312,1,diabetic macular edema
1313,3,normal
1314,0,choroidal neovascularization
1315,0,choroidal neovascularization
1316,3,normal
1317,3,normal
1318,0,choroidal neovascularization
1319,0,choroidal neovascularization
1320,3,normal
1321,0,choroidal neovascularization
1322,2,drusen
1323,3,normal
1324,1,diabetic macular edema
1325,3,normal
1326,2,drusen
1327,3,normal
1328,1,diabetic macular edema
1329,2,drusen
1330,0,choroidal neovascularization
1331,3,normal
1332,3,normal
